source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,ruwe,average_rv,average_rv_error,num_clean_epochs_rv
6059594093241906688,189.2198308643094,-60.332167265744346,-5.005496318058084,0.026770392,1.5640152247576418,0.031496346,1.0043459,,,
5861385780599391872,188.0518557558665,-64.19953670812156,-4.628947718765743,0.019900756,0.233531611179684,0.025994936,0.9990613,,,
6053310693537078656,184.8266240569983,-64.19048038586018,-4.896291426618042,0.028566841,0.7637956102051654,0.03387665,1.012426,,,
6054192570587958016,182.51725185261773,-63.61333513667567,-4.429152437313412,0.03368547,0.6310693094023179,0.038407523,0.9532492,,,
6057487596422935168,182.662775899421,-62.49701127158857,-6.396513888140693,0.086381346,0.832831475170796,0.095093325,1.5385323,,,
5856662557855409280,187.4709317184491,-68.27871326992319,-3.77828156273188,0.019915316,0.2280028806291968,0.02141183,1.1965262,,,
5861380317401194752,188.7302088800815,-64.14195333943088,-5.589437243100186,0.047172148,0.09021168276989,0.052064553,1.1024957,,,
6053572995748594304,188.37661709203036,-63.65056355274591,-6.83712277847653,0.025138427,-0.065583417725907,0.02963436,0.9568272,,,
6053688062193025280,185.26027675812315,-63.992144843075984,-5.905764020699975,0.07310455,0.5470308862745533,0.06969368,0.95293444,,,
6053754135970112256,185.0860568445549,-63.72995966613525,-4.876164571003885,0.1046746,0.533337345546406,0.10140378,1.1153338,,,
6055090081271318144,190.023902425747,-63.39448314570036,-5.8015104944920886,0.06567819,0.1888977495267991,0.06984373,1.1292195,,,
6054453287931249280,184.33074751952503,-62.50506778698013,-6.195617595937961,0.010515766,0.6638840412268527,0.011187863,0.91124624,,,
6054778983886526720,188.363598854899,-61.73335408505576,-6.671183940483181,0.04628523,0.4440594384302486,0.052011896,0.9212312,-24.625263,5.336092,21.0
6054935904829820800,185.9610077790343,-61.615965764432666,-5.4553918439601405,0.057165213,0.6169737965536958,0.06419206,1.039037,,,
5861379084817003520,188.4915817203832,-64.18604587161764,-5.29776005181413,0.026643157,0.1183533487246263,0.02954271,1.580814,,,
6053391778170932480,184.2942212714383,-63.6932703550435,-5.48208111421229,0.06603925,0.4084264788588567,0.08641033,1.1889572,,,
6053538666055899648,186.99325926576904,-63.62399228384128,-5.943741789223502,0.08104505,0.2859594390220232,0.095940985,0.94222677,,,
6057943520139661184,186.29704582079344,-61.34817134005237,-6.591090992695774,0.012798816,0.2016424092933777,0.013845646,1.0318077,,,
6054027231517224576,182.18223317524968,-64.06166665177886,-5.8772987312928855,0.025405394,0.5191687987640784,0.028949391,0.99860364,,,
6054193223423060992,182.78968622890167,-63.55132390358933,-5.390573020780392,0.05323364,0.6369707608233289,0.05326634,1.1215415,,,
6054469750583099136,183.17876236277252,-62.7459422343034,-5.946572243380812,0.030504312,0.4308217610862612,0.032658443,0.94182426,,,
6057773645539230848,182.9796564929724,-61.68493914485269,-5.454592035939355,0.1037117,0.4227107262939977,0.10264904,0.93194306,,,
5855852527008107008,183.195809712966,-70.15179538057423,-8.139073803806632,0.10720257,-1.5108296223786095,0.10584276,4.494788,,,
5861055725311709312,189.72595167084708,-65.05483301612591,-4.937052153165923,0.019527558,0.131270429737989,0.024587711,0.9937547,,,
6053047704117413248,185.10199433962285,-64.6619043863979,-6.181922462194561,0.012222881,-0.0693760438989499,0.0157546,0.8255422,,,
6053262933495984256,183.1283532314176,-64.78411739420744,-4.828845405915262,0.026452119,0.6629420449151209,0.0300485,0.90101916,,,
6054149307321532416,184.70006259991007,-63.52908338087398,-6.289012896449363,0.05024279,0.5293067778243905,0.055839185,1.0324681,,,
6057533471013141760,184.6214579606388,-61.866074832986406,-6.019644122492103,0.050286364,0.3142683229407149,0.056993254,1.0590113,,,
5861432548561497088,189.63086025291955,-63.57373162384023,-6.138532423236753,0.037011705,0.3210822939890751,0.046151392,1.0471163,,,
6053187170270200192,182.2897123643538,-64.70549989894369,-4.341729709659655,0.069845326,0.4393122905228088,0.06891612,1.009772,,,
6053345671753350016,183.38264438179263,-64.15375225204832,-4.746769894520063,0.031134715,0.6647261965127905,0.029716963,1.0798306,,,
6053624741516572672,188.6758557311977,-63.41660143618245,-5.50246699869596,0.07100396,0.5364735401916699,0.08077464,1.1054769,,,
6053695174664431744,186.252858792477,-63.78592644172344,-4.037366387028991,0.18878272,0.1697324623392362,0.20578925,1.7768819,,,
6054154603073275648,184.58900135255416,-63.42493557142004,-6.688096618108451,0.016993541,0.4676609183122069,0.017401578,1.0173669,-1.4448777,6.823696,11.0
6054194803971123712,182.89135331485093,-63.5022317423043,-4.019841187130619,0.096980125,0.685904111322849,0.093713574,1.0327927,,,
6153387928308811264,189.51588916607187,-38.5235020241009,-3.448264759036459,0.016351882,1.7676013801008164,0.01449742,1.1993675,100.90791,1.3786415,23.0
6057667817558037760,181.9710709259003,-62.03744630205864,-5.687575016328212,0.061337322,0.5821209511452183,0.06567713,1.047747,,,
6058439910929477120,187.9179311373731,-59.42394107397813,-12.820360350820067,0.04255578,-3.9484925717905264,0.052251082,0.8373478,-19.424364,0.07316262,23.0
5861096716483372032,188.76415468063843,-64.96425937510944,-5.375645322182658,0.039613537,0.1946366914215093,0.044299077,1.051102,,,
5861408634182390528,189.6292870623757,-63.97893139780108,-5.2778420878788905,0.051229402,0.174153955840337,0.057290997,0.963283,,,
