FI Car              10 51 01 -58 35 26 5350852677538959104  10.9  2.0 FU U  57   6.0  13.457794 9.7e-05  58184.855952 2.2e-08
FM Aql              19 09 15 +10 33 08 4312361436842603520   7.8  1.7 -  F  15   4.0   6.114601 3.4e-04  56893.372581 1.0e-08
FN Aql              19 12 47 +03 33 26 4269036830424588800   7.9  1.6 FU F  60   7.0   9.481369 2.0e-05  58050.408202 2.3e-08
FN Vel              09 48 41 -55 31 10 5307761545524640256   9.8  1.7 FU T 127  11.0   5.324152 8.3e-06  56101.670432 1.0e-09
FO Car              11 01 30 -62 17 26 5241780677399802624  10.3  1.6 FU T  97  11.0  10.356892 3.3e-05  58201.727558 4.7e-15
FR Car              11 14 21 -60 03 10 5337764640889249536   9.3  1.4 FU T  52  11.0  10.716893 3.2e-05  58054.276488 2.3e-10
GH Car              11 10 44 -60 45 01 5337634589276921856   8.8  1.3 FU F  55   3.0   5.725491 1.1e-05  56133.344723 7.2e-09
GL Cyg              20 03 34 +39 09 34 2073935223599391872  13.2  1.6 FU U  17   4.0   3.370849 9.5e-04  56485.825068 8.3e-12
GQ Ori              06 11 13 +09 36 45 3329849043206545920   8.7  1.3 FU F  39   6.0   8.616590 5.7e-05  57798.862129 1.2e-08
GS Lup              14 55 15 -54 03 17 5893788220810031872   9.6  2.2 FU F 122   9.0  48.995676 2.6e-04  58365.243836 5.0e-13
GU Nor              16 14 54 -53 20 18 5932997939411720960   9.8  1.7 FU F  26   5.0   3.452943 4.1e-06  56956.674422 3.4e-09
GX Car              09 55 26 -58 25 46 5257664497238811776   9.0  1.4 FU T 164  11.0   7.196930 3.7e-06  56666.995785 3.0e-12
HQ Per              04 43 57 +40 50 05 202939854734748032   11.1  1.6 FU F  22   5.0   8.639022 3.0e-05  57413.026913 1.6e-08
HW Car              10 39 20 -61 09 08 5254097093074642944   8.8  1.3 FU U  88   5.0   9.199236 6.3e-06  56954.178423 3.5e-12
IQ Nor              15 12 49 -54 45 19 5887482762148283008   9.0  1.7 FU U  79   6.0   8.219926 7.2e-06  56188.785943 9.4e-09
IR Cep              21 57 51 +61 01 07 2203988169026743936   7.5  1.2 FO F  20   4.0   2.113946 1.7e-05  57494.900556 4.2e-11
IT Car              11 12 10 -61 45 17 5337191279937200256   7.8  1.2 FU T  78   4.0   7.532987 1.4e-05  59008.903880 2.8e-13
KK Cen              11 42 48 -58 59 36 5336389564126521728  10.9  1.8 FU F 107  10.0  12.182446 3.5e-05  58313.858146 9.3e-09
KN Cen              13 36 36 -64 33 29 5864135319959353600   9.1  2.1 FU T 186  19.0  34.027315 3.4e-05  58085.703530 3.2e-08
KQ Sco              16 51 38 -45 25 36 5964193485048327808   8.9  2.4 FU U 172  14.0  28.700818 5.0e-05  57432.789898 3.4e-09
KX Cyg              20 24 19 +40 33 39 2067549118302850304  10.4  3.0 FU F  29   7.0  20.051374 1.1e-03  56882.609548 3.9e-08
LR TrA              15 30 49 -65 35 57 5824226655600824704   7.6  1.0 FO T 107   4.0   2.428288 1.5e-06  57070.432807 8.9e-12
MN Cam              03 57 29 +54 56 17 444443941646255232   11.1  2.4 FU F  24   6.0   8.179734 4.3e-05  56850.736920 1.1e-11
MQ Cam              04 01 30 +55 02 43 468431815031779456   11.9  2.2 FU F  22   7.0   6.603265 1.8e-02  56613.805805 6.0e-09
MU Cep              22 23 38 +57 40 51 2200018111723748224  11.6  1.8 FU T  86   8.0   3.767849 6.3e-06  56604.451566 9.7e-10
MY Pup              07 38 18 -48 36 05 5506374096132016512   5.5  0.9 FU T  82   2.0   5.694106 2.9e-05  58166.671556 1.8e-10
MZ Cam              04 05 15 +54 36 11 276241546182796288   11.3  2.1 FO F  15   3.0   3.247461 1.2e-05  57095.997040 5.7e-09
NO Cas              00 24 04 +61 20 30 428893303878673408   11.0  1.5 FO F  35   3.0   2.582662 5.2e-06  56438.980645 6.9e-10
NT Pup              07 58 46 -38 59 40 5537860123428416640  11.5  1.8 FU T 121  12.0  15.560318 2.3e-05  56880.240671 9.6e-10
OX Cam              03 48 25 +59 26 32 473293889810320128   10.0  2.3 FU T  27   7.0   5.065491 5.0e-04  56057.359970 6.0e-10
QS Cam              04 03 46 +57 14 51 469680173047881344   11.6  1.9 FU F  26   5.0   5.124356 3.4e-05  57158.100135 3.6e-10
QZ Nor              16 11 20 -54 21 14 5932565900081831040   8.6  1.2 FO F 411   4.0   3.786811 5.0e-07  57345.434924 2.4e-11
R Cru               12 23 37 -61 37 44 6054935874795049216   6.5  1.1 FU T 217  11.0   5.825672 1.7e-06  57210.942026 8.2e-12
R Mus               12 42 05 -69 24 27 5855468247702904704   6.1  1.0 FU T  73   9.0   7.510324 8.1e-06  58519.485606 8.0e-09
RS Nor              16 05 09 -53 55 09 5932812431123862016   9.5  1.7 FU F  34  11.0   6.198184 1.5e-05  57540.448964 4.7e-11
RS Ori              06 22 13 +14 40 41 3368698813404804352   8.1  1.3 FU T  45   9.0   7.566925 2.2e-05  57280.321643 1.3e-08
RT Aur              06 28 34 +30 29 34 3435571660360952704   5.3  0.8 -  F  37   7.0   3.728431 2.2e-06  57997.264858 3.1e-11
RU Sct              18 41 56 -04 06 38 4258436301367796480   8.6  2.3 FU F  96  10.0  19.707643 3.0e-05  57222.170137 4.2e-08
RV Sco              16 58 19 -33 36 32 6026412893938675712   6.7  1.4 FU T  72   9.0   6.061321 2.6e-06  57848.672858 4.4e-09
RW Cam              03 54 21 +58 39 11 473043922712140928    8.1  1.8 FU T  45   9.0  16.415654 6.1e-05  57874.759812 9.3e-11
RW Cas              01 37 14 +57 45 33 508915489570374272    8.8  1.5 FU F  48  10.0  14.788141 7.0e-05  57540.295599 2.6e-08
RX Aur              05 01 23 +39 57 37 200708636406382720    7.3  1.3 FU T  30   6.0  11.624790 8.2e-05  58044.095219 2.1e-09
RY Cas              23 52 07 +58 44 30 1999252442448732288   9.3  1.7 FU F  39  10.0  12.139595 4.7e-05  57370.891028 9.7e-09
RY Sco              17 50 52 -33 42 20 4041690364529590144   7.3  2.0 FU T 124   6.0  20.326750 1.3e-05  57758.047401 2.2e-08
RY Vel              10 20 41 -55 19 17 5355057622307185280   7.8  1.8 FU T 150  10.0  28.174209 9.6e-05  58589.455229 3.3e-10
RZ Vel              08 37 01 -44 06 52 5523162573544337408   6.7  1.6 FU U 152  10.0  20.402005 5.9e-05  57059.096161 4.5e-08
S Cru               12 54 22 -58 25 50 6060173364074372352   6.4  1.1 FU F  57   9.0   4.689759 3.1e-06  57216.523806 1.2e-12
S Mus               12 12 47 -70 09 06 5855852527008107008   5.9  1.1 FU T  78   9.0   9.660008 2.2e-05  56439.803531 4.4e-09
S Nor               16 18 51 -57 53 59 5835124087174043136   6.2  1.2 FU U  60   9.0   9.754719 5.2e-06  57877.266149 1.9e-11
S Sge               19 56 01 +16 38 05 1820309639468685824   5.4  1.1 FU T  61   8.0   8.382084 1.2e-05  58067.400008 4.3e-12
S Vul               19 48 23 +27 17 11 2027971514401523456   8.1  2.2 FU U 128  10.0  68.920076 2.7e-03  58131.651663 1.9e-11
SS CMa              07 26 07 -25 15 26 5616601820448126336   9.4  1.7 FU T  97   9.0  12.352470 1.4e-05  57909.907131 1.2e-09
SS Sct              18 43 43 -07 43 51 4251917636212432384   7.9  1.3 FU F  12   4.0   3.671312 1.8e-03  56873.171657 7.4e-09
ST Tau              05 45 03 +13 34 34 3346584610911570176   7.9  1.3 FU F  17   4.0   4.034324 4.2e-05  57801.715038 2.3e-09
SV Mon              06 21 26 +06 28 12 3324153371114695680   8.0  1.4 FU F  92  11.0  15.234923 1.8e-05  57718.133051 1.3e-10
SV Per              04 49 47 +42 17 22 203496585576324224    8.6  1.4 FU F  47   7.0  11.129357 2.0e-05  58060.681729 9.9e-09
SV Vel              10 44 56 -56 17 22 5351331755370445056   8.2  1.6 FU F  73  10.0  14.097238 2.2e-05  57579.045312 1.0e-09
SV Vul              19 51 30 +27 27 36 2027951173435143680   6.7  1.9 FU F 148   9.0  44.832864 3.7e-04  58055.459741 1.8e-08
SW Vel              08 43 38 -47 24 11 5329352998951582976   7.7  1.6 FU F 385  13.0  23.386147 1.3e-05  57132.295522 1.7e-10
SX Vel              08 44 53 -46 20 34 5329838158460391296   8.0  1.3 FU T  52   9.0   9.550731 1.1e-05  58182.851893 8.0e-09
SY Aur              05 12 39 +42 49 54 201509768065410944    8.7  1.4 FU F  39   5.0  10.145079 2.6e-05  57445.044991 7.5e-12
SY Nor              15 54 42 -54 33 59 5884729035255064064   9.0  1.8 FU T  84   9.0  12.645213 1.9e-05  57958.625329 1.5e-10
SZ Aql              19 04 39 +01 18 22 4267549637851481344   8.2  1.8 -  T  92  12.0  17.140861 6.5e-05  58084.753024 1.9e-08
SZ Cas              02 27 13 +59 27 38 459263743483634304    9.1  1.9 FU F  38   3.0  13.636754 3.2e-04  56976.257008 3.4e-08
SZ Cyg              20 32 54 +46 36 04 2071433765909167232   8.8  1.8 FU T  53   9.0  15.109625 3.3e-05  57267.575967 3.5e-08
SZ Tau              04 37 14 +18 32 34 3409635486731094400   6.3  1.2 FO F 167   5.0   3.148432 3.5e-06  58155.518748 4.3e-09
T Ant               09 33 50 -36 36 56 5436296928693979392   9.1  1.0 FU F  78  17.0   5.898428 3.9e-04  56610.489047 2.9e-11
T Mon               06 25 13 +07 05 08 3324535073449061504   6.1  1.5 -  T 181  12.0  27.035502 3.3e-04  57676.608947 2.9e-08
TT Aql              19 08 13 +01 17 55 4267397694768545920   6.8  1.7 -  F  80  15.0  13.754611 2.3e-05  58101.358526 4.6e-10
TW Mon              06 50 32 +00 00 25 3113441691460573312  12.0  1.8 FU F  40   7.0   7.096997 9.6e-06  57534.804554 7.1e-09
TX Cyg              21 00 06 +42 35 51 2161786374436607616   8.4  2.6 FU F  37   9.0  14.711953 3.2e-05  58093.005856 1.9e-08
TX Mon              06 50 52 -01 25 45 3106349738382214144  10.5  1.5 FU T  90   7.0   8.702118 1.3e-05  57643.419046 3.3e-12
TY Sct              18 42 07 -04 17 36 4256744187345732224   9.9  2.1 FU F  30   7.0  11.053828 1.2e-04  57780.218008 1.0e-08
TZ Mon              06 58 00 -00 22 33 3112475495616980992  10.5  1.6 -  F  43   9.0   7.428215 5.3e-06  57807.858736 1.5e-08
U Car               10 57 48 -59 43 55 5338359442320395904   5.9  1.5 FU F 237  10.0  38.841925 2.5e-05  58126.042771 6.9e-09
U Sgr               18 31 53 -19 07 30 4092905375639902464   6.4  1.5 -  F  34   8.0   6.745298 2.9e-03  58231.543560 5.1e-11
U Vul               19 36 37 +20 19 58 1825621002188696448   6.6  1.8 FU T 107   8.0   7.990663 3.6e-06  58634.649799 2.6e-10
UU Mus              11 52 17 -65 24 15 5332375453374624640   9.4  1.5 FU F 108  12.0  11.636397 1.6e-05  58314.889099 2.3e-08
UX Per              02 13 07 +58 04 48 506699870563323264   11.3  1.4 FU T  27   7.0   4.565709 7.8e-04  56715.604027 7.2e-11
UY Per              02 34 31 +58 49 54 458239995077788544   10.6  2.1 FU F  41   8.0   5.365153 2.0e-03  56405.253722 1.6e-13
UZ Sct              18 31 22 -12 55 43 4104869264724284544  10.3  2.4 FU T  59  11.0  14.747529 6.7e-05  58162.967557 5.4e-13
V Cen               14 32 33 -56 53 15 5891675303053080704   6.5  1.3 FU F  48   9.0   5.494073 6.0e-06  57460.173929 2.0e-09
V0335 Pup           07 56 57 -22 49 31 5711201189563596416   8.5  1.0 FO F 456   4.0   4.861113 2.8e-06  57856.775177 6.1e-11
