R_bin,Z_bin,P_bin,n_source,Rbirth,deltaR_birth,outward_gt1_frac,inward_gt1_frac,innerborn_lt6_frac,age,FeH,aFe,Rbirth_anom,deltaR_birth_anom,outward_gt1_frac_anom,inward_gt1_frac_anom,innerborn_lt6_frac_anom,age_anom,FeH_anom,aFe_anom,n_young,Vr_young,Vphi_young,Vz_young,acirc_young,Vr_young_anom,Vphi_young_anom,Vz_young_anom,acirc_young_anom
5.0,1.5,120.0,66,14.642272638834303,-9.116131692226055,0.10606060606060606,0.7878787878787878,0.15151515151515152,8.97931073363437,-1.4593705957773162,0.35407066985760716,-0.27524280531635625,0.3215810593901125,0.07625291375291375,-0.15874125874125888,0.09813519813519814,0.05870092487528744,0.01589493746947168,-0.0360004498235163,5,53.344053795754704,195.1737129079677,11.35762587238496,7474.2487732097825,0.0,0.0,0.0,0.0
6.0,0.5,150.0,86,9.074669896193415,-2.7365302933132485,0.2441860465116279,0.6395348837209303,0.3023255813953488,9.504288242360161,-0.6803021994342229,0.3360806135758658,-0.49408418465273307,0.5438339599815292,-0.03663713547434477,0.01553463762766083,-0.028731389196505475,-0.44961787959595867,0.17947805863118171,-0.03253695423170577,7,-30.012164334595912,218.59560974563917,15.873588263163,7089.225868701,-12.87185153945559,4.343695846330576,5.184951492619781,345.947041423904
7.0,0.0,150.0,49,8.105999383879624,-0.290062252992695,0.1836734693877551,0.20408163265306123,0.1836734693877551,4.351124366139784,-0.1398719487706595,0.0609496984876253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,-8.682561518657609,227.5000375108928,-0.5589299594955338,6878.947558400064,3.2646259796578736,-2.019832454057024,-0.8228986941828718,-149.4503206071613
8.0,0.0,150.0,69,8.016568802496717,0.4135441488579872,0.4492753623188406,0.34782608695652173,0.3188405797101449,5.293191628333736,-0.2560611271567746,0.0615373555359753,1.1258299682974418,-1.1888068979486102,-0.12173913043478257,0.0753623188405797,-0.1101449275362319,-1.405631211789264,-0.0188508935225207,-0.0033162073357942065,252,-5.470908366275772,226.33987603125834,3.342258507833147,6124.175574461558,0.0,0.0,2.4665373985793253,0.0
8.0,0.0,180.0,345,5.764908865901834,2.7911579447552075,0.6927536231884058,0.19710144927536233,0.5391304347826087,8.104454051912265,-0.2183593401117332,0.0681697702075637,-1.1258299682974418,1.1888068979486102,0.12173913043478268,-0.0753623188405797,0.1101449275362319,1.4056312117892649,0.0188508935225207,0.0033162073357941996,6,8.477049733568665,221.68916997236295,0.5795058196960663,5490.2999383580245,13.947958099844437,-4.650706058895395,-0.2962152895577551,-633.8756361035339
9.0,0.0,150.0,85,12.35194618514852,-2.582559974249444,0.10588235294117647,0.7411764705882353,0.03529411764705882,4.203347092478535,-0.5192138781441765,0.0161409891541127,-0.19341402438626787,0.2671521165711779,-0.036099919419822726,0.0007252215954876018,-0.02344883158742949,-0.03775529117858234,0.013432096843367547,-0.015255931289768949,605,-12.19376645403742,215.13818711131475,-0.2939480173650434,4768.514397997633,0.0,-0.22842672957361287,0.0,0.0
9.0,0.0,180.0,73,12.738774233921058,-3.1168642073918,0.1780821917808219,0.7397260273972602,0.0821917808219178,4.2788576748357,-0.5460780718309115,0.0466528517336506,0.19341402438626965,-0.2671521165711779,0.03609991941982271,-0.0007252215954874908,0.02344883158742949,0.03775529117858234,-0.013432096843367436,0.015255931289768952,130,6.1538446633549,215.36661384088836,-0.7413190820530637,4733.423964910182,18.34761111739232,0.0,-0.44737106468802035,-35.09043308745095
9.0,1.0,150.0,126,16.190272677579255,-6.561564969993193,0.0873015873015873,0.8571428571428571,0.06349206349206349,7.2659134939255985,-1.4299676749653158,0.3778591241452517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018700316171980091,10,-21.969914267066425,197.827802949155,36.98530993308309,4138.5481334145115,0.0,0.0,0.0,0.0
10.0,0.0,150.0,70,11.912308027611198,-1.4628906703202427,0.21428571428571427,0.5714285714285714,0.08571428571428572,4.484225653556916,-0.5569792172702941,0.0896666607914488,-0.5389378411729933,0.5890791407095972,0.03138528138528138,-0.07287157287157287,-0.0025974025974025983,0.019939290857664105,0.026751216491052943,-0.018420281068766003,888,-6.631114172655378,213.19888258548283,0.038045379850018754,4331.474715601,0.0,0.0,-1.7025856437331774,0.0
10.0,0.0,180.0,99,12.990183709957185,-2.641048951739437,0.15151515151515152,0.7171717171717171,0.09090909090909091,4.444347071841587,-0.6104816502524,0.1265072229289808,0.5389378411729933,-0.5890791407095972,-0.03138528138528138,0.07287157287157287,0.0025974025974025983,-0.019939290857664105,-0.026751216491052943,0.018420281068766003,259,11.738069601011416,206.3937530274693,1.740631023583196,4034.050392759572,18.369183773666794,-6.805129558013533,0.0,-297.42432284142797
