R_bin,Z_bin,P_bin,n_source,Rbirth,deltaR_birth,outward_gt1_frac,inward_gt1_frac,innerborn_lt6_frac,age,FeH,aFe,Rbirth_anom,deltaR_birth_anom,outward_gt1_frac_anom,inward_gt1_frac_anom,innerborn_lt6_frac_anom,age_anom,FeH_anom,aFe_anom,n_young,Vr_young,Vphi_young,Vz_young,acirc_young,Vr_young_anom,Vphi_young_anom,Vz_young_anom,acirc_young_anom
7.0,0.0,150.0,49,8.105999383879624,-0.290062252992695,0.1836734693877551,0.20408163265306123,0.1836734693877551,4.351124366139784,-0.1398719487706595,0.0609496984876253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,-8.810377781233397,226.2810904312377,-0.5782701971332701,6789.47657635431,2.9966172799790556,-2.6299804375877045,-0.5493862672815598,-218.66211406403
8.0,0.0,150.0,69,8.016568802496717,0.4135441488579872,0.4492753623188406,0.34782608695652173,0.3188405797101449,5.293191628333736,-0.2560611271567746,0.0615373555359753,1.1258299682974418,-1.1888068979486102,-0.12173913043478257,0.0753623188405797,-0.1101449275362319,-1.405631211789264,-0.0188508935225207,-0.0033162073357942065,229,-5.513377226263031,226.30097900038933,3.4407814699334165,6119.8020218663705,0.0,0.0,2.86127565023735,0.0
8.0,0.0,180.0,345,5.764908865901834,2.7911579447552075,0.6927536231884058,0.19710144927536233,0.5391304347826087,8.104454051912265,-0.2183593401117332,0.0681697702075637,-1.1258299682974418,1.1888068979486102,0.12173913043478268,-0.0753623188405797,0.1101449275362319,1.4056312117892649,0.0188508935225207,0.0033162073357941996,6,8.477049733568665,221.68916997236295,0.5795058196960663,5490.2999383580245,13.990426959831694,-4.611809028026386,0.0,-629.502083508346
9.0,0.0,150.0,85,12.35194618514852,-2.582559974249444,0.10588235294117647,0.7411764705882353,0.03529411764705882,4.203347092478535,-0.5192138781441765,0.0161409891541127,-0.19341402438626787,0.2671521165711779,-0.036099919419822726,0.0007252215954876018,-0.02344883158742949,-0.03775529117858234,0.013432096843367547,-0.015255931289768949,583,-11.927732250670276,215.20937455960248,-0.2866162297225351,4779.8106481336845,0.0,-1.2937874826920108,0.0,0.0
9.0,0.0,180.0,73,12.738774233921058,-3.1168642073918,0.1780821917808219,0.7397260273972602,0.0821917808219178,4.2788576748357,-0.5460780718309115,0.0466528517336506,0.19341402438626965,-0.2671521165711779,0.03609991941982271,-0.0007252215954874908,0.02344883158742949,0.03775529117858234,-0.013432096843367436,0.015255931289768952,125,6.015367872284772,216.5031620422945,-0.742002800923455,4745.674830128664,17.943100122955048,0.0,-0.45538657120091997,-34.135818005020155
10.0,0.0,150.0,70,11.912308027611198,-1.4628906703202427,0.21428571428571427,0.5714285714285714,0.08571428571428572,4.484225653556916,-0.5569792172702941,0.0896666607914488,-0.5389378411729933,0.5890791407095972,0.03138528138528138,-0.07287157287157287,-0.0025974025974025983,0.019939290857664105,0.026751216491052943,-0.018420281068766003,852,-6.132901224277145,213.56723661631258,-0.049026150678367894,4345.020714714396,0.0,0.0,-1.500961322459604,0.0
10.0,0.0,180.0,99,12.990183709957185,-2.641048951739437,0.15151515151515152,0.7171717171717171,0.09090909090909091,4.444347071841587,-0.6104816502524,0.1265072229289808,0.5389378411729933,-0.5890791407095972,-0.03138528138528138,0.07287157287157287,0.0025974025974025983,-0.019939290857664105,-0.026751216491052943,0.018420281068766003,241,10.948703200310533,207.9886153143522,1.451935171781236,4061.8454749266502,17.081604424587677,-5.578621301960396,0.0,-283.17523978774534
10.0,0.5,150.0,69,13.875041592328609,-3.4842174268539505,0.13043478260869565,0.7536231884057971,0.057971014492753624,5.1758221270158655,-0.6722274775095544,0.2052596217917648,0.05677940662694958,-0.21523000823963745,-0.012247397428046536,0.017656664625433693,0.007858746682996527,0.0009073653625648603,6.352718275814961e-05,0.021695047047442795,9,11.797932050092026,211.00513073369072,-3.82200745029606,4252.552327979668,4.9042653561725364,1.278540495195955,-3.6187232865471746,92.9359701677804
11.0,0.0,180.0,56,13.381575150640211,-2.098315365435412,0.26785714285714285,0.5714285714285714,0.17857142857142858,4.851388118437312,-0.6912650592405434,0.1567854758899421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859,13.967805048518976,209.9273962527065,3.0488246329184743,3784.6042353671323,11.865308901785264,-7.41406023110909,1.6561782521491348,-314.61650900986433
11.0,0.5,150.0,33,12.324536643493872,-0.9806096800485148,0.2727272727272727,0.48484848484848486,0.06060606060606061,5.851750218484673,-0.6218738361207479,0.2104899602433115,-0.3959589040373608,0.16704956249316172,0.038961038961038946,-0.023809523809523725,0.017316017316017313,0.1250770411077866,0.03085515148193796,0.00916633882012785,26,1.875247838350362,215.50857566314764,1.0648627949219946,3959.78492120839,0.0,0.0,0.0,0.0
11.0,0.5,180.0,77,13.116454451568591,-1.3147088050348383,0.19480519480519481,0.5324675324675324,0.025974025974025976,5.6015961362691,-0.6835841390846239,0.1921572826030558,0.395958904037359,-0.16704956249316183,-0.038961038961038946,0.023809523809523836,-0.01731601731601732,-0.1250770411077866,-0.03085515148193807,-0.00916633882012785,15,14.279324329852937,209.81764684846985,0.9023548566840356,3704.6881889183264,12.404076491502575,-5.69092881467779,-0.16250793823795906,-255.09673229006376
12.0,0.5,150.0,32,11.50913086613348,1.31540753029023,0.5,0.28125,0.1875,6.8303572749747214,-0.7118679637934151,0.2136535967142309,-0.32459438196733537,0.625739618595254,0.019607843137254943,-0.06035539215686275,0.030024509803921573,-0.004006821524339621,0.009805821242341639,0.009410637262345783,99,8.565561289210972,215.93623297077133,4.94710143114253,3699.900143560775,0.0,0.0,0.0,0.0
12.0,0.5,180.0,102,12.158319630068153,0.063928293099722,0.46078431372549017,0.4019607843137255,0.12745098039215685,6.838370918023401,-0.7314796062780984,0.19483232218953933,0.32459438196733714,-0.625739618595254,-0.019607843137254888,0.06035539215686275,-0.030024509803921573,0.004006821524339621,-0.009805821242341639,-0.009410637262345783,75,13.138313143459994,207.07586360605387,3.827746728078374,3411.713334133141,4.572751854249022,-8.860369364717457,-1.1193547030641557,-288.1868094276342
