annulus_index,r_in_kpc,r_center_kpc,r_out_kpc,valid_pixel_count,expected_pixel_count,valid_area_fraction,usable,sigma_hi_raw_msun_pc2,sigma_hi_raw_std_msun_pc2,sigma_hi_raw_sem_beam_msun_pc2,n_eff_beams
0,0.0,0.13899478328889064,0.2779895665777813,101,100.98363080090404,1.000162097549535,1,5.367807855490586,0.4129624885765701,0.3888445640404373,1.1278962290971324
1,0.2779895665777813,0.416984349866672,0.5559791331555626,303,302.9508924027121,1.000162097549535,1,5.314949718745481,0.813782917370948,0.44239821843020655,3.383688687291397
2,0.5559791331555626,0.6949739164444532,0.833968699733344,503,504.91815400452043,0.9962010595394373,1,5.114913072658493,0.9123014726095634,0.3849288816402302,5.617146566691659
3,0.833968699733344,0.9729634830222346,1.1119582663111252,708,706.885415606328,1.0015767539817129,1,4.857931646952727,0.8574861078694778,0.3049555758554218,7.906440893076927
4,1.1119582663111252,1.2509530496000159,1.3899478328889063,908,908.8526772081361,0.999061809213397,1,4.900443446928298,1.1284335901756442,0.35437183353526663,10.139898772477189
5,1.3899478328889063,1.5289426161777973,1.667937399466688,1111,1110.8199388099454,1.000162097549534,1,4.831769049847397,1.2783929884621041,0.3629388552708155,12.406858520068454
6,1.667937399466688,1.8069321827555784,1.9459269660444691,1317,1312.7872004117528,1.003209049864994,1,4.622227849200394,1.2865653063283709,0.3354787862268542,14.707320135850724
7,1.9459269660444691,2.0849217493333594,2.2239165326222503,1514,1514.7544620135593,0.9995019245478528,1,4.065589103028972,1.313414722161832,0.31942217091517017,16.907276147059985
8,2.2239165326222503,2.3629113159111412,2.5019060992000317,1718,1716.721723615369,1.0007446031392548,1,3.675821352443705,1.2186182295437613,0.2782160659841477,19.18540318404825
9,2.5019060992000317,2.640900882488922,2.7798956657778127,1910,1918.688985217175,0.9954713946428417,1,3.4378279135193366,1.0821411307227147,0.23431135484076046,21.329522748272502
10,2.7798956657778127,2.918890449066704,3.0578852323555945,2124,2120.656246818987,1.0015767539817115,1,3.209923012330318,0.8428867158838314,0.17306851514992286,23.719322679230782
11,3.0578852323555945,3.196880015644485,3.335874798933376,2330,2322.623508420795,1.003175930818086,1,2.952226293357829,0.6637720069759675,0.13012690101653152,26.01978429501305
12,3.335874798933376,3.4748695822222664,3.613864365511157,2519,2524.5907700225976,0.9977854747434779,1,2.688427059347802,0.6187090189024892,0.11665368908054204,28.130401991046302
13,3.613864365511157,3.7528591488000473,3.8918539320889383,2732,2726.5580316244145,1.0019959114430963,1,2.5009512072418105,0.6706627182556323,0.12141991706203534,30.50903463260758
14,3.8918539320889383,4.030848715377829,4.169843498666719,2919,2928.5252932262124,0.9967474096097976,1,2.323123633081208,0.7594465440476085,0.13301673305968903,32.59731774984682
15,4.169843498666719,4.308838281955611,4.447833065244501,3131,3130.4925548280253,1.000162097549535,1,2.1449854789246,0.8488550352366557,0.1435549293879758,34.964783102011104
16,4.447833065244501,4.5868278485333915,4.7258226318222825,3342,3332.4598164298377,1.0028628052836908,1,1.918060799464222,0.8965241292087968,0.14675228580129315,37.32108116477838
