radius_arcsec,radius_kpc,sigma_hi_msun_pc2,pixel_x,pixel_y,radius_err_kpc,sigma_hi_err_msun_pc2,galaxy,source,method,distance_mpc_frozen
15.027514231499051,7.315141613989225,4.331721470019342,88.0,330.3888888888889,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
15.881404174573056,7.730774660238613,4.555125725338492,93.0,320.75,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
16.735294117647058,8.146407706488,4.331721470019342,98.0,330.3888888888889,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
17.41840607210626,8.47891414348751,4.485493230174081,102.0,323.75,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
18.272296015180264,8.8945471897369,4.254835589941972,107.0,333.69444444444446,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
19.809297912713472,9.642686672985797,4.514506769825919,116.0,322.5,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
20.83491461100569,10.141446328485062,4.231624758220503,122.0,334.69444444444446,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
21.518026565464894,10.473952765484574,4.460348162475822,126.0,324.8333333333333,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
22.5426944971537,10.97271242098384,4.188588007736944,132.0,336.55555555555554,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
23.225806451612904,11.305218857983349,4.549323017408124,136.0,321.0,0.1662532184997551,0.04642166344294,IC4202,"Spekkens & Giovanelli 2006, panel d average points/trace",publication_figure_digitization_median_trace_rdp2px,100.4
