galaxy,stationary_role,source,radius_arcsec,radius_kpc_source_distance,radius_kpc_frozen_distance,sigma_hi_raw_msun_pc2,source_distance_mpc,source_distance_implied_by_radii_mpc,frozen_distance_mpc,helium_included
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,45,1.94069444444444,1.96349540849362,10.3424472759549,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,111.018840080247,4.78785880383114,4.84411072786338,9.52445298860663,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,153.05652024074,6.60079863371564,6.67835054961566,8.69806949219103,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,195.094200401234,8.41373846360014,8.51259037136794,7.77238657168799,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,237.131880561728,10.2266782934846,10.3468301931202,6.5275746690828,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,279.169560722221,12.0396181233691,12.1810700148725,5.28935367457024,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,321.207240882715,13.8525579532536,14.0153098366248,4.14206775189777,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,363.244921043209,15.6654977831381,15.8495496583771,3.13485470828265,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,405.282601203702,17.4784376130226,17.6837894801294,2.27090636503449,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,447.320281364196,19.2913774429071,19.5180293018816,1.57246467490531,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,489.35796152469,21.1043172727916,21.3522691236339,1.02900359083824,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,531.395641685183,22.9172571026761,23.1865089453862,0.62742893128978,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,573.433321845677,24.7301969325606,25.0207487671385,0.366865155096601,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,615.471002006171,26.5431367624451,26.8549885888908,0.210522145070428,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,657.508682166664,28.3560765923296,28.6892284106431,0.121022544859306,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,699.546362327158,30.1690164222141,30.5234682323953,0.0712509282845914,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,741.584042487652,31.9819562520986,32.3577080541476,0.044410619829386,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,783.621722648145,33.7948960819831,34.1919478758999,0.0297501150648322,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,825.659402808639,35.6078359118676,36.0261876976522,0.0213412525792673,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,867.697082969133,37.4207757417521,37.8604275194045,0.0158688226173581,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,909.734763129626,39.2337155716366,39.6946673411567,0.0116464845722015,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,951.77244329012,41.0466554015211,41.528907162909,0.00881686681270605,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,993.810123450614,42.8595952314056,43.3631469846613,0.00646307202494707,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1035.84780361111,44.6725350612901,45.1973868064136,0.00418785342857606,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1077.8854837716,46.4854748911746,47.0316266281659,0.00243105094850942,8.9,8.89548807929221,9,0
NGC4559,calibration,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1119.92316393209,48.2984147210591,48.8658664499182,0.00143840595011603,8.9,8.89548807929221,9,0
