annulus_index,r_in_kpc,r_center_kpc,r_out_kpc,valid_pixel_count,expected_pixel_count,valid_area_fraction,usable,sigma_hi_raw_msun_pc2,sigma_hi_raw_std_msun_pc2,sigma_hi_raw_sem_beam_msun_pc2,n_eff_beams
47,5.657855396351886,5.718045347376907,5.778235298401927,1395,2666.8122058455874,0.5230964508645168,1,0.27231459257196333,0.25865872249757543,0.03389671274986927,58.22896764608808
48,5.778235298401927,5.8384252494269475,5.8986152004519665,1359,2722.9556207054625,0.4990900291088515,0,0.26831592068983995,0.24860407448282015,0.033007761484521204,56.72628461006
49,5.8986152004519665,5.958805151476986,6.018995102502007,1351,2779.099035565398,0.48612877148695915,0,0.2467153350328636,0.2172380488020462,0.0289284908228468,56.3923550464982
50,6.018995102502007,6.079185053527027,6.139375004552046,1330,2835.2424504252726,0.46909568520339645,0,0.23247783470964226,0.21214495347338833,0.028472424057779177,55.515789942148494
51,6.139375004552046,6.199564955577067,6.259754906602087,1336,2891.385865285208,0.46206216058547966,0,0.2355830653455835,0.2423993897062655,0.03245980089344341,55.76623711481984
52,6.259754906602087,6.319944857627108,6.3801348086521275,1341,2947.5292801451264,0.45495731256449934,0,0.239164976707788,0.26373061892445393,0.03525037355231485,55.97494309204596
53,6.3801348086521275,6.4403247596771465,6.500514710702167,1281,3003.672695004993,0.42647789225845417,0,0.24690105112825353,0.26283722957903566,0.03594428710952082,53.4704713653325
54,6.500514710702167,6.560704661727187,6.620894612752208,1302,3059.8161098649284,0.425515767369914,0,0.2467839176596908,0.2556860812874947,0.03468319946396628,54.34703646968221
55,6.620894612752208,6.681084563777228,6.741274514802248,1290,3115.959524724812,0.4139976754396151,0,0.2528354202196151,0.23554964544175064,0.03210000930347461,53.846142124339515
56,6.741274514802248,6.801464465827268,6.8616544168522875,1288,3172.1029395847477,0.4060397863912351,0,0.25101216484795424,0.2514554402934488,0.03429419896456682,53.76265973344906
57,6.8616544168522875,6.921844367877308,6.982034318902328,1265,3228.2463544446477,0.3918536137300515,0,0.24379288171681268,0.2564858852680788,0.03529683511262329,52.8026122382089
58,6.982034318902328,7.042224269927348,7.102414220952368,1222,3284.3897693045324,0.37206302717803125,0,0.25024247181343384,0.25266671279611636,0.035377731849569986,51.00774083406425
59,7.102414220952368,7.162604171977388,7.222794123002409,1207,3340.533184164468,0.36131956590692993,0,0.26025101958981206,0.2558882206439029,0.036050742834784065,50.381622902385885
60,7.222794123002409,7.282984074027428,7.343174025052448,1190,3396.6765990243343,0.3503424495407709,0,0.2764530155443863,0.2630564184582922,0.03732441251953788,49.672022579817074
61,7.343174025052448,7.403363976077468,7.463553927102488,1144,3452.8200138842867,0.33132338071483924,0,0.2598329682337466,0.2445462257145089,0.035388773463206076,47.751927589336745
62,7.463553927102488,7.523743878127509,7.583933829152528,1117,3508.963428744153,0.31832762657197905,0,0.2534196793801956,0.26220483305387415,0.03840003891701975,46.624915312315686
63,7.583933829152528,7.644123780177549,7.704313731202569,1099,3565.106843604088,0.3082656560410356,0,0.2496369950221468,0.2722566226520505,0.0401973261075463,45.87357379430165
64,7.704313731202569,7.764503682227589,7.824693633252609,1044,3621.2502584640065,0.28829821898109415,0,0.24351469339899356,0.2450925239704708,0.037127642484499075,43.577808044814304
65,7.824693633252609,7.884883584277628,7.945073535302649,1026,3677.393673323873,0.2790019484295879,0,0.21659751106540695,0.2121861574030089,0.032423577092164604,42.82646652680026
66,7.945073535302649,8.005263486327669,8.065453437352689,976,3733.5370881838085,0.26141430416987727,0,0.22389880453453295,0.1882731945729901,0.02949722367364227,40.73940675453905
67,8.065453437352689,8.125643388377709,8.185833339402729,938,3789.680503043692,0.24751426914396682,0,0.2527624654910198,0.20319419944349923,0.03247337632058838,39.15324132762051
68,8.185833339402729,8.246023290427749,8.30621324145277,920,3845.823917903628,0.2392205206580272,0,0.26806818841167773,0.2184714020869602,0.03525479882187678,38.401899809606476
69,8.30621324145277,8.36640319247779,8.426593143502808,885,3901.967332763511,0.22680866458541357,0,0.24965727167427446,0.18573451659648768,0.030558958102398236,36.94095796902362
70,8.426593143502808,8.48678309452783,8.54697304555285,875,3958.1107476234297,0.22106506254919134,0,0.2213327387145691,0.1712062402239945,0.02832912248223671,36.52354601457137
71,8.54697304555285,8.60716299657787,8.66735294760289,858,4014.254162483348,0.21373833476184612,0,0.20288718427683142,0.18576873323711546,0.031041774112975293,35.813945692002555
72,8.66735294760289,8.72754289862791,8.78773284965293,842,4070.397577343231,0.20685939984997181,0,0.1919253427778096,0.20820773302795406,0.03512031224068733,35.14608656487897
73,8.78773284965293,8.84792280067795,8.908112751702971,830,4126.540992203167,0.20113698169198646,0,0.16430169681626933,0.19331950272541568,0.03284385920387891,34.64519221953628
74,8.908112751702971,8.968302702727991,9.028492653753009,814,4182.684407063017,0.19461186185251106,0,0.14712803912653413,0.15032261886701634,0.02578871421326372,33.977333092412685
75,9.028492653753009,9.08868260477803,9.14887255580305,801,4238.827821923003,0.18896733570004154,0,0.14928760752962847,0.1439574378702684,0.024896334423823645,33.434697551624765
76,9.14887255580305,9.20906250682807,9.26925245785309,786,4294.97123678287,0.18300471799870538,0,0.14815356617511963,0.1480877224458855,0.025853856822506165,32.8085796199464
77,9.26925245785309,9.32944240887811,9.389632359903132,792,4351.114651642805,0.18202232379718442,0,0.14832942148216177,0.13419062920013142,0.02333872662636028,33.05902679261775
78,9.389632359903132,9.44982231092815,9.51001226195317,789,4407.258066502603,0.17902287274639084,0,0.12660014496266875,0.1325718619251016,0.023100980461933183,32.93380320628208
79,9.51001226195317,9.570202212978192,9.630392164003212,770,4463.401481362607,0.17251416956668908,0,0.12225200527115372,0.14591158701269083,0.025737240279721883,32.14072049282281
80,9.630392164003212,9.690582115028231,9.750772066053251,772,4519.544896222508,0.17081365883658933,0,0.11732141744587023,0.14989258971960037,0.02640517629678717,32.22420288371326
81,9.750772066053251,9.810962017078271,9.871151968103291,763,4575.688311082444,0.16675086853096896,0,0.10769036362383001,0.13821245775786856,0.02449077223973898,31.84853212470624
82,9.871151968103291,9.931341919128311,9.99153187015333,752,4631.831725942241,0.16235477549586988,0,0.09878383692572941,0.12532805577535927,0.022369534192444678,31.38937897480877
83,9.99153187015333,10.05172182117835,10.11191177220337,758,4687.97514080221,0.1616902771950899,0,0.11530097946857518,0.1427926617012315,0.025385682547094595,31.639826147480118
84,10.11191177220337,10.172101723228392,10.232291674253412,719,4744.118555662146,0.1515560776072654,0,0.12356041309736793,0.15466637649028686,0.028232479691583583,30.01191952511636
85,10.232291674253412,10.29248162527843,10.352671576303452,689,4800.261970522048,0.14353383299309153,0,0.11947266625304963,0.1545240697741533,0.028814035404022432,28.75968366175963
86,10.352671576303452,10.412861527328472,10.473051478353492,684,4856.405385381948,0.14084491423612994,0,0.12233371549156982,0.1511572133898709,0.02828905139791174,28.55097768453351
87,10.473051478353492,10.533241429378512,10.593431380403532,700,4912.548800241781,0.14249222317456636,0,0.11424548719492451,0.1353344727718916,0.025036693570476175,29.2188368116571
88,10.593431380403532,10.653621331428553,10.713811282453571,725,4968.692215101784,0.14591364661237088,0,0.10356431959256482,0.14700826538306802,0.02672331361718651,30.262366697787712
89,10.713811282453571,10.774001233478593,10.834191184503613,727,5024.835629961651,0.14468134950825215,0,0.1045948550162206,0.15251024711094488,0.027685309178139758,30.345849088678158
90,10.834191184503613,10.894381135528631,10.954571086553653,673,5080.979044821586,0.13245478756420098,0,0.1090437556773916,0.15614593462701123,0.029460540337182022,28.091824534636043
91,10.954571086553653,11.014761037578673,11.074950988603693,582,5137.122459681487,0.11329299711420258,0,0.0970180748239739,0.14053539692022388,0.02851292625578898,24.293375749120617
92,11.074950988603693,11.135140939628712,11.195330890653732,526,5193.265874541319,0.10128501268894836,0,0.08799216449064365,0.1337796131094097,0.028550559412933045,21.95586880418805
93,11.195330890653732,11.255520841678754,11.315710792703772,462,5249.409289401289,0.08800990254899566,0,0.09156216284972413,0.14553803889239034,0.03314157085078573,19.284432295693684
94,11.315710792703772,11.375900743728794,11.436090694753814,389,5305.552704261224,0.07331941113082706,0,0.101740315219582,0.14532852927131254,0.03606563942475473,16.237325028192302
95,11.436090694753814,11.496280645778832,11.556470596803853,360,5361.696119121125,0.06714293238592012,0,0.10264420778595014,0.11882508068109225,0.0306531016952798,15.026830360280796
96,11.556470596803853,11.616660547828873,11.676850498853895,357,5417.839533981026,0.06589342444730484,0,0.09310665289318787,0.12599653924241674,0.0326393925096755,14.90160677394512
97,11.676850498853895,11.737040449878913,11.797230400903933,347,5473.982948840824,0.0633907710789419,0,0.09334244282253994,0.13760679585536095,0.03615702617919149,14.484194819492876
98,11.797230400903933,11.857420351928955,11.917610302953973,341,5530.126363700829,0.06166224378493199,0,0.07625688266193988,0.10417337245860867,0.027611950941481157,14.23374764682153
99,11.917610302953973,11.977800253978995,12.037990205004014,333,5586.269778560763,0.05961044009689656,0,0.06485723312881031,0.07097542277454645,0.01903721566812543,13.899818083259735
100,12.037990205004014,12.098180156029033,12.158370107054054,324,5642.41319342063,0.0574222391897499,0,0.07421280159044844,0.09011548062340055,0.024504421648398524,13.524147324252715
101,12.158370107054054,12.218560058079074,12.278750009104092,324,5698.556608280462,0.05685650284305361,0,0.0715218810394796,0.10800653500945408,0.029369400865925356,13.524147324252715
102,12.278750009104092,12.338939960129114,12.399129911154134,287,5754.700023140466,0.0498722781110974,0,0.06279739569161177,0.10455507154024316,0.030207981991913616,11.97972309277941
103,12.399129911154134,12.459319862179155,12.519509813204174,252,5810.843438000367,0.043367198357476044,0,0.0699402901772155,0.08850614103747541,0.027289193049819544,10.518781252196556
104,12.519509813204174,12.579699764229193,12.639889715254215,246,5866.986852860302,0.04192952978581653,0,0.0781181094988644,0.09808771869992157,0.030610092286260583,10.26833407952521
105,12.639889715254215,12.700079666279233,12.760269617304255,232,5923.130267720204,0.03916847840817388,0,0.08000284491472652,0.11108166766383527,0.03569570446379943,9.683957343292068
106,12.760269617304255,12.820459568329275,12.880649519354293,215,5979.273682579967,0.03595754458043652,0,0.06900273103211679,0.09728430926884092,0.032474399443145965,8.974357020723252
107,12.880649519354293,12.940839470379315,13.001029421404334,211,6035.417097440006,0.034960301267247654,0,0.05231562926139858,0.058179012876638826,0.019603909060335906,8.807392238942354
108,13.001029421404334,13.061219372429356,13.121409323454374,187,6091.560512299906,0.030698209370557006,0,0.05129585966634379,0.06692743269177764,0.023955261787372468,7.805603548256968
109,13.121409323454374,13.181599274479394,13.241789225504416,163,6147.703927159808,0.026513963901203152,0,0.05745567637619793,0.0706354147131396,0.027079850081322004,6.803814857571582
110,13.241789225504416,13.301979176529434,13.362169127554456,155,6203.847342019709,0.024984496144861392,0,0.033773508604659136,0.049899907194418905,0.019617851709178773,6.469885294009786
111,13.362169127554456,13.422359078579476,13.482549029604495,133,6259.990756879541,0.021246037760333274,0,0.027053689836349676,0.049021366242930076,0.020805451702902416,5.551578994214848
112,13.482549029604495,13.542738980629515,13.602928931654535,116,6316.13417173951,0.018365664320277215,0,0.02875806844888337,0.04503372080580148,0.02046569016555548,4.841978671646034
113,13.602928931654535,13.663118882679557,13.723308833704575,98,6372.277586599479,0.015379116598135676,0,0.041772425795931295,0.04383117439531165,0.02167143291645774,4.090637153631993
114,13.723308833704575,13.783498784729595,13.843688735754617,75,6428.421001459312,0.011666939670406511,0,0.04336244038740786,0.04216895373072702,0.0238330570502193,3.1305896583918322
115,13.843688735754617,13.903878686779635,13.964068637804656,37,6484.564416319281,0.005705857421492261,0,0.05318043001824915,0.05575015885397435,0.04486036529884457,1.5444242314733039
116,13.964068637804656,14.024258588829676,14.084448539854696,16,6540.7078311790465,0.0024462184235977094,0,0.09632013667327616,0.051278970752286414,0.051278970752286414,1.0
117,14.084448539854696,14.144638490879716,14.204828441904736,16,6596.851246039084,0.0024253995433968297,0,0.06813802892410474,0.03437025080513042,0.03437025080513042,1.0
118,14.204828441904736,14.265018392929758,14.325208343954776,15,6652.994660898985,0.002254623784407656,0,0.07119513198408654,0.10023768290028469,0.10023768290028469,1.0
119,14.325208343954776,14.385398294979796,14.445588246004817,15,6709.138075758885,0.0022357566397682637,0,0.08417759650508636,0.08749821526807731,0.08749821526807731,1.0
