galaxy,stationary_role,sample_index,source_artifact,source_radius_value,source_radius_unit,radius_kpc_frozen,sigma_source_msun_pc2,sigma_source_err_minus_msun_pc2,sigma_source_err_plus_msun_pc2,surface_density_multiplier_to_common_1p33,sigma_neutral_1p33_msun_pc2,sigma_neutral_1p33_err_minus_msun_pc2,sigma_neutral_1p33_err_plus_msun_pc2,radius_mapping_method,helium_mapping_method,inclination_amplitude_rescale,source_note
NGC2403,blind,36,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,5.7,kpc_source,5.62875,6,0.4,0.4,0.977941176471,5.86764705883,0.391176470588,0.391176470588,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,37,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,5.8,kpc_source,5.7275,5.8,0.3,0.3,0.977941176471,5.67205882353,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,38,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6,kpc_source,5.925,5.7,0.3,0.3,0.977941176471,5.57426470588,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,39,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.1,kpc_source,6.02375,5.7,0.3,0.3,0.977941176471,5.57426470588,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,40,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.3,kpc_source,6.22125,5.6,0.3,0.3,0.977941176471,5.47647058824,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,41,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.4,kpc_source,6.32,5.6,0.3,0.3,0.977941176471,5.47647058824,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,42,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.6,kpc_source,6.5175,5.6,0.3,0.3,0.977941176471,5.47647058824,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,43,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.7,kpc_source,6.61625,5.7,0.3,0.3,0.977941176471,5.57426470588,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,44,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.9,kpc_source,6.81375,5.8,0.3,0.3,0.977941176471,5.67205882353,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,45,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.1,kpc_source,7.01125,5.8,0.3,0.3,0.977941176471,5.67205882353,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,46,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.2,kpc_source,7.11,5.8,0.3,0.3,0.977941176471,5.67205882353,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,47,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.4,kpc_source,7.3075,5.7,0.3,0.3,0.977941176471,5.57426470588,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,48,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.5,kpc_source,7.40625,5.6,0.3,0.3,0.977941176471,5.47647058824,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,49,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.7,kpc_source,7.60375,5.4,0.2,0.2,0.977941176471,5.28088235294,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,50,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.8,kpc_source,7.7025,5.3,0.2,0.2,0.977941176471,5.1830882353,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,51,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8,kpc_source,7.9,5.2,0.2,0.2,0.977941176471,5.08529411765,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,52,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8.1,kpc_source,7.99875,5.1,0.2,0.2,0.977941176471,4.9875,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,53,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8.3,kpc_source,8.19625,5.1,0.2,0.2,0.977941176471,4.9875,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,54,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8.5,kpc_source,8.39375,5,0.2,0.2,0.977941176471,4.88970588235,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,55,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8.6,kpc_source,8.4925,4.9,0.2,0.2,0.977941176471,4.79191176471,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2403,blind,56,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8.8,kpc_source,8.69,4.8,0.2,0.2,0.977941176471,4.69411764706,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,0,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,3.8,kpc_source,3.8,1.3,0.2,0.2,0.977941176471,1.27132352941,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,4.4,kpc_source,4.4,1.7,0.2,0.2,0.977941176471,1.6625,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,2,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,5.1,kpc_source,5.1,2.1,0.2,0.2,0.977941176471,2.05367647059,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,3,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,5.8,kpc_source,5.8,2.4,0.2,0.2,0.977941176471,2.34705882353,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,4,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,6.5,kpc_source,6.5,2.5,0.2,0.2,0.977941176471,2.44485294118,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,5,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.2,kpc_source,7.2,2.6,0.2,0.2,0.977941176471,2.54264705882,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,7.9,kpc_source,7.9,2.6,0.1,0.1,0.977941176471,2.54264705882,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,7,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,8.5,kpc_source,8.5,2.7,0.1,0.1,0.977941176471,2.64044117647,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,8,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,9.2,kpc_source,9.2,2.8,0.1,0.1,0.977941176471,2.73823529412,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,9,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,9.9,kpc_source,9.9,2.9,0.1,0.1,0.977941176471,2.83602941177,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,10,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,10.6,kpc_source,10.6,3,0.1,0.1,0.977941176471,2.93382352941,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,11,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,11.3,kpc_source,11.3,3,0.1,0.1,0.977941176471,2.93382352941,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,12,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,12,kpc_source,12,2.8,0.1,0.1,0.977941176471,2.73823529412,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,13,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,12.6,kpc_source,12.6,2.5,0.1,0.1,0.977941176471,2.44485294118,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,14,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,13.3,kpc_source,13.3,2.2,0.2,0.2,0.977941176471,2.15147058824,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,15,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,14,kpc_source,14,2.1,0.2,0.2,0.977941176471,2.05367647059,0.195588235294,0.195588235294,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,16,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,14.7,kpc_source,14.7,2.2,0.1,0.1,0.977941176471,2.15147058824,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,17,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,15.4,kpc_source,15.4,2.2,0.1,0.1,0.977941176471,2.15147058824,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,18,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,16.1,kpc_source,16.1,2.1,0.1,0.1,0.977941176471,2.05367647059,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2841,calibration,19,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,16.7,kpc_source,16.7,2,0.1,0.1,0.977941176471,1.95588235294,0.0977941176471,0.0977941176471,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2903,calibration,0,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,45,arcsec,1.4398966329,5.43687028972,,,1.33,7.23103748532,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,1,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,108.080892949,arcsec,3.45834030751,5.0171790015,,,1.33,6.67284807199,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,2,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,144.242678848,arcsec,4.61543439095,4.56500834802,,,1.33,6.07146110286,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,3,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,180.404464746,arcsec,5.77252847439,4.17097731867,,,1.33,5.54739983384,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,4,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,216.566250645,arcsec,6.92962255783,3.71621151216,,,1.33,4.94256131117,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,5,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,252.728036544,arcsec,8.08671664127,3.40506616157,,,1.33,4.52873799489,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,6,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,288.889822442,arcsec,9.24381072471,3.02349875027,,,1.33,4.02125333786,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,7,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,325.051608341,arcsec,10.4009048082,2.62578880259,,,1.33,3.49229910744,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,8,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,361.213394239,arcsec,11.5579988916,2.34198548804,,,1.33,3.11484069909,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,9,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,397.375180138,arcsec,12.715092975,1.97664713468,,,1.33,2.62894068912,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,10,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,433.536966036,arcsec,13.8721870585,1.66201359726,,,1.33,2.21047808436,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,11,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,469.698751935,arcsec,15.0292811419,1.35500957771,,,1.33,1.80216273836,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,12,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,505.860537833,arcsec,16.1863752254,1.09462090275,,,1.33,1.45584580066,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,13,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,542.022323732,arcsec,17.3434693088,0.868434454363,,,1.33,1.1550178243,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,14,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,578.184109631,arcsec,18.5005633922,0.676540063928,,,1.33,0.899798285025,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,15,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,614.345895529,arcsec,19.6576574757,0.52957088808,,,1.33,0.704329281146,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,16,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,650.507681428,arcsec,20.8147515591,0.399092919806,,,1.33,0.530793583341,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,17,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,686.669467326,arcsec,21.9718456426,0.292588295138,,,1.33,0.389142432534,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,18,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,722.831253225,arcsec,23.128939726,0.212879981097,,,1.33,0.283130374859,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,19,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,758.993039123,arcsec,24.2860338094,0.153775561066,,,1.33,0.204521496218,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,20,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,795.154825022,arcsec,25.4431278929,0.108586611512,,,1.33,0.144420193311,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,21,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,831.316610921,arcsec,26.6002219763,0.076523148071,,,1.33,0.101775786934,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,22,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,867.478396819,arcsec,27.7573160598,0.055427185878,,,1.33,0.0737181572177,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,23,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,903.640182718,arcsec,28.9144101432,0.0399506722899,,,1.33,0.0531343941456,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,24,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,939.801968616,arcsec,30.0715042266,0.0297864991506,,,1.33,0.0396160438704,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,25,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,975.963754515,arcsec,31.2285983101,0.0221369998124,,,1.33,0.0294422097504,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,26,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1012.12554041,arcsec,32.3856923935,0.0167452459594,,,1.33,0.0222711771261,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,27,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1048.28732631,arcsec,33.542786477,0.0125719418386,,,1.33,0.0167206826453,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,28,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1084.44911221,arcsec,34.6998805604,0.00937759079717,,,1.33,0.0124721957602,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,29,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1120.61089811,arcsec,35.8569746438,0.00707779022347,,,1.33,0.00941346099721,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,30,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1156.77268401,arcsec,37.0140687273,0.00541944646931,,,1.33,0.00720786380419,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,31,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1192.93446991,arcsec,38.1711628107,0.00405301833965,,,1.33,0.00539051439173,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,32,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1229.0962558,arcsec,39.3282568942,0.00287110667769,,,1.33,0.00381857188133,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,33,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1265.2580417,arcsec,40.4853509776,0.00188330815991,,,1.33,0.00250479985268,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2903,calibration,34,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,1301.4198276,arcsec,41.642445061,0.00115622510191,,,1.33,0.00153777938554,,,explicit_frozen_radius,raw_HI_to_common_1p33,0,Official FEASTS 2025 machine-readable raw-HI profile; angular radius mapped to frozen distance during acquisition; no interpolation or continuation.
NGC2976,calibration,0,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,0.1,kpc_source,0.0994444444444,6.7,0.3,0.3,0.977941176471,6.55220588236,0.293382352941,0.293382352941,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2976,calibration,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,0.3,kpc_source,0.298333333333,6.8,0.4,0.4,0.977941176471,6.65,0.391176470588,0.391176470588,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
NGC2976,calibration,2,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,0.4,kpc_source,0.397777777778,7,0.4,0.4,0.977941176471,6.8455882353,0.391176470588,0.391176470588,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0,finite Leroy table7 measured row; source blank edge rows excluded under frozen missing-value policy
