annulus_index,r_in_kpc,r_center_kpc,r_out_kpc,valid_pixel_count,expected_pixel_count,valid_area_fraction,usable,sigma_hi_raw_msun_pc2,sigma_hi_raw_std_msun_pc2,sigma_hi_raw_sem_beam_msun_pc2,n_eff_beams
0,0.0,0.41024332446491685,0.8204866489298337,64,64.89105398497462,0.9862684618255555,1,2.1147780309723387,0.33488798007203424,0.33488798007203424,1.0
1,0.8204866489298337,1.2307299733947505,1.6409732978596674,194,194.6731619549238,0.9965420916362385,1,1.8306741449627684,0.32612749774343697,0.2037722586089389,2.5614431313423083
2,1.6409732978596674,2.051216622324584,2.461459946789501,324,324.45526992487305,0.998596817598375,1,2.042558020891863,0.26425176756607754,0.12776264721827632,4.277874095643854
3,2.461459946789501,2.8717032712544177,3.281946595719335,459,454.23737789482226,1.0104848749507367,1,2.4081803050807116,0.43309779663831005,0.17592928488434825,6.060321635495462
4,3.281946595719335,3.692189920184252,4.102433244649168,579,584.0194858647715,0.9914052767308971,1,2.8910532599611916,0.5426059755789904,0.1962473478343968,7.644719448696888
5,4.102433244649168,4.5126765691140855,4.922919893579002,715,713.8015938347211,1.0016789065415794,1,3.113105628932856,0.5152246447433284,0.1676880495998175,9.440370303658508
6,4.922919893579002,5.333163218043919,5.743406542508835,840,843.5837018046694,0.9957518124200327,1,3.3193972059494152,0.4935428036807731,0.1481984586329909,11.090784692409994
7,5.743406542508835,6.153649866973752,6.56389319143867,976,973.3658097746197,1.0027062695226476,1,3.4337519648660533,0.5629819281623082,0.1568296059187797,12.886435547371613
8,6.56389319143867,6.974136515903586,7.384379840368504,1106,1103.147917744569,1.002585403289581,1,3.5247014217906263,0.7065693267265508,0.1848994939274431,14.60286651167316
9,7.384379840368504,7.794623164833419,8.204866489298336,1236,1232.9300257145171,1.0024899825792657,1,3.5205692762915777,0.828808592935602,0.20516511387318728,16.319297475974707
10,8.204866489298336,8.615109813763253,9.025353138228171,1357,1362.7121336844675,0.9958082609354749,1,3.581564877444734,0.8584888551473825,0.20281648120293663,17.916898604286146
11,9.025353138228171,9.435596462693088,9.845839787158004,1491,1492.494241654416,0.9989988291996627,1,3.5342914353423294,0.8213591986833539,0.18511977316832398,19.68614282902774
12,9.845839787158004,10.256083111622921,10.666326436087838,1620,1622.2763496243667,0.9985968175983742,1,3.386065528430345,0.7824515706032279,0.16918367920064026,21.389370478219274
13,10.666326436087838,11.076569760552754,11.48681308501767,1755,1752.058457594311,1.0016789065415819,1,3.1879956079260054,0.7157416690798029,0.1486881120854898,23.171818018070883
14,11.48681308501767,11.897056409482587,12.307299733947504,1888,1881.8405655642632,1.0032730904777207,1,3.3163157922842634,0.8265331190477075,0.1655456491825096,24.92785892770246
15,12.307299733947504,12.71754305841242,13.12778638287734,2009,2011.6226735342154,0.9986962398223481,1,3.2595005810163875,0.7640930358316038,0.14835930114951806,26.525460056013902
16,13.12778638287734,13.538029707342256,13.948273031807172,2142,2141.4047815041613,1.0002779570219418,1,2.9136367817682864,0.7481005945889561,0.14067235969083072,28.281500965645485
