galaxy,stationary_role,source,radius_arcsec,radius_kpc_source_distance,radius_kpc_frozen_distance,sigma_hi_raw_msun_pc2,source_distance_mpc,source_distance_implied_by_radii_mpc,frozen_distance_mpc,helium_included
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,45,4.03402777777778,3.42520865703887,6.95228624817149,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,105.952124144829,9.49808470921781,8.0646251745006,6.38461662828244,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,137.856372434488,12.3581430165423,10.4930408953463,6.06941162828488,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,169.760620724147,15.2182013238668,12.921456616192,5.45112259717446,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,201.664869013806,18.0782596311914,15.3498723370378,4.92032745571813,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,233.569117303465,20.9383179385159,17.7782880578835,4.19723129288265,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,265.473365593124,23.7983762458404,20.2067037787292,3.49049175329877,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,297.377613882783,26.6584345531649,22.6351194995749,2.8381974223488,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,329.281862172442,29.5184928604894,25.0635352204206,2.23912142125267,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,361.186110462101,32.3785511678139,27.4919509412663,1.69095056431747,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,393.09035875176,35.2386094751385,29.9203666621121,1.23813191533842,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,424.994607041419,38.098667782463,32.3487823829578,0.859750935189517,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,456.898855331077,40.9587260897875,34.7771981038035,0.581726534729939,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,488.803103620736,43.818784397112,37.2056138246492,0.39508132298043,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,520.707351910395,46.6788427044365,39.6340295454949,0.275655545285232,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,552.611600200054,49.538901011761,42.0624452663407,0.195523812373857,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,584.515848489713,52.3989593190855,44.4908609871864,0.138324993140188,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,616.420096779372,55.2590176264101,46.9192767080321,0.0987638230461086,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,648.324345069031,58.1190759337346,49.3476924288778,0.0701169390001523,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,680.22859335869,60.9791342410591,51.7761081497235,0.0473930494680883,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,712.132841648349,63.8391925483836,54.2045238705692,0.0323774605698511,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,744.037089938008,66.6992508557081,56.632939591415,0.0230887702034432,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,775.941338227667,69.5593091630326,59.0613553122607,0.0166253753291755,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,807.845586517326,72.4193674703572,61.4897710331064,0.0129450367127858,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,839.749834806984,75.2794257776817,63.9181867539521,0.0106655309952262,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,871.654083096643,78.1394840850062,66.3466024747978,0.00934334415080198,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,903.558331386302,80.9995423923307,68.7750181956436,0.00854458315912776,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,935.462579675961,83.8596006996552,71.2034339164893,0.00889768610608546,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,967.36682796562,86.7196590069797,73.631849637335,0.0109474092877642,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,999.271076255279,89.5797173143042,76.0602653581807,0.0144457975609371,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1031.17532454494,92.4397756216288,78.4886810790264,0.0191235791572882,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1063.0795728346,95.2998339289533,80.9170967998721,0.0223246193434491,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1094.98382112426,98.1598922362778,83.3455125207179,0.0230856350741942,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1126.88806941391,101.019950543602,85.7739282415636,0.022831203078204,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1158.79231770357,103.880008850927,88.2023439624093,0.0209496021524437,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1190.69656599323,106.740067158251,90.630759683255,0.0190515888094396,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1222.60081428289,109.600125465576,93.0591754041007,0.0191235286231051,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1254.50506257255,112.4601837729,95.4875911249464,0.0217202560398681,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1286.40931086221,115.320242080225,97.9160068457922,0.0282772020398294,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1318.31355915187,118.180300387549,100.344422566638,0.0372974937731251,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1350.21780744153,121.040358694874,102.772838287484,0.0481630863470199,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1382.12205573119,123.900417002198,105.201254008329,0.0555771890875797,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1414.02630402084,126.760475309523,107.629669729175,0.0635155639918034,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1445.9305523105,129.620533616847,110.058085450021,0.0642655058501263,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1477.83480060016,132.480591924172,112.486501170867,0.0611266609049636,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1509.73904888982,135.340650231496,114.914916891712,0.0526547012591935,18.5,18.4906212884164,15.7,0
NGC5033,blind,Wang et al. 2025 FEASTS HIprof_wang25.ecsv,1541.64329717948,138.200708538821,117.343332612558,0.0403141138784129,18.5,18.4906212884164,15.7,0
