name,arm,ra_deg,dec_deg,plx_mas,e_plx_mas,x_kpc,y_kpc,z_kpc,R_kpc,U_kms,V_kms,W_kms,e_U_kms,e_V_kms,e_W_kms
G123.06-06.30,Per,13.102920000000001,56.564035277777776,0.355,0.03,-9.67785137690305,2.3463718864474337,-0.3029428871811482,9.958226162471664,6.189830551917758,9.438247815595332,-16.99114823761079,7.139575818819457,7.910716274646759,9.538681886370275
G123.06-06.30,Per,13.100816666666667,56.561994444444444,0.421,0.022,-9.438285419278307,1.9785503457588332,-0.254672724923328,9.643437827168478,7.4734786815863625,5.051564590932173,-8.4740081147833,3.160912304228383,3.466336582784772,3.346735261034087
G133.94+01.06,Per,36.7659125,61.873675,0.512,0.01,-9.505199520405156,1.405966935018228,0.04269506842367848,9.60861909667955,20.69798660326962,-11.220012570291487,1.3220323093291553,3.1019604532093865,3.1414188708361745,2.9367188074936306
G134.62-02.19,Per,35.71546083333334,58.586512222222225,0.413,0.017,-9.849561562176936,1.722157210275991,-0.08609022951293838,9.998984369625694,3.218319058380641,-12.46888591299603,-5.547831809244214,5.584147474577942,5.534852089269359,5.755468399848543
G135.27+02.79,Out,40.869033333333334,62.95233,0.167,0.011,-12.399346108257976,4.208605888614018,0.30064268635899744,13.094126448070098,14.84528708448518,8.850173023856996,1.2181930478855427,5.4564769084695275,8.408210110788755,9.446275351553995
G160.14+03.15,Out,75.41768208333333,47.12195166666667,0.244,0.006,-11.998753182046551,1.3897976200802933,0.23377023053803642,12.078974101655035,-11.314648517353348,-16.26583597925088,4.508356943498116,5.442550129072808,5.931302644613419,7.035317094686464
G168.06+00.82,Out,79.307265,39.37219861111111,0.187,0.022,-13.381352845363544,1.1060060784664438,0.08572264302309701,13.42698229006517,5.645067219119549,-5.861171295116748,4.996250575524972,5.315790994221208,8.958349421740815,7.6575770245586625
G170.65-00.24,Per,80.09195833333334,36.632397222222224,0.532,0.075,-10.004764715045631,0.30506259385162326,-0.001358920076262764,10.009414577765753,11.37440144261887,-11.384790606811066,-6.661653429027885,5.277401147225068,9.220215440083521,10.937431585821878
G173.48+02.44,Per,84.80444083333335,35.76424472222222,0.594,0.014,-9.821044031245208,0.19093909841243228,0.07847823199232423,9.822899958920464,8.863844050284916,-5.129698706613226,1.6482734713720701,4.707354231047564,5.257067013932546,5.169966624363839
G174.20-00.07,Per,82.70007208333334,33.79849111111111,0.467,0.02,-10.280366161688601,0.21636694095053155,0.004297349528034007,10.282642805793087,-1.307712366943404,11.383702892391682,9.08322103555082,10.044690270899116,6.812492664058102,5.453840518478799
G176.51+00.20,Loc,84.46723041666667,32.00109111111111,1.038,0.021,-9.111599827721646,0.058553320668649655,0.009524089971556845,9.111787964603788,15.453858577125422,-15.165034687849726,0.3333161890364271,4.933186663023595,4.628511333262242,4.312701455033622
G183.72-03.66,Per,85.10094833333333,23.848535555555554,0.629,0.012,-9.73329827347127,-0.10293708587489281,-0.095041367942302,9.733842577523392,-0.3997364179839885,2.530034995918811,3.8768225124830837,5.076202744382366,10.001439597269338,9.800040712209483
G188.94+00.88,Per,92.22226708333334,21.64141638888889,0.476,0.006,-10.225011483775898,-0.3266523705466987,0.03938195994682341,10.230227837860346,0.23592947751890855,-3.9690046286454503,-4.22420495669655,5.319111799834689,5.107942237905751,5.181849985338464
G192.16-03.81,Per,89.556375,16.533027777777775,0.66,0.04,-9.627932299818566,-0.3184697898466378,-0.09435859198370666,9.633197982857748,3.2889334369151157,-4.034849232212963,4.33673793736508,5.184551818399567,6.143010144071905,5.615441533444062
G192.60-00.04,Per,93.22504166666667,17.98977777777778,0.601,0.039,-9.773818323091641,-0.3629732093878436,0.005198119288970622,9.78055592303092,0.4623544831282188,6.993128007597647,4.7232913788372075,4.677737765870862,4.902429241858591,4.874660204246016
G196.45-01.67,Out,93.6568375,13.826859166666667,0.242,0.011,-12.111371423056157,-1.1700011389320588,-0.11263324834108995,12.167753301753107,4.681599817913879,-5.3046736697987455,3.2765951767197636,5.207664437026022,5.32339157561422,5.20323582013698
G209.00-19.38,Loc,83.81583333333333,-5.387250000000001,2.421,0.019,-8.490849897025445,-0.18894075692582132,-0.13137149348735233,8.492951818033864,-0.11359586944995215,-2.903351934999307,5.064908994936908,5.7225249857302805,6.726756777304479,5.908700594831188
G211.59+01.05,Out,103.1888375,1.6730755555555554,0.239,0.01,-11.713325452959985,-2.1915919079011514,0.08499661001561343,11.916587945286103,-4.49371902055921,-3.763184302260811,-4.72681112060538,6.881108136145024,12.291253313609598,13.116405524934782
G213.70-12.59,Loc,91.94941,-6.382384999999999,1.148,0.03,-8.85734007833522,-0.47173942753216425,-0.18399910262327834,8.86989353660864,-5.674673530928452,5.752578748207611,0.6007370533234171,3.599650467304004,4.753933488510123,4.733334595598883
G217.79+01.05,Out,106.02009041666666,-3.8473988888888893,0.163,0.016,-12.996856827883935,-3.7593049268022716,0.12141370934904774,13.529621611013113,13.788390139907401,-9.555770897028196,-4.039229917391528,5.9549448776849,5.379574464023171,6.175916584413858
G229.57+00.15,Per,110.7573825,-14.692871944444445,0.218,0.012,-11.124774630330283,-3.4917768962258893,0.019599505108570166,11.659893501600141,8.805920428807617,-11.61515908571883,-9.75827181606468,12.43228670546853,13.38952556793952,14.175503897582974
G232.62+00.99,Loc,113.04074999999999,-16.97022222222222,0.596,0.035,-9.168436088044789,-1.3330724899338067,0.03533950541251606,9.264842284895105,2.1072442780795426,-2.4409253552119594,1.1976880328865422,3.784261643244214,3.959515621073244,3.686687296301982
G236.81+01.98,Per,116.11765291666667,-20.141835,0.326,0.026,-9.827853798369674,-2.5656871605153833,0.11279377048632089,10.157236872681601,-14.877651042918089,-6.017160105408266,-1.9110196257469658,9.092570102872447,9.650955754535437,5.845776705931697
G239.35-05.06,Loc,110.74302499999999,-25.767516666666666,0.855,0.057,-8.743943428890116,-1.0022921045676978,-0.0973679187985507,8.801200835710397,-0.13709422839461344,-9.104691632289018,-2.7804852596188905,3.456223990056704,3.249341638848525,3.2467310191733185
G240.31+00.07,Per,116.21653166666667,-24.12815888888889,0.187,0.014,-10.798244534477867,-4.645802095017443,0.013930771193916999,11.755235520075708,-7.213741371675328,1.36223025768237,6.343497922736757,6.359689156440778,10.121782731115319,12.46529732712099
