name,arm,ra_deg,dec_deg,plx_mas,e_plx_mas,x_kpc,y_kpc,z_kpc,R_kpc,U_kms,V_kms,W_kms,e_U_kms,e_V_kms,e_W_kms
G011.49-01.48,SgN,274.0922195833333,-19.690894166666666,0.8,0.033,-6.9255144044705,0.2490695076841809,-0.02772576635152799,6.929991730600148,-0.2708743594814448,10.184552799400393,-1.447151683155684,3.3163019854443956,3.6705582986575407,3.2816903154858736
G011.91-00.61,ScN,273.49216874999996,-18.905632777777775,0.297,0.05,-4.855782899464178,0.6952659492042602,-0.03274728521789084,4.905305526351202,2.8509131944234123,8.924888478373475,-12.310101629111221,18.748852314077443,14.733785240471372,13.018669480942584
G012.68-00.18,ScN,273.4781070833333,-18.029607777777777,0.416,0.028,-5.804801564965922,0.5276781228638626,-0.0037268572086001693,5.828736176048797,41.431126642802234,-7.905147855872627,1.8884418011954138,9.67543278370141,11.232997459463057,10.388556922530375
G012.81-00.19,ScN,273.55858333333333,-17.919805555555556,0.343,0.037,-5.307174732590934,0.6465851001415294,-0.006437803738355401,5.346417111858809,2.331769382370945,13.58326562495455,10.716777002813295,7.586902214569971,9.634874808108867,9.557977554525696
G012.88+00.48,ScN,272.9643541666667,-17.524836666666666,0.404,0.044,-5.737189006096013,0.5521067948543522,0.025005360494114,5.763693226100198,14.955028004989005,-3.98652426890348,-6.752249647809105,7.202076472656707,6.4292156707299,6.101671694843924
G012.90-00.24,ScN,273.6434858333334,-17.86441416666667,0.408,0.025,-5.760914631607324,0.5472132264408164,-0.006438908632329214,5.786845402104597,16.67576623139481,-5.53924705070051,-8.442223686239391,5.005056017429591,5.037414704023712,5.22858637854901
G012.90-00.26,ScN,273.6648808333333,-17.86677277777778,0.396,0.032,-5.6885976533983476,0.5641234910422003,-0.007638765922245609,5.716500553257633,16.937599429286635,-5.640675159744404,-1.435231772040818,5.359984043098468,5.1325136587440205,4.925019398588147
G013.71-00.08,Nor,273.90408916666667,-17.075585555555556,0.264,0.014,-4.470095688019291,0.8979307278568792,-0.0025020520442302118,4.559389767510368,5.1229599254031815,-5.25715775298346,-6.376666352968899,6.59533717284499,5.178475658251892,5.161014417045345
G014.33-00.64,SgN,274.72781000000003,-16.797295555555557,0.893,0.101,-7.065105133652153,0.27717863155363587,-0.007836050897607475,7.0705401875208915,11.639640128247459,3.7843651531901514,-2.972896831515197,5.1996865201879565,6.94240387239265,7.815143760426102
G014.63-00.57,SgN,274.81475291666663,-16.496051666666666,0.546,0.022,-6.378034750393198,0.46277465411761143,-0.014103811117397617,6.394801612068735,2.7317487563181273,-2.5235251595450734,-2.638992120174875,5.78902462580356,10.256194142677534,10.515232651194948
G015.03-00.67,SgN,275.10337958333326,-16.193143333333335,0.499,0.026,-6.214738445316558,0.5198015768581321,-0.019486936670616687,6.236438697125137,0.8883184054517624,4.441535499889227,-4.563573604499431,3.3419278865749407,4.905250572629422,5.176036689512216
G016.58-00.05,ScN,275.28785,-14.530154444444445,0.279,0.023,-4.714888402484313,1.023079376455252,2.4869064835060344e-05,4.824610249378611,21.540980451665728,-7.617397944227378,3.7396135769694068,7.589182428162614,5.813469189896022,6.038721583287256
G017.55-00.12,SgN,275.8246183333333,-13.71309611111111,0.497,0.038,-6.231597278555153,0.6067461101133391,-0.00022352797288175286,6.2610658425090575,20.89012753229562,5.745981453275505,-1.139895494363461,9.890780461713517,10.279972693397886,10.256309644366032
G017.63+00.15,SgN,275.60992541666667,-13.503319722222223,0.669,0.019,-6.7255040881172725,0.452922984685642,0.008623702221746434,6.740737679908535,7.977545588709298,3.9878315614231497,4.156019429338132,10.540894332857611,9.732114040883276,9.92767129302617
G018.34+01.76,SgN,274.4921891666667,-12.123581388888889,0.5,0.019,-6.252463072092591,0.629053676672416,0.06593278990038995,6.284027609425073,5.78303735605378,-1.2046656449153375,1.7533354182283174,4.114156527135753,6.350978981814374,5.4778444513236675
G018.87+00.05,ScN,276.29730416666666,-12.460151666666667,0.297,0.049,-4.964024629210555,1.0891664060230943,0.006487608073606317,5.082108221930959,-6.850242401362421,-0.9235358392875526,-4.167920297188754,16.253732540309848,5.230724696256989,5.93438025140623
G019.36-00.03,ScN,276.607415,-12.06479638888889,0.352,0.069,-5.4698102538245,0.9419906751661549,0.00219800865243724,5.550330678882442,-2.4980292722823862,-16.26686577378615,5.226141154421741,11.713404487726365,7.244145436031508,5.685505627349925
G023.00-00.41,Nor,278.6678333333333,-9.010655555555555,0.205,0.015,-3.660192749743036,1.906715768527682,-0.03247898138298045,4.127054153657739,15.472438188365983,-16.831784014434135,-1.498879957006385,11.595166399573946,6.123591845023459,5.998828265592338
G023.38+00.18,Nor,278.30968333333334,-8.399305555555555,0.208,0.025,-3.7373635063247077,1.9085079151915383,0.018086340577301015,4.196461418952456,9.207034532201785,-15.604686122414648,-1.7461686353103554,15.545774491438808,5.125586753957515,5.667355521453205
G023.65-00.12,ScN,278.7148541666666,-8.305918055555557,0.313,0.039,-5.223600653465545,1.281961765061972,-0.003568355497253127,5.378608533251557,33.55018289707661,8.765699564308079,4.501820291632588,10.04860510844444,3.8308764136832836,3.1877887430099277
G028.30-00.38,ScN,281.0915275,-4.2944177777777774,0.221,0.022,-4.166221443916815,2.145464151805543,-0.027787129121845364,4.68619435645119,12.23627942007734,0.7657114682627366,-0.9372293985887784,12.841107366475537,5.5066802094075635,5.174612042490451
G028.39+00.08,ScN,280.7165925,-3.9984705555555555,0.231,0.015,-4.341885330944289,2.058772205293011,0.009005564917250044,4.805258704831224,-2.62091217154959,1.0354393188210622,2.589682183819809,8.65555276077788,5.510895968730651,4.890758702761691
G028.86+00.06,ScF,280.9425970833333,-3.591623888888889,0.201,0.019,-3.792853291639017,2.4014877937709542,0.008272738206145044,4.489195887408769,52.726906141732734,-15.097842625533701,12.872302641999434,13.792019233162979,10.254938669150265,10.949275284020421
