NAME,GL,GB,DIST,DIST_ERR,PX,PX_ERR,accel_source,has_binary_orbital_accel,has_spin_inferred_accel,ALOS_PB,ALOS_PB_ERR,ALOS_PS,ALOS_PS_ERR,ALOS_USE_mm_s_yr,ALOS_USE_ERR_mm_s_yr,aGal_1e10_m_s2,aGal_err_1e10_m_s2,x_moranlike_kpc,y_moranlike_kpc,z_moranlike_kpc,X_mwm_kpc,Y_mwm_kpc,Z_mwm_kpc,R_gal_kpc,phi_mwm_deg,duplicate_sky_location,sky_key,BSURF,CHAR_AGE
J1801-1417,14.546,4.162,1.667,0.556,0.6,0.2,spin_inferred,0,1,,,-2.019572226,1.642753968,-2.019572226,1.642753968,-0.6399638204426192,0.520557319948285,6.600688747599147,0.41757492846138883,0.12098542067729647,-6.600688747599147,0.41757492846138883,0.12098542067729647,6.613883939377946,176.38015954532352,0,14.546|4.162|1.667,121290694.0,4.57e+17
J1832-0836,23.109,0.257,2.083,0.608,0.48,0.14,spin_inferred,0,1,,,2.5353836,7.360091285,2.5353836,7.360091285,0.8034145815904884,2.3322721895834917,6.294159489401002,0.8175309422233037,0.009343257207368987,-6.294159489401002,0.8175309422233037,0.009343257207368987,6.347030842804311,172.59944181916717,0,23.109|0.257|2.083,53688356.97,1.31e+18
J1853+1303,44.875,5.367,1.887,0.249,0.53,0.07,spin_inferred,0,1,,,0.5702426926,0.5768365778,0.5702426926,0.5768365778,0.18069900518417117,0.18278848131670342,6.8786440302426985,1.325559470263938,0.17650034726645947,-6.8786440302426985,1.325559470263938,0.17650034726645947,7.005201753268776,169.09243904827304,0,44.875|5.367|1.887,188757688.1,2.41e+17
J1909-3744,359.731,-19.596,1.16,0.1,0.92,0.03,binary_orbital,1,1,-0.02775848316,3.154757624,-2.070369417,3.213641801,-0.02775848316,3.154757624,-0.008796132519583237,0.9996823662128932,7.117198235571282,-0.005130671701109003,-0.38904752906216206,-7.117198235571282,-0.005130671701109003,-0.38904752906216206,7.117200084879662,180.04130358237734,0,359.731|-19.596|1.16,103534243.7,4.15e+17
J1910+1256,46.564,1.795,2.778,0.463,0.36,0.06,spin_inferred,0,1,,,-1.986094037,0.7267709434,-1.986094037,0.7267709434,-0.6293552225137525,0.23029981475143863,6.300940298318531,2.0162348908559946,0.08701678177669975,-6.300940298318531,2.0162348908559946,0.08701678177669975,6.615667145351216,162.2558728194574,0,46.564|1.795|2.778,201774882.0,3.12e+17
J1911-1114,25.137,-9.579,2.703,1.023,0.37,0.14,spin_inferred,0,1,,,1.074862899,6.932631747,1.074862899,6.932631747,0.3406034993155373,2.196818435812609,5.797106945182735,1.1321823649410345,-0.4497990646178906,-5.797106945182735,1.1321823649410345,-0.4497990646178906,5.906630667425328,168.94916260876084,0,25.137|-9.579|2.703,160841262.7,2.6e+17
B1913+16,49.968,2.122,4.167,1.215,0.24,0.07,binary_orbital,1,0,-6.825482869,0.3399265855,,,-6.825482869,0.3399265855,-2.1628650052602225,0.10771623491647019,5.531559640352937,3.188422780825427,0.15429326144439381,-5.531559640352937,3.188422780825427,0.15429326144439381,6.384684164785918,150.04060434055282,0,49.968|2.122|4.167,22823873797.0,3424810000000000.0
J1923+2515,58.946,4.749,1.25,0.469,0.8,0.3,spin_inferred,0,1,,,0.1255604209,2.775262066,0.1255604209,2.775262066,0.03978769643445636,0.8794274805435139,7.567406522672411,1.0671755945498318,0.10348851768795304,-7.567406522672411,1.0671755945498318,0.10348851768795304,7.642284032211034,171.97293146304673,0,58.946|4.749|1.25,160598825.7,2.85e+17
J1933-6211,334.431,-28.631,1.429,0.408,0.7,0.2,binary_orbital,1,1,0.9011184618,1.682035552,-2.220519254,1.538106286,0.9011184618,1.682035552,0.2855472094836109,0.5330049027809466,7.07856782062607,-0.5413389761644702,-0.6847293891475371,-7.07856782062607,-0.5413389761644702,-0.6847293891475371,7.099237302578193,184.37322685906236,0,334.431|-28.631|1.429,95944222.71,6.98e+17
J1944+0907,47.16,-7.357,1.667,0.833,0.6,0.3,spin_inferred,0,1,,,-2.604017243,13.53439246,-2.604017243,13.53439246,-0.8251632706542955,4.288790167820112,7.085849061693068,1.2122738282784085,-0.21346154964033687,-7.085849061693068,1.2122738282784085,-0.21346154964033687,7.1888013437446805,170.29161376758918,0,47.16|-7.357|1.667,114271121.0,1.05e+18
