source_id_1,source_id_2,phase1_kpc,phase2_kpc,best_min_Neff_2kms,best_h_2kms,qualifying_h_2kms,Neff_U_at_best,Neff_V_at_best
4505886787660255616,4320461195449352064,-3.1881593335627447,-1.5660179682254343,4.022830699770479,10.0,2.0,4.022830699770479,4.057776122611551
4505886718970731648,1871915630021420672,-3.2528085686505253,9.334988515462278,4.021026580027359,10.0,7.0,4.021026580027359,4.03823329018802
4160906424545920128,1979638838645769216,-10.492719760197533,13.992623423361778,4.02066837862573,7.0,7.0,4.055826920005949,4.02066837862573
2059995546465811968,2195158098523149312,7.495451905728237,14.622208144751117,4.020586274266311,7.0,7.0,4.020586274266311,4.395330083169541
4505886718970731648,4320461195449352064,-3.2528085686505253,-1.5660179682254343,4.020119506851498,10.0,2.0,4.020119506851498,4.055911399471752
4512885247948565376,1979638838645769216,-1.027293880191791,13.992623423361778,4.020099507737088,10.0,7.0,4.595422813677716,4.020099507737088
4314164395446976128,2162679246615275264,-1.4064472565490531,11.047321291401156,4.019936589782065,7.0,5.0,4.568197745066426,4.019936589782065
4311113353708708864,4310507179195737984,-4.1909205037905375,-4.121974879050933,4.019540408926952,10.0,3.0,4.248249546193676,4.019540408926952
4505886787660255616,1861245556872133504,-3.1881593335627447,5.627762113582395,4.01891294106594,10.0,4.0,4.01891294106594,4.2165628378163715
4314393025132914944,4512885247948565376,-1.9704265331367863,-1.027293880191791,4.017967034801637,10.0,2.0,4.624759143811875,4.017967034801637
4311113353708708864,4512885247948565376,-4.1909205037905375,-1.027293880191791,4.017474383458748,7.0,3.0,4.017474383458748,4.584304520203
4505886718970731648,1861245556872133504,-3.2528085686505253,5.627762113582395,4.016785732282646,10.0,4.0,4.016785732282646,4.182668170446177
4320461195449352064,2195158098523149312,-1.5660179682254343,14.622208144751117,4.016130375712434,10.0,7.0,4.76587387516552,4.016130375712434
2033842562903693184,2162679246615275264,5.873788935685492,11.047321291401156,4.015334212565388,7.0,5.0,4.460669865919288,4.015334212565388
4160906424545920128,2022722274099045376,-10.492719760197533,1.9749487268872292,4.011224522737487,7.0,7.0,4.168969626445673,4.011224522737487
4513281175196176512,4513399883752121216,-0.5553821435353719,-0.2951798599172809,4.009970317225018,7.0,1.0,4.617775772200933,4.009970317225018
4280510268611908480,4512885247948565376,-6.654270217860955,-1.027293880191791,4.009920589382624,10.0,4.0,4.419864860082822,4.009920589382624
4310507179195737984,2031745858613175040,-4.121974879050933,4.414297908739168,4.008961869291831,10.0,3.0,4.25946971660819,4.008961869291831
4512885247948565376,4513281175196176512,-1.027293880191791,-0.5553821435353719,4.00836349561208,7.0,2.0,4.00836349561208,4.299711791329279
2031982665929461504,1873298884367855872,4.870920701590028,8.701455980597105,4.008177456614541,7.0,5.0,4.235728352398097,4.008177456614541
4280510268611908480,1871915630021420672,-6.654270217860955,9.334988515462278,4.0071680404805745,7.0,4.0,4.093235714097117,4.0071680404805745
2031982665929461504,2059995546465811968,4.870920701590028,7.495451905728237,4.005902662696964,7.0,5.0,4.303693447469122,4.005902662696964
4320461195449352064,2062016551910446592,-1.5660179682254343,7.216691153427344,4.005873086829784,7.0,4.0,4.077277087874845,4.005873086829784
4320165285017783168,1873298884367855872,-1.3180151471644346,8.701455980597105,4.005584063720519,7.0,5.0,4.397297482563485,4.005584063720519
4320165285017783168,2059995546465811968,-1.3180151471644346,7.495451905728237,4.003309105117668,7.0,5.0,4.4658700521931545,4.003309105117668
4505886787660255616,2062016551910446592,-3.1881593335627447,7.216691153427344,4.003192202014095,10.0,5.0,4.003192202014095,4.205033656022398
2025179884408158464,1979638838645769216,3.675491706021214,13.992623423361778,4.002474356727504,7.0,5.0,4.002474356727504,4.2612820380476775
4505886718970731648,2062016551910446592,-3.2528085686505253,7.216691153427344,4.001234323958139,10.0,5.0,4.001234323958139,4.170161889510095
2021540814501736320,2195158098523149312,3.2978077202738225,14.622208144751117,3.9999116867622404,7.0,7.0,3.9999116867622404,4.131011498024086
4280510268611908480,4505886787660255616,-6.654270217860955,-3.1881593335627447,3.9994218066440266,10.0,5.0,3.9994218066440266,4.112403657538282
4314393025132914944,2025179884408158464,-1.9704265331367863,3.675491706021214,3.999028405217909,7.0,3.0,3.999028405217909,4.630109140896723
4310507179195737984,4320461195449352064,-4.121974879050933,-1.5660179682254343,3.9987761673930176,10.0,2.0,4.281200007966733,3.9987761673930176
4160906424545920128,4513399883752121216,-10.492719760197533,-0.2951798599172809,3.9976269594873837,7.0,5.0,4.538598384738609,3.9976269594873837
