Cluster,SDSS_ID,RV_Prob
b'NGC_2682',55938416,0.313
b'NGC_2682',55938537,0.482
b'NGC_2682',55938784,0.827
b'NGC_2682',55939039,0.931
b'NGC_2682',55938649,0.373
b'NGC_2682',55939040,0.459
b'NGC_2682',55938782,0.966
b'NGC_2682',55938778,0.451
b'NGC_2682',55938790,0.971
b'NGC_2682',55939044,0.95
b'NGC_2682',55938764,0.542
b'NGC_2682',55938759,0.025
b'NGC_2682',55938750,0.902
b'NGC_2682',55938749,0.93
b'NGC_2682',55939135,0.994
b'NGC_2682',55939028,0.924
b'NGC_2682',55939029,0.8
b'NGC_2682',55939030,0.998
b'NGC_2682',55939140,0.0
b'NGC_2682',55938835,0.808
b'NGC_2682',55938821,0.077
b'NGC_2682',55938818,0.88
b'NGC_2682',55938810,0.33
b'NGC_2682',55938809,0.002
b'NGC_2682',55938823,0.989
b'NGC_2682',55938748,0.573
b'NGC_2682',55938683,0.211
b'NGC_2682',55938692,0.368
b'NGC_2682',55938687,0.922
b'NGC_2682',55938665,0.67
b'NGC_2682',55938695,0.738
b'NGC_2682',55938727,0.444
b'NGC_2682',55938676,0.904
b'NGC_2682',55938681,0.659
b'NGC_2682',55938653,0.985
b'NGC_2682',55938658,0.681
b'NGC_2682',55938693,0.567
b'NGC_2682',55938744,0.999
b'NGC_2682',55938737,0.424
b'NGC_2682',55938730,0.957
b'NGC_2682',55938652,0.831
b'NGC_4337',107405775,0.947
b'NGC_4337',107405868,0.24
b'NGC_4337',107405813,0.693
b'NGC_4337',107405724,0.965
b'NGC_559',55287369,1.0
b'NGC_609',55295073,0.998
b'NGC_609',55295261,0.0
b'NGC_6705',86804697,0.965
b'NGC_6705',86804768,0.84
b'NGC_6705',86805314,0.969
b'NGC_6705',86805235,0.066
b'NGC_6705',86805093,0.166
b'NGC_6705',86805140,0.95
b'NGC_6705',86805148,0.327
b'NGC_6705',86805887,0.506
b'NGC_6705',86805656,0.985
b'NGC_6705',86805281,0.408
b'NGC_6705',86805411,1.0
b'NGC_6705',86805564,0.999
b'NGC_6756',87637973,1.0
b'NGC_6791',66661556,0.995
b'NGC_6791',66661546,0.746
b'NGC_6791',66661481,0.819
b'NGC_6791',66661599,0.91
b'NGC_6791',66661611,0.674
b'NGC_6791',66661619,0.889
b'NGC_6791',66661628,0.994
b'NGC_6791',66661517,0.824
b'NGC_6791',66661448,0.988
b'NGC_6791',66658829,0.813
b'NGC_6791',66658858,0.761
b'NGC_6791',66658891,0.172
b'NGC_6791',66658900,0.531
b'NGC_6791',66658904,0.337
b'NGC_6791',66658929,0.573
b'NGC_6791',66661459,0.878
b'NGC_6791',66658968,0.373
b'NGC_6791',66659055,0.591
b'NGC_6791',66659061,0.84
b'NGC_6791',66659174,0.964
b'NGC_6791',66659187,0.927
b'NGC_6791',66661371,0.881
b'NGC_6791',66661417,0.0
b'NGC_6791',66659019,0.929
b'NGC_6791',66661460,0.758
b'NGC_6791',66661944,0.996
b'NGC_6791',66662150,0.25
b'NGC_6791',66661853,0.689
b'NGC_6791',66661881,0.852
b'NGC_6791',66662125,0.901
b'NGC_6791',66662106,0.71
b'NGC_6791',66662080,0.436
b'NGC_6791',66662072,0.988
b'NGC_6791',66662060,0.943
b'NGC_6791',66661985,0.306
b'NGC_6791',66661907,0.096
b'NGC_6791',66661955,0.889
b'NGC_6791',66661784,0.802
b'NGC_6791',66658586,0.915
b'NGC_6791',66661774,0.401
b'NGC_6791',66658657,0.264
b'NGC_6791',66662239,0.735
b'NGC_6791',66658731,0.741
b'NGC_6791',66662208,0.825
b'NGC_6791',66662194,0.203
b'NGC_6791',66658805,0.004
b'NGC_6791',66658815,0.89
b'NGC_6791',66662177,0.426
b'NGC_6791',66661688,0.411
b'NGC_6791',66662162,0.986
b'NGC_6791',66661756,0.222
b'NGC_6791',66661979,0.618
b'NGC_6791',66662062,0.951
b'NGC_6791',66662396,0.998
b'NGC_6791',66662376,0.976
b'NGC_6791',66662349,0.997
b'NGC_6791',66662342,0.872
b'NGC_6791',66662299,0.771
b'NGC_6791',66662291,0.999
b'NGC_6791',66662243,0.634
b'NGC_6811',67680071,0.677
b'NGC_6811',67679132,0.996
b'NGC_6811',67678915,0.817
b'NGC_6811',67153364,0.0
b'NGC_6811',67678566,0.607
b'NGC_6811',67679373,0.935
b'NGC_6819',67107475,0.615
b'NGC_6819',67107519,0.989
b'NGC_6819',67107527,0.965
b'NGC_6819',67107538,0.907
b'NGC_6819',67107545,0.92
b'NGC_6819',67107401,0.477
b'NGC_6819',67107548,0.461
b'NGC_6819',67107574,0.712
b'NGC_6819',67107270,0.468
b'NGC_6819',67107596,0.651
b'NGC_6819',67107624,0.989
b'NGC_6819',67107695,0.983
b'NGC_6819',67107707,0.003
b'NGC_6819',67109313,0.136
b'NGC_6819',67105967,0.936
b'NGC_6819',67105582,0.899
b'NGC_6819',67105599,0.052
b'NGC_6819',67105627,0.005
b'NGC_6819',67105719,0.853
b'NGC_6819',67105778,0.832
b'NGC_6819',67105816,0.922
b'NGC_6819',67105843,0.74
b'NGC_6819',67105901,0.879
b'NGC_6819',67105909,0.844
b'NGC_6819',67105920,0.136
b'NGC_6819',67105922,0.056
b'NGC_6819',67105925,0.491
b'NGC_6819',67105958,0.0
b'NGC_6819',67105959,0.989
b'NGC_6819',67105960,0.678
b'NGC_6819',67105855,0.551
b'NGC_6819',67109089,0.924
b'NGC_6819',67110627,0.953
b'NGC_6819',67109258,0.999
b'NGC_6819',67109261,0.999
b'NGC_6819',67109274,0.664
b'NGC_6819',67109281,0.755
b'NGC_6819',67109323,0.851
b'NGC_6819',67110613,0.569
b'NGC_6819',67110638,1.0
b'NGC_6819',67110687,0.981
b'NGC_6819',67110720,0.752
b'NGC_6866',67102194,0.827
b'NGC_6866',67178747,0.827
b'NGC_7062',65218805,1.0
b'NGC_7423',65847234,1.0
b'NGC_752',116885821,0.495
b'NGC_752',116885813,0.996
b'NGC_752',116885790,0.965
b'NGC_752',116885784,1.0
b'NGC_752',116887562,0.552
b'NGC_752',116885723,1.0
b'NGC_752',116885668,0.83
b'NGC_752',116885638,0.859
b'NGC_752',116885793,0.663
b'NGC_752',116885960,0.287
b'NGC_752',116885947,0.998
b'NGC_752',116885943,0.643
b'NGC_752',116885938,0.982
b'NGC_752',116885917,0.948
b'NGC_752',116885910,0.897
b'NGC_752',116886005,0.957
b'NGC_752',116887424,0.936
b'NGC_752',116887419,0.415
b'NGC_752',116886272,0.579
b'NGC_752',116886222,0.363
b'NGC_752',116886130,0.658
b'NGC_752',116886125,0.469
b'NGC_752',116886121,0.883
b'NGC_752',116886106,0.836
b'NGC_752',116886094,0.356
b'NGC_752',116887529,0.976
b'NGC_752',116884694,0.996
b'NGC_752',116883313,0.974
b'NGC_752',116883295,0.812
b'NGC_752',116883281,0.576
b'NGC_752',116884674,0.968
b'NGC_752',116882796,0.784
b'NGC_752',116884679,0.878
b'NGC_752',116884681,0.949
b'NGC_752',116885219,0.809
b'NGC_752',116883218,0.999
b'NGC_752',116885579,0.991
b'NGC_752',116885577,0.657
b'NGC_752',116884559,0.945
b'NGC_752',116884427,0.923
b'NGC_752',116884302,1.0
b'NGC_752',116883426,0.722
b'NGC_752',116883425,0.225
b'NGC_752',116885452,0.739
b'NGC_752',116885459,0.977
b'NGC_752',116885480,0.987
b'NGC_752',116885492,0.0
b'NGC_752',116885262,0.853
b'NGC_752',116882826,0.423
b'NGC_752',116885327,0.999
b'NGC_752',116885275,0.97
b'NGC_752',116882927,0.653
b'NGC_752',116885270,0.985
b'NGC_752',116882951,0.808
b'NGC_752',116885332,0.567
b'NGC_7789',117526550,1.0
b'Platais_3',55143021,0.0
b'Platais_3',55145490,0.979
b'Platais_3',55142771,0.722
b'Platais_3',55145497,0.979
b'Platais_3',55145593,0.0
b'RSG_8',65899063,0.788
b'Ruprecht_128',81268162,1.0
b'Ruprecht_145',84306063,1.0
b'Ruprecht_147',83898463,0.72
b'Ruprecht_147',83898193,0.473
b'Ruprecht_147',85991124,0.857
b'Ruprecht_147',85993595,0.064
b'Ruprecht_147',83898647,0.895
b'Ruprecht_147',83898639,0.433
b'Ruprecht_147',85994782,0.972
b'Ruprecht_147',83891176,0.978
b'Ruprecht_147',85993831,0.943
b'Ruprecht_147',85993860,0.017
b'Ruprecht_147',83898738,0.941
b'Ruprecht_147',83891129,0.997
b'Ruprecht_147',83890904,0.982
b'Ruprecht_147',83890737,0.601
b'Ruprecht_147',83888336,0.575
b'Ruprecht_147',83813664,0.507
b'Ruprecht_147',85993872,0.444
b'Ruprecht_147',85990813,0.681
b'Ruprecht_147',83900222,0.951
b'Ruprecht_147',85995100,0.991
b'Ruprecht_147',85994313,0.677
b'Ruprecht_147',85994106,0.951
b'Ruprecht_147',85990472,0.74
b'Ruprecht_147',85990479,0.949
b'Ruprecht_147',85990449,0.916
b'Ruprecht_147',85990414,0.989
b'Ruprecht_147',85990604,0.0
b'Ruprecht_147',85990631,0.78
b'Ruprecht_147',85990324,0.657
b'Ruprecht_147',85995134,0.0
b'Ruprecht_147',85995178,0.999
b'Ruprecht_147',85996024,0.669
b'Ruprecht_147',85994089,0.852
b'Ruprecht_147',85990665,0.082
b'Ruprecht_147',83899126,0.459
b'Ruprecht_147',83898839,1.0
b'Ruprecht_147',85993867,0.0
b'Ruprecht_18',99952488,1.0
b'Ruprecht_82',96347024,1.0
b'Ruprecht_85',95782076,0.999
b'Ruprecht_85',95782113,0.999
b'Ruprecht_97',96738891,1.0
b'SAI_116',96749147,0.953
b'SAI_116',96749278,0.953
b'SAI_14',55265893,1.0
b'SAI_149',65873671,1.0
b'SAI_16',55228320,1.0
b'Skiff_J0058+68.4',55459822,0.89
b'Skiff_J0058+68.4',55460325,0.89
b'Stephenson_1',67323602,0.914
b'Stephenson_1',67325421,1.0
b'Stephenson_1',67325223,0.897
b'Stock_2',54803291,0.996
b'Stock_2',54788906,0.0
b'Teutsch_12',76550203,0.0
b'Teutsch_12',76550171,0.858
b'Teutsch_12',76550139,0.858
b'Teutsch_51',77575232,0.927
b'Teutsch_51',77575234,0.745
b'Teutsch_51',77575414,0.609
b'Teutsch_51',77575425,0.956
b'Teutsch_51',77575447,0.0
b'Teutsch_51',77575432,0.0
b'Teutsch_84',105589341,1.0
b'Tombaugh_2',72721320,0.831
b'Tombaugh_2',72721105,0.614
b'Tombaugh_2',72721090,1.0
b'Tombaugh_2',72721073,0.911
b'Tombaugh_2',72721039,0.669
b'Tombaugh_2',72721060,0.851
b'Tombaugh_2',72721358,0.656
b'Tombaugh_2',72720992,0.0
b'Tombaugh_2',72721377,0.801
b'Tombaugh_5',54961361,1.0
b'Trumpler_20',107194080,0.979
b'Trumpler_20',107193699,0.949
b'Trumpler_20',107193690,0.0
b'Trumpler_20',107193639,0.517
b'Trumpler_20',107194057,0.069
b'Trumpler_20',107193882,0.795
b'Trumpler_20',107193740,0.866
b'Trumpler_20',107193632,0.584
b'Trumpler_20',107195169,0.961
b'Trumpler_20',107195209,0.493
b'Trumpler_20',107194009,0.893
b'Trumpler_20',107194002,0.925
b'Trumpler_20',107193192,0.939
b'Trumpler_20',107193703,0.366
b'Trumpler_20',107193606,0.995
b'Trumpler_20',107193944,0.988
b'Trumpler_20',107193795,0.6
b'Trumpler_20',107193789,0.846
b'Trumpler_20',107193776,0.221
b'Trumpler_20',107194118,0.961
b'Trumpler_20',107194110,0.859
b'Trumpler_20',107193753,0.636
b'Trumpler_20',107193821,0.933
b'Trumpler_26',82460911,0.94
b'Trumpler_26',82460944,0.94
b'Trumpler_5',76476296,0.999
b'Trumpler_5',76475853,0.018
b'Trumpler_5',76476512,0.956
b'Trumpler_5',76474744,0.999
b'Trumpler_5',76475128,0.447
b'Trumpler_5',76475290,0.917
b'Trumpler_5',76475352,0.595
b'Trumpler_5',76475593,0.943
b'Trumpler_5',76475614,0.674
b'Trumpler_5',76477271,0.881
b'Trumpler_5',76475685,0.09
b'UBC_107',86978591,1.0
b'UBC_143',67143275,1.0
b'UBC_159',64650622,1.0
b'UBC_172',65702714,1.0
b'UBC_199',115423902,1.0
b'UBC_212',74709688,1.0
b'UBC_618',76441680,1.0
b'UPK_33',86986705,1.0
b'UPK_442',73379701,1.0
