older_lookback_gyr,younger_lookback_gyr,interval_gyr,older_mass_1e10_msun,younger_mass_1e10_msun,net_mass_growth_1e10_msun,net_mass_growth_rate_msun_per_yr,mean_endpoint_published_SFR_msun_per_yr,growth_rate_over_endpoint_SFR,positive_increment_mass_1e10_msun,negative_increment_abs_mass_1e10_msun,negative_fraction_of_abs_profile_change,negative_mass_over_net_growth,positive_increment_half_mass_radius_kpc,zero_crossing_radii_kpc,older_birth_Reff_kpc,younger_birth_Reff_kpc
12.25,11.65,0.5999999999999996,0.24,0.42,0.18,3.0000000000000018,6.04,0.4966887417218546,0.17999974819751288,0.0,0.0,0.0,2.4104902522483513,,2.04,2.19
11.65,11.18,0.47000000000000064,0.42,0.66,0.24,5.106382978723397,7.9,0.646377592243468,0.23999961313566867,0.0,0.0,0.0,2.1900043626314787,,2.19,2.19
11.18,10.51,0.6699999999999999,0.66,0.95,0.29,4.328358208955224,9.219999999999999,0.4694531679994821,0.2899995510330128,0.0,0.0,0.0,2.4297610009260064,,2.19,2.26
10.51,9.52,0.9900000000000002,0.95,1.58,0.63,6.363636363636362,10.275,0.61933200619332,0.6299983047221943,0.0,0.0,0.0,2.886216797850592,,2.26,2.49
9.52,7.93,1.5899999999999999,1.58,2.58,1.0,6.28930817610063,10.705,0.5875112728725483,0.9999760685229011,0.0,0.0,0.0,3.799009895121973,,2.49,2.94
7.93,6.76,1.17,2.58,3.18,0.6,5.128205128205129,9.78,0.5243563525772116,0.5999659786039844,0.0,0.0,0.0,3.8300334345494544,,2.94,3.09
6.76,5.19,1.5699999999999994,3.18,3.84,0.66,4.203821656050957,7.7299999999999995,0.5438320382989595,0.6598886442321384,0.0,0.0,0.0,4.64056589729325,,3.09,3.32
5.19,3.03,2.1600000000000006,3.84,4.57,0.73,3.379629629629629,6.125,0.5517762660619803,0.7322405429700721,0.002722084712105158,0.0037037049362491936,0.003731344534592426,6.000110368528485,0.736,3.32,3.69
3.03,0.7,2.33,4.57,4.77,0.19999999999999923,0.858369098712443,3.02,0.28422817838160364,0.2154140819672896,0.015784769783367496,0.06827356478565484,0.07907040108831666,7.33467605735396,2.075,3.69,3.84
