older_lookback_gyr,younger_lookback_gyr,R_kpc,delta_surface_density_msun_per_kpc2,delta_SFR_surface_proxy_msun_per_yr_kpc2
12.25,11.65,4.001640128025605,8674040.169184253,0.014456733615307096
12.25,11.65,4.126660132026406,7942842.2304424755,0.0132380703840708
12.25,11.65,4.251680136027206,7272458.00220534,0.012120763337008908
12.25,11.65,4.376700140028006,6657916.93288831,0.011096528221480524
12.25,11.65,4.501720144028806,6094645.358072177,0.010157742263453633
12.25,11.65,4.626740148029606,5578435.834418936,0.009297393057364899
12.25,11.65,4.751760152030406,5105418.72847297,0.008509031214121622
12.25,11.65,4.876780156031207,4672035.907787687,0.0077867265129794834
12.25,11.65,5.001800160032007,4275016.390531277,0.007125027317552133
12.25,11.65,5.126820164032807,3911353.8181532593,0.006518923030255436
12.25,11.65,5.251840168033607,3578285.6238124594,0.005963809373020769
12.25,11.65,5.376860172034407,3273273.777059991,0.005455456295099988
12.25,11.65,5.501880176035208,2993986.992726691,0.004989978321211155
12.25,11.65,5.6269001800360074,2738284.299077754,0.004563807165129593
12.25,11.65,5.751920184036808,2504199.867066027,0.004173666445110048
12.25,11.65,5.876940188037608,2289929.008941235,0.003816548348235394
12.25,11.65,6.001960192038408,2093815.2605596299,0.0034896921009327187
