source_id,x,y,z,R,phi,U,V,eU,eV,Dist,e_mu,ruwe,rv_kms,rv_error_kms,rv_source,rv_epochs
4258175403559021824,-5.621413121605142,1.3573629831068557,-0.021398247972757443,5.7829680745844705,2.9046648614606068,28.386210046513305,9.744896740322616,2.6798033826809853,1.9039443296425262,2.87,0.072,0.9645215,58.874886,2.4873486,gaia_vari_cepheid,10.0
4270195818718228224,-3.062010353715565,2.740029929820057,0.36427043894518096,4.108974497678347,2.4116319727920073,50.75113998982987,-43.04372239131865,5.05209419217804,3.5538581284320974,5.79,0.147,1.0984279,60.596073,2.841772,gaia_source_rvs,9.0
4258250788823152000,-5.818674196890802,1.2598930136449393,-0.004411962666242224,5.953511553309874,2.928358577421421,31.497967092067956,20.94973961172508,3.6963392734997083,3.0766260786194435,2.65,0.069,1.0302378,64.75074,4.77503,gaia_source_rvs,9.0
4255229094685654528,-6.49609348306165,0.9129127781589563,-0.05185530867305652,6.559926850293526,3.0019744080947763,-18.35826782626415,3.692328614486513,3.3521557742309396,2.3708046371357376,1.89,0.051,0.7990917,1.4844491,3.9164276,gaia_source_rvs,9.0
4190143160245024256,-7.068890841795041,0.6099272787546774,-0.4131833115602545,7.095155320257823,3.055522516094093,4.584538949739199,-29.05401043903524,0.6435090241137268,0.8810853024959374,1.31,0.037,0.95236385,14.686538,0.70554614,gaia_vari_cepheid,20.0
4258676785168631936,-6.376488097393343,1.0080134553026727,0.018576234376259947,6.455671272785675,2.9848072377830044,13.970217148176793,1.6762354539938542,2.7905003413666987,2.1724398227493293,2.04,0.124,1.1667086,28.693289,3.1018891,gaia_source_rvs,11.0
4258763474777908096,-6.435561540892357,1.0084779718494365,-0.05597612244510616,6.51409856897471,2.9861528022268016,7.0314509876091895,9.228401866354005,0.9152597853008883,0.5691986971616728,1.99,0.043,0.8638708,27.651913,0.71914047,gaia_vari_cepheid,10.0
4260210878780635904,-5.453854358005975,1.6067733551752146,0.09870981396632983,5.685617642195242,2.8550858717023186,-59.512613499848115,-56.285843026050856,2.8211202422291497,3.031728019551699,3.14,0.12,0.9517051,-44.3,2.0,melnik2015_hrv,
4255877286812856960,0.3759487825665424,5.149991645131811,-0.42660537779286684,5.163695520849455,1.4979257034270952,-24.44346201192112,-5.554836694707689,6.53005834737145,8.109106271079304,9.97,0.142,1.0563542,64.981575,1.8427788,gaia_source_rvs,8.0
4266218129306491520,-5.566726802417685,1.6948946846314283,-0.0407729173622749,5.8190304419849275,2.8460410927680377,32.659028083980196,31.14314048070247,4.927076962490793,1.6347818934120448,3.09,0.157,1.0138818,82.04802,1.598482,gaia_vari_cepheid,9.0
4278937245406805888,-0.7556076843251791,4.917326649091297,0.42381609276867327,4.975042145195828,1.7232660397050892,-82.86643749918336,10.069773888587207,16.455821604797073,5.543559979670918,8.89,0.19,1.0187856,105.45008,4.0775247,gaia_source_rvs,15.0
4265899816338237696,-6.306743231795977,1.2522827639147547,-0.07875679322923097,6.429869540869577,2.945579677306936,-19.264081422755194,4.661621434521464,2.545403485370979,1.0233533899208815,2.23,0.116,1.095658,11.5,1.0,melnik2015_hrv,
4267549637851481344,-6.50902865444448,1.174993878754749,-0.07821689598692563,6.614231976540469,2.9629984569906735,-11.431438588815583,-0.0725473113775763,3.1967569233968565,1.6310437605663162,2.02,0.206,0.9402168,10.5,1.0,melnik2015_hrv,
4267397694768545920,-7.366521920722116,0.5693711883508713,-0.04817920607925214,7.388492996450869,3.0644542928592666,7.0579302660121925,-2.780596306848622,1.06293109359215,1.5122690801943786,0.97,0.175,1.07621,4.085,1.0,veloce_dr1_vgamma,80.0
4268696016141950464,-6.015964141079747,1.5541342578094886,-0.007367880588689144,6.213465847500446,2.8887847741365293,39.393541508897805,22.796682522479983,3.393766667189725,2.807588130075045,2.64,0.142,1.189544,71.6369,3.0350707,gaia_vari_cepheid,12.0
4268629255170482432,-6.655645932001695,1.0903347368375886,-0.018616957277247912,6.744364507537045,2.9792139800197552,19.971314456214696,19.43222915757724,2.2241831488616723,1.534197039607427,1.85,0.121,1.1722404,42.87686,1.6824921,gaia_source_rvs,15.0
4280905543011090560,-6.771765751385864,1.0289411203167524,0.017975672226197507,6.84949131109174,2.9908003036832205,20.407288006999305,18.525274017086872,2.7539186322429594,2.472541700491144,1.72,0.127,0.85313165,40.233727,3.3817253,gaia_source_rvs,16.0
4281590774975851776,-7.335062023054755,0.6297647077006341,0.018748827639321206,7.362047165641184,3.055945919960641,20.555528553584384,20.894412627343456,2.6755922337387874,2.3515207320521236,1.03,0.129,1.1373067,30.310179,3.5662901,gaia_vari_cepheid,10.0
4268198624632052352,-6.271559940107941,1.4696077364300588,-0.148847058731703,6.441444789900927,2.9114167671238906,0.6981731772388815,-10.11851858737245,1.2368615325661452,1.5111295129047353,2.39,0.031,0.9314908,17.927536,1.7521061,gaia_source_rvs,15.0
