galaxy,distance_mpc,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_ml1_kms,v_bulge_ml1_kms,sb_disk_lsun_pc2,sb_bulge_lsun_pc2,quality_flag,inclination_deg,n_points_galaxy,galaxy_point_index,signed_gas_negative_flag,source_file
CamB,3.36,0.16,1.99,1.5,1.86,3.75,0,30.32,0,2,65,9,0,0,CamB_rotmod.dat
CamB,3.36,0.41,4.84,1.5,4.24,9.47,0,23.77,0,2,65,9,1,0,CamB_rotmod.dat
CamB,3.36,0.57,6.79,1.5,5.61,11.76,0,15.87,0,2,65,9,2,0,CamB_rotmod.dat
CamB,3.36,0.73,8.87,1.5,6.77,13.72,0,12.4,0,2,65,9,3,0,CamB_rotmod.dat
CamB,3.36,0.9,10.9,1.5,7.77,14.8,0,9.63,0,2,65,9,4,0,CamB_rotmod.dat
CamB,3.36,1.06,12.9,1.5,8.44,15.24,0,5.86,0,2,65,9,5,0,CamB_rotmod.dat
CamB,3.36,1.22,14.7,1.5,8.64,15.11,0,5.19,0,2,65,9,6,0,CamB_rotmod.dat
CamB,3.36,1.47,16.8,1.5,8.08,15.9,0,3.02,0,2,65,9,7,0,CamB_rotmod.dat
CamB,3.36,1.79,20.1,1.5,6.91,14.91,0,0.88,0,2,65,9,8,0,CamB_rotmod.dat
D564-8,8.79,0.51,8.54,1.53,3.47,6.36,0,6.37,0,2,63,6,0,0,D564-8_rotmod.dat
D564-8,8.79,1.02,15.1,1.41,5.33,8.66,0,2.82,0,2,63,6,1,0,D564-8_rotmod.dat
D564-8,8.79,1.53,19.8,1.8,6.34,9.09,0,1.19,0,2,63,6,2,0,D564-8_rotmod.dat
D564-8,8.79,2.04,21.9,1.82,6.86,8.75,0,0.52,0,2,63,6,3,0,D564-8_rotmod.dat
D564-8,8.79,2.56,24,1.89,7.05,8.17,0,0.22,0,2,63,6,4,0,D564-8_rotmod.dat
D564-8,8.79,3.07,25,2.05,7.04,7.65,0,0,0,2,63,6,5,0,D564-8_rotmod.dat
D631-7,7.72,0.45,8.41,1.58,8.4,9.99,0,26.06,0,1,59,16,0,0,D631-7_rotmod.dat
D631-7,7.72,0.9,17.8,2.22,13.51,15.52,0,19.64,0,1,59,16,1,0,D631-7_rotmod.dat
D631-7,7.72,1.35,26,2.35,16.7,20.76,0,12.17,0,1,59,16,2,0,D631-7_rotmod.dat
D631-7,7.72,1.8,30.9,2.22,18.72,21.37,0,4.5,0,1,59,16,3,0,D631-7_rotmod.dat
D631-7,7.72,2.25,34.7,1.82,19.9,19.92,0,2.1,0,1,59,16,4,0,D631-7_rotmod.dat
D631-7,7.72,2.69,38.8,1.81,20.61,18.76,0,1.13,0,1,59,16,5,0,D631-7_rotmod.dat
D631-7,7.72,3.14,42.5,1.57,20.73,17.36,0,0.54,0,1,59,16,6,0,D631-7_rotmod.dat
D631-7,7.72,3.59,45.6,1.59,20.61,16.32,0,0.37,0,1,59,16,7,0,D631-7_rotmod.dat
D631-7,7.72,4.04,48.8,1.83,20.38,15.37,0,0.18,0,1,59,16,8,0,D631-7_rotmod.dat
D631-7,7.72,4.49,51.8,1.91,19.9,14.49,0,0.1,0,1,59,16,9,0,D631-7_rotmod.dat
D631-7,7.72,4.94,54.8,2.19,19.43,13.72,0,0.05,0,1,59,16,10,0,D631-7_rotmod.dat
D631-7,7.72,5.39,56.6,2.73,18.84,13.04,0,0.03,0,1,59,16,11,0,D631-7_rotmod.dat
D631-7,7.72,5.84,58.4,3.27,18.25,12.45,0,0.01,0,1,59,16,12,0,D631-7_rotmod.dat
D631-7,7.72,6.29,58.5,3.95,17.65,11.93,0,0.01,0,1,59,16,13,0,D631-7_rotmod.dat
D631-7,7.72,6.74,57.7,4.07,17.06,11.48,0,0,0,1,59,16,14,0,D631-7_rotmod.dat
D631-7,7.72,7.19,57.3,3.94,16.47,11.08,0,0,0,1,59,16,15,0,D631-7_rotmod.dat
DDO064,6.8,0.1,6.29,4.62,-1.13,1.96,0,28.5,0,1,60,14,0,1,DDO064_rotmod.dat
DDO064,6.8,0.3,13.9,4.62,-2.45,6.31,0,27.26,0,1,60,14,1,1,DDO064_rotmod.dat
DDO064,6.8,0.49,15.6,4.62,-0.64,9.67,0,24.99,0,1,60,14,2,1,DDO064_rotmod.dat
DDO064,6.8,0.69,18.4,4.62,2.49,13.92,0,20.86,0,1,60,14,3,0,DDO064_rotmod.dat
DDO064,6.8,0.89,22.5,4.62,1.87,15.16,0,13.91,0,1,60,14,4,0,DDO064_rotmod.dat
DDO064,6.8,1.09,26.5,4.62,4.97,16.41,0,11.73,0,1,60,14,5,0,DDO064_rotmod.dat
DDO064,6.8,1.29,35.3,4.62,9.29,17.34,0,10.3,0,1,60,14,6,0,DDO064_rotmod.dat
DDO064,6.8,1.48,40.5,4.62,13.62,18.34,0,7.96,0,1,60,14,7,0,DDO064_rotmod.dat
DDO064,6.8,1.68,44.2,4.89,16.26,19.12,0,6.72,0,1,60,14,8,0,DDO064_rotmod.dat
DDO064,6.8,1.88,46.3,4.62,18.16,19.54,0,3.97,0,1,60,14,9,0,DDO064_rotmod.dat
DDO064,6.8,2.08,46.4,4.62,19.64,19.1,0,2.84,0,1,60,14,10,0,DDO064_rotmod.dat
DDO064,6.8,2.27,46.3,4.62,20.17,18.77,0,2.16,0,1,60,14,11,0,DDO064_rotmod.dat
DDO064,6.8,2.37,46.4,6.73,20.59,18.61,0,1.86,0,1,60,14,12,0,DDO064_rotmod.dat
DDO064,6.8,2.98,46.9,8.65,22.17,17.21,0,0,0,1,60,14,13,0,DDO064_rotmod.dat
DDO154,4.04,0.49,13.8,1.6,3.74,12.31,0,15.93,0,2,64,12,0,0,DDO154_rotmod.dat
DDO154,4.04,0.99,21.6,0.8,7.46,14.55,0,5.52,0,2,64,12,1,0,DDO154_rotmod.dat
DDO154,4.04,1.48,28.9,0.7,10.87,12.95,0,1.26,0,2,64,12,2,0,DDO154_rotmod.dat
DDO154,4.04,1.97,34.3,0.5,13.32,11.54,0,0.29,0,2,64,12,3,0,DDO154_rotmod.dat
DDO154,4.04,2.47,38.2,0.4,14.77,10.18,0,0.08,0,2,64,12,4,0,DDO154_rotmod.dat
DDO154,4.04,2.96,42,0.2,16.2,9.16,0,0.02,0,2,64,12,5,0,DDO154_rotmod.dat
DDO154,4.04,3.46,44.6,0.2,17.6,8.37,0,0.01,0,2,64,12,6,0,DDO154_rotmod.dat
DDO154,4.04,3.95,46.3,0.2,17.91,7.77,0,0,0,2,64,12,7,0,DDO154_rotmod.dat
DDO154,4.04,4.44,47.4,0.3,17.48,7.29,0,0,0,2,64,12,8,0,DDO154_rotmod.dat
DDO154,4.04,4.94,48.2,0.6,16.93,6.89,0,0,0,2,64,12,9,0,DDO154_rotmod.dat
DDO154,4.04,5.43,47.4,0.7,16.28,6.55,0,0,0,2,64,12,10,0,DDO154_rotmod.dat
DDO154,4.04,5.92,45.5,1.3,15.64,6.26,0,0,0,2,64,12,11,0,DDO154_rotmod.dat
DDO161,7.5,0.6,16,3.53,6.82,12.59,0,30.32,0,1,70,31,0,0,DDO161_rotmod.dat
DDO161,7.5,0.73,16.6,4.83,8.12,14.22,0,27.69,0,1,70,31,1,0,DDO161_rotmod.dat
DDO161,7.5,0.85,18.6,2.5,9.3,15.27,0,27.15,0,1,70,31,2,0,DDO161_rotmod.dat
DDO161,7.5,0.98,20,7.58,10.41,17.04,0,25.71,0,1,70,31,3,0,DDO161_rotmod.dat
DDO161,7.5,1.07,21.4,4.03,11.27,18.03,0,24.23,0,1,70,31,4,0,DDO161_rotmod.dat
DDO161,7.5,1.54,28.9,2.74,15.22,22.44,0,17.21,0,1,70,31,5,0,DDO161_rotmod.dat
DDO161,7.5,2.02,32.9,2.65,18.74,24.92,0,11.77,0,1,70,31,6,0,DDO161_rotmod.dat
DDO161,7.5,2.49,35.2,2.88,21.52,25.85,0,7.54,0,1,70,31,7,0,DDO161_rotmod.dat
DDO161,7.5,2.96,37.6,3.05,23.28,26.01,0,5.12,0,1,70,31,8,0,DDO161_rotmod.dat
DDO161,7.5,3.43,40.6,3.68,24.59,25.36,0,3.64,0,1,70,31,9,0,DDO161_rotmod.dat
DDO161,7.5,3.9,42.7,3.25,25.62,25.01,0,2.55,0,1,70,31,10,0,DDO161_rotmod.dat
DDO161,7.5,4.37,45.5,2.99,26.35,24.48,0,1.74,0,1,70,31,11,0,DDO161_rotmod.dat
DDO161,7.5,4.86,48.9,1.96,27.08,23.7,0,1.09,0,1,70,31,12,0,DDO161_rotmod.dat
DDO161,7.5,5.34,51.5,1.53,27.81,22.69,0,0.64,0,1,70,31,13,0,DDO161_rotmod.dat
DDO161,7.5,5.81,53,1.86,28.4,21.59,0,0.46,0,1,70,31,14,0,DDO161_rotmod.dat
DDO161,7.5,6.28,55,1.48,28.98,20.86,0,0.36,0,1,70,31,15,0,DDO161_rotmod.dat
DDO161,7.5,6.75,57.6,0.99,29.57,20.11,0,0.24,0,1,70,31,16,0,DDO161_rotmod.dat
DDO161,7.5,7.22,59.7,1.19,30.3,19.38,0,0.16,0,1,70,31,17,0,DDO161_rotmod.dat
DDO161,7.5,7.69,60.5,1.26,31.18,18.7,0,0.11,0,1,70,31,18,0,DDO161_rotmod.dat
DDO161,7.5,8.16,61.8,1.33,32.06,18.06,0,0.07,0,1,70,31,19,0,DDO161_rotmod.dat
DDO161,7.5,8.64,62.9,1.35,32.64,17.47,0,0.05,0,1,70,31,20,0,DDO161_rotmod.dat
DDO161,7.5,9.11,63,2.09,33.23,16.94,0,0.03,0,1,70,31,21,0,DDO161_rotmod.dat
DDO161,7.5,9.58,64.5,2.38,33.38,16.44,0,0.02,0,1,70,31,22,0,DDO161_rotmod.dat
DDO161,7.5,10.05,65.6,1.08,33.38,15.98,0,0.02,0,1,70,31,23,0,DDO161_rotmod.dat
DDO161,7.5,10.52,67.5,3.22,32.79,15.57,0,0.01,0,1,70,31,24,0,DDO161_rotmod.dat
DDO161,7.5,10.99,66.8,2.37,32.06,15.18,0,0.01,0,1,70,31,25,0,DDO161_rotmod.dat
DDO161,7.5,11.46,66.8,0.95,31.18,14.81,0,0,0,1,70,31,26,0,DDO161_rotmod.dat
DDO161,7.5,11.94,66.6,0.96,30.3,14.47,0,0,0,1,70,31,27,0,DDO161_rotmod.dat
DDO161,7.5,12.41,66.8,0.99,29.42,14.16,0,0,0,1,70,31,28,0,DDO161_rotmod.dat
DDO161,7.5,12.9,66.3,0.74,28.69,13.86,0,0,0,1,70,31,29,0,DDO161_rotmod.dat
DDO161,7.5,13.37,66.1,1.31,27.81,13.59,0,0,0,1,70,31,30,0,DDO161_rotmod.dat
DDO168,4.25,0.41,15,4.1,10.41,8.28,0,20.43,0,2,63,10,0,0,DDO168_rotmod.dat
DDO168,4.25,0.82,23.4,1.3,18.08,12.66,0,14.59,0,2,63,10,1,0,DDO168_rotmod.dat
DDO168,4.25,1.24,29.2,1.5,20.09,15.11,0,8.79,0,2,63,10,2,0,DDO168_rotmod.dat
DDO168,4.25,1.64,36.2,1.1,20.2,15.99,0,5.9,0,2,63,10,3,0,DDO168_rotmod.dat
DDO168,4.25,2.06,44,1.1,22,16.89,0,4.09,0,2,63,10,4,0,DDO168_rotmod.dat
DDO168,4.25,2.47,52.1,1.2,22.63,17.03,0,2.87,0,2,63,10,5,0,DDO168_rotmod.dat
DDO168,4.25,2.89,52.9,1.7,22.95,16.99,0,2.09,0,2,63,10,6,0,DDO168_rotmod.dat
DDO168,4.25,3.3,54.8,2.2,22.74,17.19,0,1.56,0,2,63,10,7,0,DDO168_rotmod.dat
DDO168,4.25,3.71,55,2.5,22.74,17.16,0,0.82,0,2,63,10,8,0,DDO168_rotmod.dat
DDO168,4.25,4.12,52,2.7,22.74,16.37,0,0,0,2,63,10,9,0,DDO168_rotmod.dat
DDO170,15.4,1.87,27.7,3,8.68,18.19,0,9.38,0,2,66,8,0,0,DDO170_rotmod.dat
DDO170,15.4,3.36,42.4,1.5,15.07,19.75,0,3.58,0,2,66,8,1,0,DDO170_rotmod.dat
DDO170,15.4,4.86,52.5,1,20.59,19.94,0,2.02,0,2,66,8,2,0,DDO170_rotmod.dat
DDO170,15.4,6.35,55.6,1,24.61,19.17,0,0.91,0,2,66,8,3,0,DDO170_rotmod.dat
DDO170,15.4,7.85,58.6,1.1,26.94,18.71,0,0.47,0,2,66,8,4,0,DDO170_rotmod.dat
DDO170,15.4,9.34,59,1.2,27.6,17.41,0,0.18,0,2,66,8,5,0,DDO170_rotmod.dat
DDO170,15.4,10.83,60,1.3,26.77,16.05,0,0.09,0,2,66,8,6,0,DDO170_rotmod.dat
DDO170,15.4,12.33,62.2,1,24.9,15.01,0,0,0,2,66,8,7,0,DDO170_rotmod.dat
ESO079-G014,28.7,0.41,33.2,11.6,2.21,28.95,0,455.28,0,1,79,15,0,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,0.98,50.4,11.8,4.41,47.6,0,284.5,0,1,79,15,1,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,1.78,53.9,9.75,6.75,62.09,0,213.32,0,1,79,15,2,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,2.69,67.6,5.1,8.55,75.48,0,152.2,0,1,79,15,3,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,3.36,81.7,5.06,9.18,82.21,0,142.61,0,1,79,15,4,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,4.39,102,5.35,9.29,86.87,0,105.73,0,1,79,15,5,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,5.65,116,6.44,9.5,92.23,0,92.69,0,1,79,15,6,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,6.34,132,9.1,10.22,96.19,0,89.82,0,1,79,15,7,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,6.89,137,5.25,11.87,100.53,0,87.61,0,1,79,15,8,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,8.34,154,4.2,17.23,113.81,0,78.45,0,1,79,15,9,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,10.04,163,3.28,24.23,128.72,0,58.05,0,1,79,15,10,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,11.65,170,2.41,30.75,133.41,0,39.79,0,1,79,15,11,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,13.36,175,2.18,36.2,132.99,0,23.18,0,1,79,15,12,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,15.06,177,2.23,39.42,128.51,0,15.89,0,1,79,15,13,0,ESO079-G014_rotmod.dat
ESO079-G014,28.7,16.67,178,2.03,40.49,124.23,0,10.92,0,1,79,15,14,0,ESO079-G014_rotmod.dat
ESO116-G012,13,0.25,20.9,3.4,-0.22,17.33,0,276.94,0,1,74,15,0,1,ESO116-G012_rotmod.dat
ESO116-G012,13,0.83,40,3.29,-1.8,34.96,0,168.99,0,1,74,15,1,1,ESO116-G012_rotmod.dat
ESO116-G012,13,1.38,51.5,2.96,-1.55,51.34,0,141.01,0,1,74,15,2,1,ESO116-G012_rotmod.dat
ESO116-G012,13,1.85,67.9,3.45,5.01,61.73,0,81.24,0,1,74,15,3,0,ESO116-G012_rotmod.dat
ESO116-G012,13,2.68,80.2,2.93,12.54,60.49,0,46.01,0,1,74,15,4,0,ESO116-G012_rotmod.dat
ESO116-G012,13,3.19,83.3,3.08,16.68,63.17,0,41.4,0,1,74,15,5,0,ESO116-G012_rotmod.dat
ESO116-G012,13,3.68,91.4,2.83,20.19,65.14,0,30.23,0,1,74,15,6,0,ESO116-G012_rotmod.dat
ESO116-G012,13,4.13,102,5.4,22.31,66.32,0,24.2,0,1,74,15,7,0,ESO116-G012_rotmod.dat
ESO116-G012,13,5.23,105,4.21,25.63,64.52,0,9.48,0,1,74,15,8,0,ESO116-G012_rotmod.dat
ESO116-G012,13,6.05,109,2.1,27.28,60.09,0,3.57,0,1,74,15,9,0,ESO116-G012_rotmod.dat
ESO116-G012,13,6.81,108,2.1,28.58,55.74,0,2.78,0,1,74,15,10,0,ESO116-G012_rotmod.dat
ESO116-G012,13,7.56,109,2.1,30.7,53.61,0,2.04,0,1,74,15,11,0,ESO116-G012_rotmod.dat
ESO116-G012,13,8.32,110,2.1,33.83,51.18,0,1.21,0,1,74,15,12,0,ESO116-G012_rotmod.dat
ESO116-G012,13,9.09,111,2.33,35.49,49.08,0,0.72,0,1,74,15,13,0,ESO116-G012_rotmod.dat
ESO116-G012,13,9.86,112,4.74,33.74,46.34,0,0,0,1,74,15,14,0,ESO116-G012_rotmod.dat
ESO444-G084,4.83,0.26,18.3,1.8,4.59,8.31,0,31.29,0,2,32,7,0,0,ESO444-G084_rotmod.dat
ESO444-G084,4.83,0.77,35.3,3,11.55,14.79,0,10.44,0,2,32,7,1,0,ESO444-G084_rotmod.dat
ESO444-G084,4.83,1.29,47.8,4.63,16.45,14.54,0,3.29,0,2,32,7,2,0,ESO444-G084_rotmod.dat
ESO444-G084,4.83,1.81,52.8,1.26,19.03,13.66,0,1.03,0,2,32,7,3,0,ESO444-G084_rotmod.dat
ESO444-G084,4.83,2.32,58,3.11,20.09,12.28,0,0.34,0,2,32,7,4,0,ESO444-G084_rotmod.dat
ESO444-G084,4.83,3.39,63.1,1.35,17.39,9.97,0,0.03,0,2,32,7,5,0,ESO444-G084_rotmod.dat
ESO444-G084,4.83,4.44,62.7,7.36,14.45,8.53,0,0,0,2,32,7,6,0,ESO444-G084_rotmod.dat
ESO563-G021,60.8,0.45,18.9,9.78,0,65.19,0,2096.34,0,1,83,30,0,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,1.34,58.3,10.5,0,120.17,0,997.68,0,1,83,30,1,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,2.23,74.1,5.69,0,137.48,0,691.26,0,1,83,30,2,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,3.12,119,4.27,0,146.18,0,574.33,0,1,83,30,3,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,4.01,141,3.76,0,157.86,0,548.02,0,1,83,30,4,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,4.9,195,4.54,0,175.79,0,524.14,0,1,83,30,5,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,5.79,227,4.2,0,199.19,0,483.52,0,1,83,30,6,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,6.69,246,4.24,0,217.87,0,426.75,0,1,83,30,7,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,7.58,268,5.56,0,228.65,0,376.92,0,1,83,30,8,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,8.47,283,2.96,0,241.76,0,345.98,0,1,83,30,9,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,10.23,291,9.81,0,260.94,0,282.74,0,1,83,30,10,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,12.06,310,4.74,0.04,275.04,0,199.54,0,1,83,30,11,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,13.44,310,20.4,0.4,277.98,0,164.72,0,1,83,30,12,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,15.18,310,16.1,3.11,282.25,0,131.46,0,1,83,30,13,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,16.83,314,13.5,15.18,283.33,0,96.52,0,1,83,30,14,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,18.56,317,12.7,22.91,276.47,0,70.44,0,1,83,30,15,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,20.3,319,10.4,33.06,272.19,0,62.6,0,1,83,30,16,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,21.94,318,10.8,33.62,273,0,50.58,0,1,83,30,17,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,23.68,317,9.3,39.67,271.34,0,32.65,0,1,83,30,18,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,25.41,317,7.23,44.98,261.62,0,19.67,0,1,83,30,19,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,27.06,312,8.39,46.29,252.97,0,13.79,0,1,83,30,20,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,28.8,312,8.37,43.21,243.84,0,7.98,0,1,83,30,21,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,30.53,311,11.5,45.08,233.85,0,4.31,0,1,83,30,22,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,32.18,310,14.5,52.43,224.75,0,2.73,0,1,83,30,23,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,33.91,313,15.9,59.7,216.21,0,1.63,0,1,83,30,24,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,35.65,320,8.83,61.56,208.83,0,1.34,0,1,83,30,25,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,37.3,321,7.88,63.33,202.65,0,0.94,0,1,83,30,26,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,39.03,320,8,62.96,196.77,0,0.72,0,1,83,30,27,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,40.76,315,9.82,62.4,191.39,0,0.59,0,1,83,30,28,0,ESO563-G021_rotmod.dat
ESO563-G021,60.8,42.41,312,9.07,62.21,186.89,0,0.59,0,1,83,30,29,0,ESO563-G021_rotmod.dat
F565-V2,51.8,1.26,21.7,10,5.7,11.4,0,12.58,0,2,60,7,0,0,F565-V2_rotmod.dat
F565-V2,51.8,2.51,40.3,10,10.7,17.23,0,5.69,0,2,60,7,1,0,F565-V2_rotmod.dat
F565-V2,51.8,3.78,57.7,7,14.75,19.15,0,4.01,0,2,60,7,2,0,F565-V2_rotmod.dat
F565-V2,51.8,5.03,68.5,7,18.18,18.51,0,1.6,0,2,60,7,3,0,F565-V2_rotmod.dat
F565-V2,51.8,6.29,73.5,7,21.5,20.41,0,1.58,0,2,60,7,4,0,F565-V2_rotmod.dat
F565-V2,51.8,7.54,78.5,5,24.72,20.52,0,0.6,0,2,60,7,5,0,F565-V2_rotmod.dat
F565-V2,51.8,8.8,83.1,6,27.11,18.68,0,0.21,0,2,60,7,6,0,F565-V2_rotmod.dat
F568-3,82.4,0.64,12.4,8.6,1.18,13.56,0,67.54,0,1,40,18,0,0,F568-3_rotmod.dat
F568-3,82.4,1.18,21.9,6.2,1.55,21.17,0,56.11,0,1,40,18,1,0,F568-3_rotmod.dat
F568-3,82.4,1.8,32.3,1.88,1.6,27.72,0,46.3,0,1,40,18,2,0,F568-3_rotmod.dat
F568-3,82.4,2.03,37.9,6.2,1.54,29.76,0,44.1,0,1,40,18,3,0,F568-3_rotmod.dat
F568-3,82.4,2.78,53.1,9.5,1.46,36.4,0,37.67,0,1,40,18,4,0,F568-3_rotmod.dat
F568-3,82.4,3,62.4,11,1.62,38.08,0,35.56,0,1,40,18,5,0,F568-3_rotmod.dat
F568-3,82.4,3.64,68,6.2,2.96,42.4,0,30.26,0,1,40,18,6,0,F568-3_rotmod.dat
F568-3,82.4,4.19,78,7.98,5.28,45.43,0,25.29,0,1,40,18,7,0,F568-3_rotmod.dat
F568-3,82.4,4.6,82.3,6.2,6.86,46.43,0,21.07,0,1,40,18,8,0,F568-3_rotmod.dat
F568-3,82.4,5.14,85.7,6.3,8.92,47.19,0,19.58,0,1,40,18,9,0,F568-3_rotmod.dat
F568-3,82.4,5.39,85.5,6.51,9.95,47.91,0,19.11,0,1,40,18,10,0,F568-3_rotmod.dat
F568-3,82.4,6.31,89.5,15.6,14.48,50.48,0,14.95,0,1,40,18,11,0,F568-3_rotmod.dat
F568-3,82.4,9.1,95.2,15.5,26.69,51.31,0,7.98,0,1,40,18,12,0,F568-3_rotmod.dat
F568-3,82.4,10.17,97.5,6.2,29.9,52.01,0,6.77,0,1,40,18,13,0,F568-3_rotmod.dat
F568-3,82.4,11.99,101,10.2,33.72,51.6,0,4.47,0,1,40,18,14,0,F568-3_rotmod.dat
F568-3,82.4,14.02,107,10.7,36.41,50.13,0,3.11,0,1,40,18,15,0,F568-3_rotmod.dat
F568-3,82.4,15.94,117,11.7,38.69,49.27,0,2.41,0,1,40,18,16,0,F568-3_rotmod.dat
F568-3,82.4,17.98,120,12,39,48.97,0,1.66,0,1,40,18,17,0,F568-3_rotmod.dat
F568-V1,80.6,0.39,17.4,30.4,-1.11,12.25,0,99.83,0,1,40,15,0,1,F568-V1_rotmod.dat
F568-V1,80.6,1.18,46.3,37.1,-2.76,28.99,0,60.79,0,1,40,15,1,1,F568-V1_rotmod.dat
F568-V1,80.6,1.95,69.1,13.1,-2.63,34.78,0,34.2,0,1,40,15,2,1,F568-V1_rotmod.dat
F568-V1,80.6,2.74,85.2,6.2,-0.03,37.08,0,27.14,0,1,40,15,3,1,F568-V1_rotmod.dat
F568-V1,80.6,3.53,93.2,6.2,3.84,41.2,0,22.68,0,1,40,15,4,0,F568-V1_rotmod.dat
F568-V1,80.6,4.3,100,12.4,7.34,44.37,0,16.78,0,1,40,15,5,0,F568-V1_rotmod.dat
F568-V1,80.6,5.09,108,6.2,9.92,45.35,0,11.52,0,1,40,15,6,0,F568-V1_rotmod.dat
F568-V1,80.6,5.87,112,6.2,12.15,44.94,0,9.36,0,1,40,15,7,0,F568-V1_rotmod.dat
F568-V1,80.6,6.4,113,24.9,13.65,45.12,0,8.08,0,1,40,15,8,0,F568-V1_rotmod.dat
F568-V1,80.6,7.44,113,15.5,17.06,45.76,0,6.21,0,1,40,15,9,0,F568-V1_rotmod.dat
F568-V1,80.6,8.21,112,13.1,19.87,46.01,0,4.32,0,1,40,15,10,0,F568-V1_rotmod.dat
F568-V1,80.6,9,111,26.4,22.99,44.52,0,3.01,0,1,40,15,11,0,F568-V1_rotmod.dat
F568-V1,80.6,9.72,111,19.4,26.1,43.69,0,2.45,0,1,40,15,12,0,F568-V1_rotmod.dat
F568-V1,80.6,11.79,113,12.5,34.23,40.77,0,1.17,0,1,40,15,13,0,F568-V1_rotmod.dat
F568-V1,80.6,17.63,118,14.6,36.03,33.12,0,0,0,1,40,15,14,0,F568-V1_rotmod.dat
F571-8,53.3,0.22,12.4,7,0.92,38.29,0,1846.57,0,1,85,13,0,0,F571-8_rotmod.dat
F571-8,53.3,0.78,37.5,4,2.67,85.69,0,705.48,0,1,85,13,1,0,F571-8_rotmod.dat
F571-8,53.3,1.33,56.5,4,3.9,104,0,403.21,0,1,85,13,2,0,F571-8_rotmod.dat
F571-8,53.3,2.33,69.1,4,5.34,114.45,0,121.25,0,1,85,13,3,0,F571-8_rotmod.dat
F571-8,53.3,3.44,85.5,7.5,7.09,107.32,0,35.98,0,1,85,13,4,0,F571-8_rotmod.dat
F571-8,53.3,3.78,87.1,8.4,7.29,103.7,0,25.02,0,1,85,13,5,0,F571-8_rotmod.dat
F571-8,53.3,4.77,105,4,8.42,92.03,0,8.51,0,1,85,13,6,0,F571-8_rotmod.dat
F571-8,53.3,5.44,112,6.7,8.94,86.43,0,6.64,0,1,85,13,7,0,F571-8_rotmod.dat
F571-8,53.3,6.11,116,4,9.45,81.42,0,6.17,0,1,85,13,8,0,F571-8_rotmod.dat
F571-8,53.3,7.22,124,4,10.47,76.23,0,5.4,0,1,85,13,9,0,F571-8_rotmod.dat
F571-8,53.3,9.33,135,4,11.28,68.45,0,2.8,0,1,85,13,10,0,F571-8_rotmod.dat
F571-8,53.3,11.1,140,4,11.8,64.24,0,1.77,0,1,85,13,11,0,F571-8_rotmod.dat
F571-8,53.3,15.55,144,5,11.28,55.43,0,0,0,1,85,13,12,0,F571-8_rotmod.dat
F571-V1,80.1,1.95,32,10,7.85,23.82,0,23.44,0,2,30,7,0,0,F571-V1_rotmod.dat
F571-V1,80.1,3.88,57.6,10,15.1,35.57,0,10.77,0,2,30,7,1,0,F571-V1_rotmod.dat
F571-V1,80.1,5.83,70.9,7,20.84,33.21,0,4.16,0,2,30,7,2,0,F571-V1_rotmod.dat
