galaxy,distance_mpc,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_ml1_kms,v_bulge_ml1_kms,sb_disk_lsun_pc2,sb_bulge_lsun_pc2,quality_flag,inclination_deg,n_points_galaxy,galaxy_point_index,signed_gas_negative_flag,source_file
NGC6946,5.52,14.69,167,8,45.94,144.87,34.7,3.99,0,1,38,58,41,0,NGC6946_rotmod.dat
NGC6946,5.52,15.06,165,7,44.59,142.8,34.27,3.42,0,1,38,58,42,0,NGC6946_rotmod.dat
NGC6946,5.52,15.44,163,8,44.01,140.8,33.84,2.94,0,1,38,58,43,0,NGC6946_rotmod.dat
NGC6946,5.52,15.72,162,8,44.2,139.35,33.54,2.61,0,1,38,58,44,0,NGC6946_rotmod.dat
NGC6946,5.52,16.09,161,9,33.85,137.46,33.15,2.25,0,1,38,58,45,0,NGC6946_rotmod.dat
NGC6946,5.52,16.47,159,10,33.85,135.59,32.77,1.93,0,1,38,58,46,0,NGC6946_rotmod.dat
NGC6946,5.52,16.84,158,10,33.85,133.88,32.41,1.65,0,1,38,58,47,0,NGC6946_rotmod.dat
NGC6946,5.52,17.21,157,10,33.85,132.2,32.06,1.42,0,1,38,58,48,0,NGC6946_rotmod.dat
NGC6946,5.52,17.5,157,10,33.85,130.89,31.79,1.26,0,1,38,58,49,0,NGC6946_rotmod.dat
NGC6946,5.52,17.87,157,9,33.85,129.3,31.46,1.09,0,1,38,58,50,0,NGC6946_rotmod.dat
NGC6946,5.52,18.24,160,11,33.85,127.8,31.14,0.93,0,1,38,58,51,0,NGC6946_rotmod.dat
NGC6946,5.52,18.62,159,12,33.85,126.3,30.82,0.8,0,1,38,58,52,0,NGC6946_rotmod.dat
NGC6946,5.52,18.9,160,14,33.85,125.2,30.59,0.71,0,1,38,58,53,0,NGC6946_rotmod.dat
NGC6946,5.52,19.27,158,16,33.85,123.92,30.3,0.61,0,1,38,58,54,0,NGC6946_rotmod.dat
NGC6946,5.52,19.65,155,18,33.85,122.75,30,0.52,0,1,38,58,55,0,NGC6946_rotmod.dat
NGC6946,5.52,20.02,157,19,33.85,121.08,29.72,0,0,1,38,58,56,0,NGC6946_rotmod.dat
NGC6946,5.52,20.4,154,21,33.85,119.5,29.44,0,0,1,38,58,57,0,NGC6946_rotmod.dat
NGC7331,14.7,2.67,221,20,-12.02,317.9,136.84,2029.41,0,1,75,36,0,1,NGC7331_rotmod.dat
NGC7331,14.7,3.21,237,13,-12.52,344.05,124.77,1695.43,0,1,75,36,1,1,NGC7331_rotmod.dat
NGC7331,14.7,3.74,249,8,-12.91,365.51,115.63,1209.56,0,1,75,36,2,1,NGC7331_rotmod.dat
NGC7331,14.7,4.27,250,5,-12.71,368.89,108.22,879.42,0,1,75,36,3,1,NGC7331_rotmod.dat
NGC7331,14.7,4.81,253,5,-11.52,367.77,101.96,718.98,0,1,75,36,4,1,NGC7331_rotmod.dat
NGC7331,14.7,5.35,257,5,-9.56,371.23,96.68,558.39,0,1,75,36,5,1,NGC7331_rotmod.dat
NGC7331,14.7,5.88,257,5,-6.26,365.05,92.22,415.53,0,1,75,36,6,1,NGC7331_rotmod.dat
NGC7331,14.7,6.41,257,5,4.8,360.1,88.33,334.62,0,1,75,36,7,0,NGC7331_rotmod.dat
NGC7331,14.7,7.48,257,5,12.22,345.54,81.76,196.95,0,1,75,36,8,0,NGC7331_rotmod.dat
NGC7331,14.7,8.55,255,5,16.59,324.23,76.48,125.71,0,1,75,36,9,0,NGC7331_rotmod.dat
NGC7331,14.7,9.62,248,6,22.45,311.29,72.1,108.76,0,1,75,36,10,0,NGC7331_rotmod.dat
NGC7331,14.7,10.66,247,6,28.21,299.93,68.49,79.7,0,1,75,36,11,0,NGC7331_rotmod.dat
NGC7331,14.7,11.74,246,6,33.77,288.64,65.26,68.87,0,1,75,36,12,0,NGC7331_rotmod.dat
NGC7331,14.7,12.83,244,6,38.94,280.42,62.43,55.08,0,1,75,36,13,0,NGC7331_rotmod.dat
NGC7331,14.7,13.91,242,4,43.31,272.13,59.96,43.42,0,1,75,36,14,0,NGC7331_rotmod.dat
NGC7331,14.7,15,238,3,45.59,263.74,57.74,35.37,0,1,75,36,15,0,NGC7331_rotmod.dat
NGC7331,14.7,16.08,236,3,47.38,256.44,55.77,30.67,0,1,75,36,16,0,NGC7331_rotmod.dat
NGC7331,14.7,17.07,233,3,49.66,250.86,54.12,27.32,0,1,75,36,17,0,NGC7331_rotmod.dat
NGC7331,14.7,18.15,234,3,53.93,245.89,52.49,23.83,0,1,75,36,18,0,NGC7331_rotmod.dat
NGC7331,14.7,19.24,236,3,57.71,242,50.98,19.98,0,1,75,36,19,0,NGC7331_rotmod.dat
NGC7331,14.7,20.32,237,3,60.09,237.62,49.61,14.17,0,1,75,36,20,0,NGC7331_rotmod.dat
NGC7331,14.7,21.41,238,3,61.78,231.06,48.33,9.38,0,1,75,36,21,0,NGC7331_rotmod.dat
NGC7331,14.7,22.49,240,3,63.67,224.49,47.15,7.57,0,1,75,36,22,0,NGC7331_rotmod.dat
NGC7331,14.7,23.48,238,3,64.56,219.56,46.15,6.48,0,1,75,36,23,0,NGC7331_rotmod.dat
NGC7331,14.7,24.57,237,3,62.97,214.35,45.11,5.34,0,1,75,36,24,0,NGC7331_rotmod.dat
NGC7331,14.7,25.65,236,3,61.48,209.72,44.15,4.39,0,1,75,36,25,0,NGC7331_rotmod.dat
NGC7331,14.7,26.74,238,3,60.79,205.21,43.24,3.53,0,1,75,36,26,0,NGC7331_rotmod.dat
NGC7331,14.7,27.82,239,3,59.4,200.95,42.4,2.83,0,1,75,36,27,0,NGC7331_rotmod.dat
NGC7331,14.7,28.91,239,3,57.31,196.85,41.59,2.28,0,1,75,36,28,0,NGC7331_rotmod.dat
NGC7331,14.7,29.89,241,4,55.13,193.34,40.9,1.87,0,1,75,36,29,0,NGC7331_rotmod.dat
NGC7331,14.7,30.98,236,4,52.84,189.65,40.18,1.51,0,1,75,36,30,0,NGC7331_rotmod.dat
NGC7331,14.7,32.06,236,5,51.55,186.2,39.49,1.22,0,1,75,36,31,0,NGC7331_rotmod.dat
NGC7331,14.7,33.15,239,5,51.35,182.89,38.84,0.98,0,1,75,36,32,0,NGC7331_rotmod.dat
NGC7331,14.7,34.23,237,5,50.86,179.88,38.22,0.79,0,1,75,36,33,0,NGC7331_rotmod.dat
NGC7331,14.7,35.32,241,7,49.27,177.27,37.63,0,0,1,75,36,34,0,NGC7331_rotmod.dat
NGC7331,14.7,36.31,238,9,47.97,173.78,37.11,0,0,1,75,36,35,0,NGC7331_rotmod.dat
NGC7793,3.61,0.11,9.1,8.5,0.65,27.23,0,1208.98,0,1,47,46,0,0,NGC7793_rotmod.dat
NGC7793,3.61,0.14,17.6,7.4,0.65,29.91,0,1005.64,0,1,47,46,1,0,NGC7793_rotmod.dat
NGC7793,3.61,0.17,19.3,7.4,0.65,32.32,0,927.7,0,1,47,46,2,0,NGC7793_rotmod.dat
NGC7793,3.61,0.21,24.8,6.4,0.65,35.62,0,855.59,0,1,47,46,3,0,NGC7793_rotmod.dat
NGC7793,3.61,0.24,30,7.2,0.74,37.98,0,779.54,0,1,47,46,4,0,NGC7793_rotmod.dat
NGC7793,3.61,0.28,35,7.3,0.9,40.67,0,719.48,0,1,47,46,5,0,NGC7793_rotmod.dat
NGC7793,3.61,0.32,38.3,7.6,1.05,43.2,0,673.21,0,1,47,46,6,0,NGC7793_rotmod.dat
NGC7793,3.61,0.35,42.7,8.8,1.21,45.04,0,639.89,0,1,47,46,7,0,NGC7793_rotmod.dat
NGC7793,3.61,0.39,47,5.3,1.36,47.33,0,592.88,0,1,47,46,8,0,NGC7793_rotmod.dat
NGC7793,3.61,0.42,49.8,5.6,1.52,48.89,0,570.71,0,1,47,46,9,0,NGC7793_rotmod.dat
NGC7793,3.61,0.46,52.2,6.2,1.67,51,0,547.08,0,1,47,46,10,0,NGC7793_rotmod.dat
NGC7793,3.61,0.49,53.4,6.3,1.83,52.6,0,532.24,0,1,47,46,11,0,NGC7793_rotmod.dat
NGC7793,3.61,0.53,54.6,5.9,1.99,54.8,0,510.29,0,1,47,46,12,0,NGC7793_rotmod.dat
NGC7793,3.61,0.56,55.5,6.9,2.12,56.23,0,470.53,0,1,47,46,13,0,NGC7793_rotmod.dat
NGC7793,3.61,0.6,55.9,7.5,2.23,57.57,0,435.19,0,1,47,46,14,0,NGC7793_rotmod.dat
NGC7793,3.61,0.63,58.3,7.4,2.35,58.53,0,427.73,0,1,47,46,15,0,NGC7793_rotmod.dat
NGC7793,3.61,0.66,59.3,6.3,2.47,59.59,0,418.4,0,1,47,46,16,0,NGC7793_rotmod.dat
NGC7793,3.61,0.7,59.5,6.7,2.59,61.08,0,407.7,0,1,47,46,17,0,NGC7793_rotmod.dat
NGC7793,3.61,0.87,59.1,5.1,3.18,66.09,0,332.63,0,1,47,46,18,0,NGC7793_rotmod.dat
NGC7793,3.61,1.05,62.6,5.5,3.96,69.65,0,278.38,0,1,47,46,19,0,NGC7793_rotmod.dat
NGC7793,3.61,1.22,65.6,4.8,5.5,72.34,0,246.3,0,1,47,46,20,0,NGC7793_rotmod.dat
NGC7793,3.61,1.4,70.7,4.6,7.05,75.45,0,231.32,0,1,47,46,21,0,NGC7793_rotmod.dat
NGC7793,3.61,1.57,73.9,4,8.58,78.94,0,213.33,0,1,47,46,22,0,NGC7793_rotmod.dat
NGC7793,3.61,1.75,78.5,4.2,10.09,82.71,0,201.89,0,1,47,46,23,0,NGC7793_rotmod.dat
NGC7793,3.61,1.92,82.4,4.6,11.55,87.55,0,189.35,0,1,47,46,24,0,NGC7793_rotmod.dat
NGC7793,3.61,2.1,87.1,4.9,13.06,92.38,0,166.62,0,1,47,46,25,0,NGC7793_rotmod.dat
NGC7793,3.61,2.27,89.6,5.4,14.78,95.96,0,136.43,0,1,47,46,26,0,NGC7793_rotmod.dat
NGC7793,3.61,2.45,94.9,5.7,16.4,96.45,0,101.1,0,1,47,46,27,0,NGC7793_rotmod.dat
NGC7793,3.61,2.62,98.1,5,18.13,95.98,0,91.89,0,1,47,46,28,0,NGC7793_rotmod.dat
NGC7793,3.61,2.79,99.3,5.7,20.29,96.23,0,81.24,0,1,47,46,29,0,NGC7793_rotmod.dat
NGC7793,3.61,2.97,98.6,7.2,22.34,96.64,0,70.11,0,1,47,46,30,0,NGC7793_rotmod.dat
NGC7793,3.61,3.16,101,8.7,24.5,96.45,0,55.69,0,1,47,46,31,0,NGC7793_rotmod.dat
NGC7793,3.61,3.33,103,9.4,26.22,95.51,0,46.58,0,1,47,46,32,0,NGC7793_rotmod.dat
NGC7793,3.61,3.51,107,9.1,27.95,94.38,0,39.61,0,1,47,46,33,0,NGC7793_rotmod.dat
NGC7793,3.61,3.68,114,7.4,29.68,93.3,0,34.08,0,1,47,46,34,0,NGC7793_rotmod.dat
NGC7793,3.61,3.85,112,8.1,29.78,92.28,0,29.83,0,1,47,46,35,0,NGC7793_rotmod.dat
NGC7793,3.61,4.03,114,7.6,30,91.15,0,24.84,0,1,47,46,36,0,NGC7793_rotmod.dat
NGC7793,3.61,4.2,116,7.2,30.11,89.82,0,20.34,0,1,47,46,37,0,NGC7793_rotmod.dat
NGC7793,3.61,4.38,114,7.8,30.65,88.18,0,17.27,0,1,47,46,38,0,NGC7793_rotmod.dat
NGC7793,3.61,4.73,114,11.4,31.83,85.52,0,14.11,0,1,47,46,39,0,NGC7793_rotmod.dat
NGC7793,3.61,5.25,109,9.9,33.35,82.4,0,8.84,0,1,47,46,40,0,NGC7793_rotmod.dat
NGC7793,3.61,5.78,107,12.6,34.64,77.56,0,3.77,0,1,47,46,41,0,NGC7793_rotmod.dat
NGC7793,3.61,6.3,105,12.5,34.75,74.17,0,4.92,0,1,47,46,42,0,NGC7793_rotmod.dat
NGC7793,3.61,6.82,101,5.2,33.99,71.94,0,2.59,0,1,47,46,43,0,NGC7793_rotmod.dat
NGC7793,3.61,7.35,94.5,4.6,32.7,69.09,0,1.7,0,1,47,46,44,0,NGC7793_rotmod.dat
NGC7793,3.61,7.87,90.8,6.1,30.97,66.92,0,0,0,1,47,46,45,0,NGC7793_rotmod.dat
NGC7814,14.4,0.63,265,15,-0.69,39.69,345.22,482.94,6648.99,1,90,18,0,1,NGC7814_rotmod.dat
NGC7814,14.4,1.72,250,15,-2.33,81.63,298.99,314.38,709.44,1,90,18,1,1,NGC7814_rotmod.dat
NGC7814,14.4,2.79,233,7.29,-3.94,104.82,255.24,206.27,199.44,1,90,18,2,1,NGC7814_rotmod.dat
NGC7814,14.4,3.91,230,6.45,-5.06,118.95,225.3,132.93,74.66,1,90,18,3,1,NGC7814_rotmod.dat
NGC7814,14.4,5.03,228,5.37,-3.48,122.96,203.41,76.78,26.96,1,90,18,4,1,NGC7814_rotmod.dat
NGC7814,14.4,6.14,228,5.16,1.4,120.03,186.27,47.7,9.82,1,90,18,5,0,NGC7814_rotmod.dat
NGC7814,14.4,7.26,227,5.94,-1.38,115.88,172.25,31.38,3.55,1,90,18,6,1,NGC7814_rotmod.dat
NGC7814,14.4,8.37,226,3,5.96,113.5,160.83,22.99,1.29,1,90,18,7,0,NGC7814_rotmod.dat
NGC7814,14.4,9.5,223,3.92,11.22,109.97,151.12,14.94,0.47,1,90,18,8,0,NGC7814_rotmod.dat
NGC7814,14.4,10.65,219,2.9,16.09,105.99,142.79,9.9,0.16,1,90,18,9,0,NGC7814_rotmod.dat
NGC7814,14.4,11.74,216,2.55,18.57,102.02,136.04,6.36,0.06,1,90,18,10,0,NGC7814_rotmod.dat
NGC7814,14.4,12.82,214,2.55,19.07,97.84,130.19,4.05,0.02,1,90,18,11,0,NGC7814_rotmod.dat
NGC7814,14.4,14.01,214,3.07,17.78,93.27,124.54,2.46,0.01,1,90,18,12,0,NGC7814_rotmod.dat
NGC7814,14.4,15.09,214,3.61,20.16,89.43,120.01,1.62,0,1,90,18,13,0,NGC7814_rotmod.dat
NGC7814,14.4,16.18,214,4.46,23.24,85.93,115.89,1.06,0,1,90,18,14,0,NGC7814_rotmod.dat
NGC7814,14.4,17.36,214,5.07,23.44,82.48,111.88,0.66,0,1,90,18,15,0,NGC7814_rotmod.dat
NGC7814,14.4,18.44,214,4.78,23.34,79.67,108.55,0.43,0,1,90,18,16,0,NGC7814_rotmod.dat
NGC7814,14.4,19.53,214,4.87,22.64,77.35,105.49,0,0,1,90,18,17,0,NGC7814_rotmod.dat
UGC00128,64.5,1.25,34.1,18.8,1.71,29.4,0,81.19,0,1,57,22,0,0,UGC00128_rotmod.dat
UGC00128,64.5,3.75,78.4,6.54,4.27,49.15,0,28.11,0,1,57,22,1,0,UGC00128_rotmod.dat
UGC00128,64.5,6.25,96.9,2.44,7.23,50.52,0,15.91,0,1,57,22,2,0,UGC00128_rotmod.dat
UGC00128,64.5,8.76,108,1.26,11.57,51.47,0,10.69,0,1,57,22,3,0,UGC00128_rotmod.dat
UGC00128,64.5,11.25,113,1,13.37,53.63,0,8.58,0,1,57,22,4,0,UGC00128_rotmod.dat
UGC00128,64.5,13.74,114,0.86,16.66,57.25,0,6.03,0,1,57,22,5,0,UGC00128_rotmod.dat
UGC00128,64.5,16.22,121,0.68,23.15,57.75,0,3.5,0,1,57,22,6,0,UGC00128_rotmod.dat
UGC00128,64.5,18.71,126,0.55,30.33,55.23,0,2.13,0,1,57,22,7,0,UGC00128_rotmod.dat
UGC00128,64.5,21.3,128,0.63,35.52,52.6,0,1.35,0,1,57,22,8,0,UGC00128_rotmod.dat
UGC00128,64.5,23.79,129,0.61,39.51,50.52,0,0.8,0,1,57,22,9,0,UGC00128_rotmod.dat
UGC00128,64.5,26.28,129,0.65,42,47.75,0,0.59,0,1,57,22,10,0,UGC00128_rotmod.dat
UGC00128,64.5,28.77,131,0.73,44.9,45.88,0,0.38,0,1,57,22,11,0,UGC00128_rotmod.dat
UGC00128,64.5,31.25,131,0.83,45.1,43.92,0,0.25,0,1,57,22,12,0,UGC00128_rotmod.dat
UGC00128,64.5,33.74,131,0.75,43,42.1,0,0.17,0,1,57,22,13,0,UGC00128_rotmod.dat
UGC00128,64.5,36.23,127,1.24,42.3,40.43,0,0.11,0,1,57,22,14,0,UGC00128_rotmod.dat
UGC00128,64.5,38.82,126,1.4,42.4,38.83,0,0.07,0,1,57,22,15,0,UGC00128_rotmod.dat
UGC00128,64.5,41.31,130,1.62,41.7,37.43,0,0.05,0,1,57,22,16,0,UGC00128_rotmod.dat
UGC00128,64.5,43.8,132,2.01,40.21,36.18,0,0.03,0,1,57,22,17,0,UGC00128_rotmod.dat
UGC00128,64.5,46.28,134,2.1,38.81,35.02,0,0.02,0,1,57,22,18,0,UGC00128_rotmod.dat
UGC00128,64.5,48.77,129,2.66,37.11,33.97,0,0.01,0,1,57,22,19,0,UGC00128_rotmod.dat
UGC00128,64.5,51.26,132,4.67,35.72,33.04,0,0.01,0,1,57,22,20,0,UGC00128_rotmod.dat
UGC00128,64.5,53.75,125,5.95,34.72,32.1,0,0,0,1,57,22,21,0,UGC00128_rotmod.dat
UGC00191,17.1,0.62,29.9,1.42,1.81,21.8,0,93.29,0,1,45,9,0,0,UGC00191_rotmod.dat
UGC00191,17.1,0.87,34.4,2.31,2.95,28.35,0,79.29,0,1,45,9,1,0,UGC00191_rotmod.dat
UGC00191,17.1,1.12,46.3,2.05,4.13,31.91,0,60.27,0,1,45,9,2,0,UGC00191_rotmod.dat
UGC00191,17.1,1.37,49.8,1.87,5.34,34.28,0,48.3,0,1,45,9,3,0,UGC00191_rotmod.dat
UGC00191,17.1,1.62,57.6,2.76,6.6,35.59,0,40.48,0,1,45,9,4,0,UGC00191_rotmod.dat
UGC00191,17.1,2.3,71.3,7.5,10.14,39.66,0,30.93,0,1,45,9,5,0,UGC00191_rotmod.dat
UGC00191,17.1,4.97,76.65,1.09,23.98,41.54,0,5.25,0,1,45,9,6,0,UGC00191_rotmod.dat
UGC00191,17.1,7.45,81,0.63,33.08,37.03,0,1.18,0,1,45,9,7,0,UGC00191_rotmod.dat
UGC00191,17.1,9.98,83.85,1.04,33.72,31.94,0,0,0,1,45,9,8,0,UGC00191_rotmod.dat
UGC00731,12.5,0.91,29.6,2.38,0.8,7.82,0,8.65,0,1,57,12,0,0,UGC00731_rotmod.dat
UGC00731,12.5,1.81,44.6,2.4,5.58,11.42,0,3.94,0,1,57,12,1,0,UGC00731_rotmod.dat
UGC00731,12.5,2.73,50.4,2.86,7.79,12.3,0,2.74,0,1,57,12,2,0,UGC00731_rotmod.dat
UGC00731,12.5,3.64,56.8,3.43,14,13.66,0,2.16,0,1,57,12,3,0,UGC00731_rotmod.dat
UGC00731,12.5,4.55,60.7,2.98,16.12,14.46,0,1.44,0,1,57,12,4,0,UGC00731_rotmod.dat
UGC00731,12.5,5.45,64.7,2.46,18.25,14.91,0,0.97,0,1,57,12,5,0,UGC00731_rotmod.dat
UGC00731,12.5,6.36,68,2.38,23.38,14.47,0,0.68,0,1,57,12,6,0,UGC00731_rotmod.dat
UGC00731,12.5,7.28,71.5,2.52,30,14.77,0,0.58,0,1,57,12,7,0,UGC00731_rotmod.dat
UGC00731,12.5,8.19,73.4,2.68,33.62,14.75,0,0.24,0,1,57,12,8,0,UGC00731_rotmod.dat
UGC00731,12.5,9.09,74,2.83,34.88,13.66,0,0.15,0,1,57,12,9,0,UGC00731_rotmod.dat
UGC00731,12.5,10,73.8,3.22,36,13.17,0,0.13,0,1,57,12,10,0,UGC00731_rotmod.dat
UGC00731,12.5,10.91,73.9,3.42,35.75,12.83,0,0,0,1,57,12,11,0,UGC00731_rotmod.dat
UGC00891,10.2,1.48,24.35,2.92,9.7,18.56,0,11.7,0,2,60,5,0,0,UGC00891_rotmod.dat
UGC00891,10.2,2.97,43.55,1.4,18.44,19.59,0,3.03,0,2,60,5,1,0,UGC00891_rotmod.dat
UGC00891,10.2,4.45,54.15,0.67,22.96,18.92,0,1.26,0,2,60,5,2,0,UGC00891_rotmod.dat
UGC00891,10.2,5.94,60.15,0.48,21.83,18.18,0,0.53,0,2,60,5,3,0,UGC00891_rotmod.dat
UGC00891,10.2,7.39,63.75,0.95,21.02,16.53,0,0,0,2,60,5,4,0,UGC00891_rotmod.dat
UGC01281,5.27,0.08,1.41,4,-5.85,1.5,0,25.4,0,1,90,25,0,1,UGC01281_rotmod.dat
UGC01281,5.27,0.23,4.46,4,-5.85,3.55,0,21.88,0,1,90,25,1,1,UGC01281_rotmod.dat
UGC01281,5.27,0.38,7.71,4,-0.98,5.31,0,22.81,0,1,90,25,2,1,UGC01281_rotmod.dat
UGC01281,5.27,0.54,11,4,-2.22,8.22,0,20.9,0,1,90,25,3,1,UGC01281_rotmod.dat
UGC01281,5.27,0.69,14.2,4,-3.47,10.22,0,20.6,0,1,90,25,4,1,UGC01281_rotmod.dat
UGC01281,5.27,0.84,17.2,5.78,-4.43,12.07,0,18.77,0,1,90,25,5,1,UGC01281_rotmod.dat
UGC01281,5.27,1,20.2,4.74,-5.15,13.91,0,17.42,0,1,90,25,6,1,UGC01281_rotmod.dat
UGC01281,5.27,1.15,23.2,4,-5.85,15.41,0,15.5,0,1,90,25,7,1,UGC01281_rotmod.dat
UGC01281,5.27,1.3,26.4,7.13,-1.76,16.74,0,13.82,0,1,90,25,8,1,UGC01281_rotmod.dat
UGC01281,5.27,1.46,29.3,4.38,2.33,17.86,0,11.93,0,1,90,25,9,0,UGC01281_rotmod.dat
UGC01281,5.27,1.61,31.6,4.94,5.46,18.77,0,9.92,0,1,90,25,10,0,UGC01281_rotmod.dat
UGC01281,5.27,1.76,34.6,4,7.63,19.16,0,8.28,0,1,90,25,11,0,UGC01281_rotmod.dat
UGC01281,5.27,1.92,37.4,7.09,9.79,19.52,0,7.06,0,1,90,25,12,0,UGC01281_rotmod.dat
UGC01281,5.27,2.07,39.9,4,11.26,19.66,0,6.14,0,1,90,25,13,0,UGC01281_rotmod.dat
UGC01281,5.27,2.22,42.2,4.37,12.73,19.81,0,5.37,0,1,90,25,14,0,UGC01281_rotmod.dat
UGC01281,5.27,2.38,44.4,4.58,13.9,19.88,0,4.87,0,1,90,25,15,0,UGC01281_rotmod.dat
UGC01281,5.27,2.53,46.7,5.91,14.68,20.02,0,4.22,0,1,90,25,16,0,UGC01281_rotmod.dat
UGC01281,5.27,2.68,48.5,7.72,15.47,19.97,0,3.59,0,1,90,25,17,0,UGC01281_rotmod.dat
UGC01281,5.27,2.76,49.3,9.73,15.76,19.92,0,3.33,0,1,90,25,18,0,UGC01281_rotmod.dat
UGC01281,5.27,3.07,53,4,16.84,19.61,0,2.64,0,1,90,25,19,0,UGC01281_rotmod.dat
UGC01281,5.27,3.46,54.1,4,18.3,19.28,0,2.1,0,1,90,25,20,0,UGC01281_rotmod.dat
UGC01281,5.27,3.83,55,4,18.5,18.95,0,1.62,0,1,90,25,21,0,UGC01281_rotmod.dat
UGC01281,5.27,4.23,55.7,4,18.21,18.54,0,1.37,0,1,90,25,22,0,UGC01281_rotmod.dat
UGC01281,5.27,4.62,56.4,4,19.58,18.33,0,1.19,0,1,90,25,23,0,UGC01281_rotmod.dat
UGC01281,5.27,4.99,56.9,4,20.46,18.23,0,0.96,0,1,90,25,24,0,UGC01281_rotmod.dat
UGC02259,10.5,1.02,56.1,3.4,4.05,24.58,0,54.4,0,2,41,8,0,0,UGC02259_rotmod.dat
UGC02259,10.5,2.04,71.1,3,7.98,36.06,0,30.79,0,2,41,8,1,0,UGC02259_rotmod.dat
UGC02259,10.5,3.05,80.7,1.5,14.47,40.35,0,17.94,0,2,41,8,2,0,UGC02259_rotmod.dat
UGC02259,10.5,4.07,82.8,1.5,19.07,42.21,0,8.16,0,2,41,8,3,0,UGC02259_rotmod.dat
UGC02259,10.5,5.09,83.7,1.5,21.9,39.32,0,4.45,0,2,41,8,4,0,UGC02259_rotmod.dat
UGC02259,10.5,6.11,86,1.5,24.6,37.93,0,2.49,0,2,41,8,5,0,UGC02259_rotmod.dat
UGC02259,10.5,7.13,88.3,2.3,26.68,36.09,0,1.32,0,2,41,8,6,0,UGC02259_rotmod.dat
UGC02259,10.5,8.14,90,3,25.72,33.53,0,0,0,2,41,8,7,0,UGC02259_rotmod.dat
UGC02487,69.1,9.93,377,10.3,-13.26,255.96,207.88,296.2,20.38,1,36,17,0,1,UGC02487_rotmod.dat
UGC02487,69.1,10.05,377,19.7,-13.37,257.66,206.72,291.07,19.35,1,36,17,1,1,UGC02487_rotmod.dat
UGC02487,69.1,10.35,378,10.8,-13.47,261.62,204.38,276.87,17.03,1,36,17,2,1,UGC02487_rotmod.dat
UGC02487,69.1,15.07,367,10.7,-11.85,272.35,172.87,136.01,2.35,1,36,17,3,1,UGC02487_rotmod.dat
UGC02487,69.1,20.09,364,6.67,13.97,269.96,151.39,75.01,0.29,1,36,17,4,0,UGC02487_rotmod.dat
UGC02487,69.1,25.12,375,6.19,27.34,262.34,134.72,44.66,0.03,1,36,17,5,0,UGC02487_rotmod.dat
UGC02487,69.1,30.14,383,3.82,34.12,253.37,123.32,22.26,0,1,36,17,6,0,UGC02487_rotmod.dat
UGC02487,69.1,35.17,378,2.21,36.15,235.34,114.11,10.73,0,1,36,17,7,0,UGC02487_rotmod.dat
UGC02487,69.1,40.19,364,4,36.15,219.18,106.71,6.11,0,1,36,17,8,0,UGC02487_rotmod.dat
UGC02487,69.1,45.21,349,3,35.84,206.41,100.63,3.48,0,1,36,17,9,0,UGC02487_rotmod.dat
UGC02487,69.1,50.24,338,3.08,37.87,194.11,95.47,1.63,0,1,36,17,10,0,UGC02487_rotmod.dat
UGC02487,69.1,55.26,332,2.19,41.62,183.23,91.03,1.27,0,1,36,17,11,0,UGC02487_rotmod.dat
UGC02487,69.1,60.28,330,1.61,44.55,174.98,87.16,0.47,0,1,36,17,12,0,UGC02487_rotmod.dat
UGC02487,69.1,65.31,329,2.2,46.17,166.27,83.74,0.25,0,1,36,17,13,0,UGC02487_rotmod.dat
UGC02487,69.1,70.33,330,3.53,46.48,159.17,80.69,0.13,0,1,36,17,14,0,UGC02487_rotmod.dat
UGC02487,69.1,75.35,332,13.4,44.86,152.96,77.96,0.07,0,1,36,17,15,0,UGC02487_rotmod.dat
UGC02487,69.1,80.38,333,15.3,42.32,147.51,75.48,0,0,1,36,17,16,0,UGC02487_rotmod.dat
UGC02885,80.6,1.7,305,10,0,92.31,265.84,879.93,1173.44,1,64,19,0,0,UGC02885_rotmod.dat
UGC02885,80.6,3.41,257,10,0,152.76,236.42,657.78,159.82,1,64,19,1,0,UGC02885_rotmod.dat
UGC02885,80.6,6.82,256,10,0,220.93,175.44,363.12,0.01,1,64,19,2,0,UGC02885_rotmod.dat
UGC02885,80.6,13.67,271,10,0,244.9,123.9,125.25,0,1,64,19,3,0,UGC02885_rotmod.dat
UGC02885,80.6,19.49,282,10,0,240.52,103.77,61.48,0,1,64,19,4,0,UGC02885_rotmod.dat
UGC02885,80.6,23.36,287,10,28.79,238.85,94.78,47.36,0,1,64,19,5,0,UGC02885_rotmod.dat
UGC02885,80.6,27.24,283,10,40.2,232.97,87.77,30.75,0,1,64,19,6,0,UGC02885_rotmod.dat
UGC02885,80.6,31.22,280,10,45.05,223.71,81.99,18.49,0,1,64,19,7,0,UGC02885_rotmod.dat
UGC02885,80.6,35.1,280,10,50.3,214.74,77.32,13.99,0,1,64,19,8,0,UGC02885_rotmod.dat
UGC02885,80.6,38.97,281,10,59.7,206.96,73.38,9.86,0,1,64,19,9,0,UGC02885_rotmod.dat
UGC02885,80.6,42.85,282,10,67.17,198.69,69.98,6.64,0,1,64,19,10,0,UGC02885_rotmod.dat
UGC02885,80.6,46.73,287,10,65.05,189.07,67.02,5.23,0,1,64,19,11,0,UGC02885_rotmod.dat
