source_id,ra_deg,dec_deg,GLON_deg,GLAT_deg,Dist_kpc,e_mu_mag,ruwe,pmra,pmra_error,pmdec,pmdec_error,R_kpc,phi_rad,s_phase_kpc,d_perp_kpc,gaia_source_rv,gaia_source_rv_error,gaia_source_rv_transits,gaia_vari_rv,gaia_vari_rv_error,gaia_vari_rv_epochs,melnik_name,eU_1,eV_1,eU_2,eV_2,eU_5,eV_5,best_min_neff_sigmaRV_1,best_h_sigmaRV_1,best_neffU_sigmaRV_1,best_neffV_sigmaRV_1,passes_single_sigmaRV_1,passing_h_sigmaRV_1,best_min_neff_sigmaRV_2,best_h_sigmaRV_2,best_neffU_sigmaRV_2,best_neffV_sigmaRV_2,passes_single_sigmaRV_2,passing_h_sigmaRV_2,best_min_neff_sigmaRV_5,best_h_sigmaRV_5,best_neffU_sigmaRV_5,best_neffV_sigmaRV_5,passes_single_sigmaRV_5,passing_h_sigmaRV_5,provenance,type_best_classification,type2_best_sub_classification,mode_best_classification,pf,p1_o,main_id,otype,rvz_radvel,rvz_err,rvz_bibcode,gaia_sos_DCEP,simbad_obvious_nonclassical,known_literature_conflict,target_quality_pass
4314393025132914944,286.6086918877812,13.89080092201919,46.99246,3.03667,19.02,0.11,0.9778973,-1.9833012274690167,0.046539225,-3.8116205404015,0.04907785,14.69706906796022,1.2376712611949898,-1.9704265331367865,-0.9701174777145564,,,,,,,,2.04749221768976,16.981998887915736,2.6573852079052203,17.58867228603862,4.985829013567208,17.09496106321625,3.151275627591979,10.0,3.6274910817252097,3.151275627591979,True,10.0,3.122209096808753,10.0,3.7144818225922007,3.122209096808753,True,7.0;10.0,3.3616837911410182,7.0,3.3616837911410182,3.62597644500952,True,7.0;10.0,Gaia_DR3,DCEP,,FIRST_OVERTONE,,1.2053969076822983,OGLE GD-CEP-1446,cC*,,,,True,False,False,True
4311113353708708864,283.02625047455984,8.909659913223521,40.94929,3.90269,19.46,0.118,1.0112082,-1.841608336838728,0.05391124,-3.706346085095438,0.05217666,14.295114740742637,1.0976004359293696,-4.1909205037905375,-0.8714307903020972,,,,,,,,2.274026222609564,17.993059486570335,2.7944309794628523,18.706532026099776,5.280411352957716,18.497458271879687,3.113934982275573,10.0,3.620401399263109,3.113934982275573,True,7.0;10.0,3.1106129729591543,7.0,3.1106129729591543,3.620588366111526,True,7.0;10.0,3.449685018354483,7.0,3.449685018354483,3.623563744127395,True,7.0;10.0,Gaia_DR3,DCEP,,FUNDAMENTAL,2.5068280452665044,,ATO J283.0262+08.9096,cC*,,,,True,False,False,True
4505886787660255616,284.4408089915993,12.366625225265622,44.67068,4.22459,20.12,0.125,0.9809943,-1.6923847996921744,0.061146352,-3.0136224310348845,0.05916045,15.377150223109387,1.1614214744542712,-3.1881593335627447,-0.0389166975376213,,,,,,,,2.463142856709849,16.51686880234175,3.0678273511516,16.05795384686312,4.965706524053933,16.156027674143566,2.933049048874121,10.0,2.933049048874121,3.3162095696487865,False,,3.032629297705536,10.0,3.032629297705536,3.320726508676544,True,10.0,3.319998081222425,10.0,3.4346000454610093,3.319998081222425,True,10.0,Gaia_DR3,DCEP,,FUNDAMENTAL,2.4984461641185134,,OGLE GD-CEP-1415,cC*,,,,True,False,False,True
4505886718970731648,284.4161485042622,12.352228057471631,44.64688,4.23958,20.27,0.128,1.0778232,-1.604236231197019,0.06265406,-3.0046358643721462,0.06129574,15.512614590520496,1.157335315881019,-3.2528085686505253,0.1072938485783401,,,,,,,,2.645558499808271,16.133443487997052,2.98591477841652,17.116230059715893,5.665703809454024,15.98313732817504,2.9731183847309026,10.0,2.9731183847309026,3.319616088096905,False,,3.0301672462563776,10.0,3.0301672462563776,3.305037166257421,True,10.0,3.320775212641476,10.0,3.6114578667505577,3.320775212641476,True,10.0,Gaia_DR3,DCEP,,FIRST_OVERTONE,,1.7551480091279708,ATO J284.4161+12.3522,cC*,,,,True,False,False,True
2004103831357741696,332.3273351119659,51.40539088771709,98.96118,-3.75972,18.05,0.12,1.0821587,-1.527639843362767,0.028938683,-1.0061693727063314,0.023898073,20.894286466671712,2.122768831537908,13.865547560825528,1.5699857090626277,-157.05675,6.748313,24.0,,,,,2.352274660200924,5.771431847507091,2.6405654562591363,6.036279169842565,5.017354565879937,6.122880593752417,3.0231486469808004,7.0,3.0231486469808004,3.167593017316675,True,7.0;10.0,3.0154334141085424,7.0,3.0154334141085424,3.1512369028497,True,7.0,2.9820609983383783,10.0,4.060739660909169,2.9820609983383783,False,,Gaia_DR3,DCEP,,FUNDAMENTAL,2.6316351692782654,,V* IT Lac,cC*,,,,True,False,False,True
2072235820984829312,299.7147335166733,37.64724721832573,73.47959,4.2546,16.91,0.114,1.0837891,-1.9229118564544283,0.01653112,-2.96508599027361,0.016536169,16.511470371965622,1.7753462552515935,7.258123211473825,-1.240163575126199,-121.079636,5.3372207,19.0,,,,,1.3769466659167915,10.842603016785148,2.041321640230114,10.733995886051412,4.192820814631903,10.94021711985037,3.630966795850104,7.0,3.663539491546846,3.630966795850104,True,7.0;10.0,3.6307697243812234,7.0,3.676714703010585,3.6307697243812234,True,7.0;10.0,3.630895435208741,7.0,3.695212819231884,3.630895435208741,True,7.0;10.0,Gaia_DR3,DCEP,,FUNDAMENTAL,3.892005063798396,,V* QY Cyg,cC*,,,,True,False,True,False
2162679246615275264,315.6675454469324,45.0927948398114,86.53015,-1.0014,16.6,0.119,1.0075232,-1.488018091644408,0.038191304,-1.917111084075193,0.040658776,18.04236702476445,1.9780054530634763,11.047321291401156,-0.5855835917497793,,,,,,,,2.114646876566358,7.188975337906586,2.8482822897699984,7.226193337426988,5.14260334742697,7.211793674677992,3.502873298698144,7.0,3.696052643193629,3.502873298698144,True,7.0;10.0,3.506395060927186,7.0,3.6975889007542566,3.506395060927186,True,7.0;10.0,3.5050383663285545,7.0,3.643414348359748,3.5050383663285545,True,7.0;10.0,Gaia_DR3,ACEP,,FUNDAMENTAL,2.113105548469126,,ATO J315.6675+45.0927,RR*,,,,False,True,False,False
2022722274099045376,291.4078153745641,23.882815060219805,57.96622,3.6493,18.16,0.112,1.0100534,-1.9171463629831087,0.021782262,-3.094161755093133,0.03678339,15.433214865931411,1.4758144929566603,1.9749487268872288,-1.1240822964573338,,,,,,,,1.5279317163236226,11.73042983665835,2.295180672562629,11.825257929111668,4.597077447099298,11.80726823192073,3.3076037103872182,10.0,3.831275670201773,3.3076037103872182,True,7.0;10.0,3.305280782270784,10.0,3.915622753947203,3.305280782270784,True,7.0;10.0,3.4119105065539994,7.0,3.4685467940681995,3.4119105065539994,True,7.0;10.0,Gaia_DR3,DCEP,,FIRST_OVERTONE,,1.4024645101696125,ATO J291.4078+23.8828,RR*,,,,True,True,False,False
2062016551910446592,301.971634553472,39.1584105261668,75.70288,3.55389,18.32,0.126,1.0700777,-1.6644240257625436,0.05684603,-2.210597517861716,0.057449155,18.087231685215286,1.7730766456083806,7.216691153427344,0.3037363222074158,,,,,,,,2.510808439306244,10.306839437198116,3.0057621028114414,10.557184303272974,5.0553370578159385,10.475870615799217,3.2115800695273977,10.0,3.379660355090416,3.2115800695273977,True,7.0;10.0,3.2304274672870066,10.0,3.463247225496213,3.2304274672870066,True,7.0;10.0,3.2245151276959887,10.0,3.8749581824967594,3.2245151276959887,True,5.0;7.0;10.0,Gaia_DR3,DCEP,,FUNDAMENTAL,1.8781781251000016,,ATO J301.9716+39.1584,RR*,,,,True,True,False,False
4320461195449352064,287.1801308992297,14.612945262012124,47.88927,2.87505,18.78,0.111,1.0892081,-1.8976980732451216,0.036559455,-3.9008443182844506,0.035308983,14.601980512656118,1.2626974321340465,-1.5660179682254345,-1.1520058195077745,,,,,,,,1.6845488859954365,16.273425627892724,2.357241566139798,16.99379717731823,4.741514453517594,17.191220923882096,3.158566984661363,7.0,3.158566984661363,3.630848442202211,True,7.0;10.0,3.2210355860557294,7.0,3.2210355860557294,3.625751730607567,True,7.0;10.0,3.4996341732201843,7.0,3.4996341732201843,3.623174598275401,True,7.0;10.0,Gaia_DR3,DCEP,,FUNDAMENTAL,2.8189079877944865,,ATO J287.1801+14.6129,RR*,,,,True,True,False,False
4280510268611908480,280.6046605213631,3.902137573249485,35.38266,3.78228,20.97,0.121,1.0823079,-1.789674189764643,0.066828,-3.4954935852498403,0.06449132,15.039737229798773,0.9366737985272175,-6.654270217860955,0.3976052768515683,,,,,,,,2.551775557222614,19.495213376438866,2.954671817547441,19.78705747480916,5.485537439748211,21.54831430506889,3.1268243973878653,10.0,3.3755778335161515,3.1268243973878653,True,7.0;10.0,3.113939208027736,10.0,3.4436155320605164,3.113939208027736,True,7.0;10.0,,,,,False,,P21,,,,,,OGLE GD-CEP-1794,RS*,,,,False,True,False,False
