R_kpc,n,mean_vphi_kms,sigma_R_kms,sigma_phi_kms,sigma_z_kms,mean_vr_kms,mean_vz_kms,dln_sigmaR2_dR_per_kpc,hnu_kpc,dln_nusigR2_dlnR,Vc_jeans_kms,Vc_eilers_kms,Vc_minus_eilers_kms,n_stars,Rbirth_median_kpc,Rguide_median_kpc,deltaR_guide_median_kpc,abs_deltaR_guide_median_kpc,outward_guide_fraction_gt0p5,inward_guide_fraction_gt0p5,outward_guide_fraction_gt1,inward_guide_fraction_gt1,inner_born_fraction_lt6,guide_history_distance_time_median,epicycle_offset_median_kpc,age_median_gyr,Vbar_mcmillan17_kms,chi_jeans,gres_jeans_kms2perkpc
5.0,242,182.07578400896062,82.12223789210371,51.58330242831998,55.11696904070347,-4.063532432495496,1.9825807579183632,-0.2627584489615114,3.5,-2.7423636733789856,218.08951551083433,234.3074,-16.21788448916567,2661,3.4648506872993203,4.50574753545178,1.0136775268589182,1.5267747113723231,0.5967681322810974,0.229988726042841,0.5043216835776024,0.1664787673806839,0.8880120255543029,10.353497540361332,0.4976991076296402,7.72,185.6118180253897,0.38056966424962485,2622.257957012013
5.5,290,183.4244755425646,71.33358394592595,45.26604910507546,54.11390531499885,-3.6058583721837514,2.1307531742423604,-0.2627584489615114,3.5,-3.0166000407168845,214.371133330195,233.4574,-19.086266669805013,3479,3.619320529908224,5.1557354453830255,1.4048652626315308,1.7779821844958068,0.6924403564242598,0.1747628628916355,0.5924116125323369,0.1195745903995401,0.8764012647312446,11.20981173680639,0.3490301167532603,7.28,185.38222216590256,0.33720022350132384,2106.984456382578
6.0,315,188.16398920556512,66.22016929145693,44.83772577504912,55.105384279833316,2.7002386142876356,1.434897015558554,-0.2627584489615114,3.5,-3.290836408054783,217.85701734970033,232.6074,-14.750382650299684,4663,3.701882737853024,5.730030041877224,1.869128603470416,2.1120842287146555,0.7488741153763672,0.1336049753377653,0.6620201586961184,0.0997212095217671,0.8563156766030452,13.705435503449142,0.2940633823014513,7.14,184.6548424366739,0.39194381173816584,2227.3781955324607
6.5,252,186.80964331352664,66.83382389313034,45.23937484532145,50.410373378581134,5.839762568371792,1.5084025409679704,-0.2627584489615114,3.5,-3.5650727753926814,220.00456445954302,231.7574,-11.75283554045697,4974,3.815746898363518,6.251449656269828,2.2628340798076936,2.4254719975314805,0.7784479292320065,0.1164053075995174,0.7052673904302372,0.0846401286690792,0.8092078809811017,14.603708916479365,0.228168320894941,6.69,183.46774927629227,0.4379504337005739,2267.9374397730435
7.0,145,178.52221724901054,64.09528907370867,42.80760618445213,47.434466823196566,4.740323891171539,0.8557527552032809,-0.2627584489615114,3.5,-3.8393091427305803,212.99563442945606,230.9074,-17.911765570543935,6570,4.26768396103652,6.763333121463399,2.314407811079548,2.461554397131388,0.7715372907153729,0.1299847792998477,0.7062404870624048,0.0905631659056316,0.7275494672754946,14.158172436357628,0.2576409915048234,6.19,181.8778898422391,0.37145509014159545,1755.3676389344025
7.5,135,178.66249144837457,55.86124857046298,44.75547924911976,47.63257783196844,10.94379278218649,-6.538020466220998,-0.2627584489615114,3.5,-4.113545510068478,208.8997186188969,230.0574,-21.15768138110309,8733,4.384742843411562,7.153768914616156,2.5527052164109643,2.72487032359118,0.7831214931867628,0.1228672850108782,0.721630596587656,0.0887438451849307,0.7058284667353716,17.500720105604604,0.3510876601639419,6.95,179.9525725304046,0.3475956205535649,1500.8218771658367
8.0,367,198.39621672465793,40.870876851557846,41.8250095154641,29.824202060836114,3.8923267518589517,1.5901226981507002,-0.2627584489615114,3.5,-4.387781877406377,216.26242827687216,229.2074,-12.94497172312785,26902,5.121944967594048,7.757283976790966,2.407887946235386,2.634256410727396,0.7490892870418556,0.1488736896884989,0.6880157609099695,0.1083190840829678,0.6009962084603375,15.3165838928891,0.2563607096836113,6.27,177.75907565631945,0.4801256459326689,1896.3936132525218
8.5,446,213.87607484937288,34.07777921947827,31.928004334260738,18.522282357794037,1.452262184320316,-6.274018009980631,-0.2627584489615114,3.5,-4.662018244744276,225.86512892665053,228.3574,-2.4922710733494853,16119,5.618480200916696,8.173853517310391,2.380298872238112,2.6170783285644754,0.7530864197530864,0.1431850611080092,0.6912339475153545,0.1009367826788262,0.5458775358272846,14.26633093287293,0.31760075258601,5.96,175.35996517009454,0.6589659434892,2383.9928330112584
9.0,347,186.6489379357194,51.62862654689817,44.4088162259434,34.388839988180116,0.39210260762696025,-0.3195735275857661,-0.2627584489615114,3.5,-4.936254612082174,217.4904940793475,227.5074,-10.016905920652476,15478,6.392451677402619,8.623889406169674,2.1725288684562782,2.433647586295724,0.7325235818581212,0.1499547745186716,0.6618426153249773,0.1049877245122108,0.4568419692466727,11.736916341829517,0.3708008134622718,5.32,172.81244205921985,0.5839101614251746,1937.5527649341648
9.5,276,189.56130950460192,47.856942600445386,42.58852746866292,27.45556438889674,-3.6419492733974015,-3.0433014675790213,-0.2627584489615114,3.5,-5.210490979420073,217.69360417252022,226.6574,-8.963795827479771,13550,7.14150137538411,9.037806773768176,1.891863505836731,2.2024356586482607,0.7005166051660516,0.1614760147601476,0.6264944649446494,0.111660516605166,0.3763837638376384,9.566451475071238,0.4510203654009661,4.87,170.166340367629,0.6366055571065279,1940.412831948437
