R_kpc,n,mean_vphi_kms,sigma_R_kms,sigma_phi_kms,sigma_z_kms,mean_vr_kms,mean_vz_kms,dln_sigmaR2_dR_per_kpc,hnu_kpc,dln_nusigR2_dlnR,Vc_jeans_kms,Vc_eilers_kms,Vc_minus_eilers_kms,n_stars,Rbirth_median_kpc,Rguide_median_kpc,deltaR_guide_median_kpc,abs_deltaR_guide_median_kpc,outward_guide_fraction_gt0p5,inward_guide_fraction_gt0p5,outward_guide_fraction_gt1,inward_guide_fraction_gt1,inner_born_fraction_lt6,guide_history_distance_time_median,epicycle_offset_median_kpc,age_median_gyr,Vbar_mcmillan17_kms,chi_jeans,gres_jeans_kms2perkpc
5.0,61,193.66269909897997,85.34627738470171,46.51282072543777,56.677251922141096,-4.317075233449503,-7.353821464467547,-0.42412118832173235,3.0,-3.7872726082753285,244.89005928183192,234.3074,10.582659281831923,2661,3.4648506872993203,4.50574753545178,1.0136775268589182,1.5267747113723231,0.5967681322810974,0.229988726042841,0.5043216835776024,0.1664787673806839,0.8880120255543029,10.353497540361332,0.4976991076296402,7.72,185.6118180253897,0.7407285950191339,5103.878828873753
5.5,89,196.0417277535661,61.177601288986004,43.04753235231335,56.48815535104467,7.205889706346687,3.4074501147985092,-0.42412118832173235,3.0,-4.165999869102861,228.33053516350668,233.4574,-5.126864836493326,3479,3.619320529908224,5.1557354453830255,1.4048652626315308,1.7779821844958068,0.6924403564242598,0.1747628628916355,0.5924116125323369,0.1195745903995401,0.8764012647312446,11.20981173680639,0.3490301167532603,7.28,185.38222216590256,0.5170217997990659,3230.593635070056
6.0,144,195.33574038326867,67.0091661446492,42.307305096497196,51.277292887084855,1.7215476166701735,-3.789936287469215,-0.42412118832173235,3.0,-4.5447271299303935,236.35268938225218,232.6074,3.7452893822521673,4663,3.701882737853024,5.730030041877224,1.869128603470416,2.1120842287146555,0.7488741153763672,0.1336049753377653,0.6620201586961184,0.0997212095217671,0.8563156766030452,13.705435503449142,0.2940633823014513,7.14,184.6548424366739,0.638323626624737,3627.5304904850855
6.5,93,197.98160012359827,62.88976952070073,42.442827475569096,44.19474331427043,-3.3692050616113955,2.9983931505904198,-0.42412118832173235,3.0,-4.923454390757927,237.73063059895813,231.7574,5.973230598958139,4974,3.815746898363518,6.251449656269828,2.2628340798076936,2.4254719975314805,0.7784479292320065,0.1164053075995174,0.7052673904302372,0.0846401286690792,0.8092078809811017,14.603708916479365,0.228168320894941,6.69,183.46774927629227,0.6790004723301423,3516.221184687669
7.0,37,198.4344248993849,49.9931378992146,45.972393216721855,35.161569296485965,-3.795167690887503,3.3755917840357355,-0.42412118832173235,3.0,-5.302181651585459,228.56549182752875,230.9074,-2.34190817247125,6570,4.26768396103652,6.763333121463399,2.314407811079548,2.461554397131388,0.7715372907153729,0.1299847792998477,0.7062404870624048,0.0905631659056316,0.7275494672754946,14.158172436357628,0.2576409915048234,6.19,181.8778898422391,0.5792886390850177,2737.516748699206
7.5,43,202.49372950580081,49.5378755799636,37.68480933198509,24.22817564887559,12.909615265906957,-7.613296861637049,-0.42412118832173235,3.0,-5.680908912412993,232.18701738702075,230.0574,2.129617387020744,8733,4.384742843411562,7.153768914616156,2.5527052164109643,2.72487032359118,0.7831214931867628,0.1228672850108782,0.721630596587656,0.0887438451849307,0.7058284667353716,17.500720105604604,0.3510876601639419,6.95,179.9525725304046,0.6647911036098684,2870.384357702686
8.0,170,227.3297174580635,11.111821469907248,20.11145388819397,14.26595193767172,-0.7769364149228412,4.809135328762293,-0.42412118832173235,3.0,-6.059636173240525,229.58222346451564,229.2074,0.37482346451562876,26902,5.121944967594048,7.757283976790966,2.407887946235386,2.634256410727396,0.7490892870418556,0.1488736896884989,0.6880157609099695,0.1083190840829678,0.6009962084603375,15.3165838928891,0.2563607096836113,6.27,177.75907565631945,0.6680649185559632,2638.7135440902116
8.5,277,228.79350348312965,19.74707824521589,10.077587504125445,8.70436930906594,1.9017436645155346,-5.562235669937216,-0.42412118832173235,3.0,-6.438363434068058,233.59944146256362,228.3574,5.242041462563606,16119,5.618480200916696,8.173853517310391,2.380298872238112,2.6170783285644754,0.7530864197530864,0.1431850611080092,0.6912339475153545,0.1009367826788262,0.5458775358272846,14.26633093287293,0.31760075258601,5.96,175.35996517009454,0.7745273568239042,2802.068431431166
9.0,93,222.6680365216622,20.986854555344916,24.927356509355153,15.633783234023355,-9.314825986840148,0.8762261368923889,-0.42412118832173235,3.0,-6.817090694895591,229.70536329475615,227.5074,2.197963294756164,15478,6.392451677402619,8.623889406169674,2.1725288684562782,2.433647586295724,0.7325235818581212,0.1499547745186716,0.6618426153249773,0.1049877245122108,0.4568419692466727,11.736916341829517,0.3708008134622718,5.32,172.81244205921985,0.7668197944376358,2544.490421767188
9.5,98,209.09814894542626,37.096428491089505,38.215960906433914,16.786991654638197,0.7193869878941967,-0.9490153654861009,-0.42412118832173235,3.0,-7.195817955723124,231.75167637620646,226.6574,5.094276376206466,13550,7.14150137538411,9.037806773768176,1.891863505836731,2.2024356586482607,0.7005166051660516,0.1614760147601476,0.6264944649446494,0.111660516605166,0.3763837638376384,9.566451475071238,0.4510203654009661,4.87,170.166340367629,0.854805823331473,2605.5006430600174
10.0,154,222.49071398683188,29.338396197944657,19.615126945652868,14.676527922613985,1.800448625016603,2.148213052419026,-0.42412118832173235,3.0,-7.574545216550657,235.68168123738238,225.8074,9.874281237382377,10045,8.06365355102926,9.56337793282598,1.573007126309717,1.8986524813118493,0.6800398208063714,0.1741164758586361,0.5955201592832254,0.1173718267794922,0.2806371329019412,7.337973790242031,0.4257460577856609,4.4,167.46240639728975,0.9806922388502803,2750.219731450809
10.5,103,219.67568659688698,32.99836011481603,23.08589977680552,14.96880233612072,-0.2542640783970776,3.310245679682089,-0.42412118832173235,3.0,-7.9532724773781895,237.40624934352533,224.9574,12.448849343525325,7813,8.629842369406502,9.915011195907718,1.398520304407743,1.7439923831023858,0.6633815435812108,0.1780366056572379,0.5695635479329323,0.1169845129911685,0.2169461154486112,6.291760129665282,0.573590848822823,4.17,164.73352946925465,1.0769224794107266,2783.2944281868886
