R_kpc,n,mean_vphi_kms,sigma_R_kms,sigma_phi_kms,sigma_z_kms,mean_vr_kms,mean_vz_kms,dln_sigmaR2_dR_per_kpc,hnu_kpc,dln_nusigR2_dlnR,Vc_jeans_kms,Vc_eilers_kms,Vc_minus_eilers_kms,n_stars,Rbirth_median_kpc,Rguide_median_kpc,deltaR_guide_median_kpc,abs_deltaR_guide_median_kpc,outward_guide_fraction_gt0p5,inward_guide_fraction_gt0p5,outward_guide_fraction_gt1,inward_guide_fraction_gt1,inner_born_fraction_lt6,guide_history_distance_time_median,epicycle_offset_median_kpc,age_median_gyr,Vbar_mcgaugh_kms,chi_jeans,gres_jeans_kms2perkpc
5.0,242,182.07578400896062,82.12223789210371,51.58330242831998,55.11696904070347,-4.063532432495496,1.9825807579183632,-0.2627584489615114,2.0,-3.8137922448075567,234.07011223846942,234.3074,-0.23728776153058107,2661,3.4648506872993203,4.50574753545178,1.0136775268589182,1.5267747113723231,0.5967681322810974,0.229988726042841,0.5043216835776024,0.1664787673806839,0.8880120255543029,10.353497540361332,0.4976991076296402,7.72,202.2578427631444,0.3393102268521829,2776.1164968257667
5.5,290,183.4244755425646,71.33358394592595,45.26604910507546,54.11390531499885,-3.6058583721837514,2.1307531742423604,-0.2627584489615114,2.0,-4.195171469288312,227.93007739690447,233.4574,-5.527322603095541,3479,3.619320529908224,5.1557354453830255,1.4048652626315308,1.7779821844958068,0.6924403564242598,0.1747628628916355,0.5924116125323369,0.1195745903995401,0.8764012647312446,11.20981173680639,0.3490301167532603,7.28,199.17013117357573,0.30964882357839324,2233.3416419017276
6.0,315,188.16398920556512,66.22016929145693,44.83772577504912,55.105384279833316,2.7002386142876356,1.434897015558554,-0.2627584489615114,2.0,-4.576550693769068,230.43367730324002,232.6074,-2.173722696759995,4663,3.701882737853024,5.730030041877224,1.869128603470416,2.1120842287146555,0.7488741153763672,0.1336049753377653,0.6620201586961184,0.0997212095217671,0.8563156766030452,13.705435503449142,0.2940633823014513,7.14,208.2128157933805,0.22483330232461451,1624.5171624809252
6.5,252,186.80964331352664,66.83382389313034,45.23937484532145,50.410373378581134,5.839762568371792,1.5084025409679704,-0.2627584489615114,2.0,-4.957929918249824,233.71685214591474,231.7574,1.959452145914753,4974,3.815746898363518,6.251449656269828,2.2628340798076936,2.4254719975314805,0.7784479292320065,0.1164053075995174,0.7052673904302372,0.0846401286690792,0.8092078809811017,14.603708916479365,0.228168320894941,6.69,215.39772933508385,0.17732892782579707,1265.751565274666
7.0,145,178.52221724901054,64.09528907370867,42.80760618445213,47.434466823196566,4.740323891171539,0.8557527552032809,-0.2627584489615114,2.0,-5.339309142730579,227.0009898836785,230.9074,-3.9064101163214957,6570,4.26768396103652,6.763333121463399,2.314407811079548,2.461554397131388,0.7715372907153729,0.1299847792998477,0.7062404870624048,0.0905631659056316,0.7275494672754946,14.158172436357628,0.2576409915048234,6.19,208.6892912644165,0.1831918616030678,1139.747017103634
7.5,135,178.66249144837457,55.86124857046298,44.75547924911976,47.63257783196844,10.94379278218649,-6.538020466220998,-0.2627584489615114,2.0,-5.720688367211335,220.57685309747794,230.0574,-9.480546902522065,8733,4.384742843411562,7.153768914616156,2.5527052164109643,2.72487032359118,0.7831214931867628,0.1228672850108782,0.721630596587656,0.0887438451849307,0.7058284667353716,17.500720105604604,0.3510876601639419,6.95,204.5271700343554,0.1631021392749424,909.7046453498973
8.0,367,198.39621672465793,40.870876851557846,41.8250095154641,29.824202060836114,3.8923267518589517,1.5901226981507002,-0.2627584489615114,2.0,-6.102067591692091,222.7847160969683,229.2074,-6.422683903031697,26902,5.121944967594048,7.757283976790966,2.407887946235386,2.634256410727396,0.7490892870418556,0.1488736896884989,0.6880157609099695,0.1083190840829678,0.6009962084603375,15.3165838928891,0.2563607096836113,6.27,193.64970209484915,0.32354014914364243,1516.6028256228683
8.5,446,213.87607484937288,34.07777921947827,31.928004334260738,18.522282357794037,1.452262184320316,-6.274018009980631,-0.2627584489615114,2.0,-6.4834468161728465,230.50004864305154,228.3574,2.1426486430515297,16119,5.618480200916696,8.173853517310391,2.380298872238112,2.6170783285644754,0.7530864197530864,0.1431850611080092,0.6912339475153545,0.1009367826788262,0.5458775358272846,14.26633093287293,0.31760075258601,5.96,189.15084600340103,0.48499662493840495,2041.4388094878582
9.0,347,186.6489379357194,51.62862654689817,44.4088162259434,34.388839988180116,0.39210260762696025,-0.3195735275857661,-0.2627584489615114,2.0,-6.864826040653602,229.0038236337858,227.5074,1.4964236337858097,15478,6.392451677402619,8.623889406169674,2.1725288684562782,2.433647586295724,0.7325235818581212,0.1499547745186716,0.6618426153249773,0.1049877245122108,0.4568419692466727,11.736916341829517,0.3708008134622718,5.32,187.01178762995647,0.49950357055337274,1941.0380584824588
9.5,276,189.56130950460192,47.856942600445386,42.58852746866292,27.45556438889674,-3.6419492733974015,-3.0433014675790213,-0.2627584489615114,2.0,-7.246205265134358,228.1509920434872,226.6574,1.4935920434872116,13550,7.14150137538411,9.037806773768176,1.891863505836731,2.2024356586482607,0.7005166051660516,0.1614760147601476,0.6264944649446494,0.111660516605166,0.3763837638376384,9.566451475071238,0.4510203654009661,4.87,183.1579673051412,0.5516475959704786,1948.0035982185464
