scenario,zcut_kpc,hnu_kpc,decomposition,predictor,rho_detrended_rank,p_perm,p_maxT
z2.0_hnu2.0,2.0,2.0,mcgaugh2019,abs_deltaR_guide_median_kpc,-0.4755244755244757,0.11224438778061097,0.4039798010099495
z2.0_hnu2.0,2.0,2.0,mcgaugh2019,outward_guide_fraction_gt1,-0.6083916083916084,0.04189790510474476,0.17649117544122794
z2.0_hnu2.0,2.0,2.0,mcgaugh2019,inward_guide_fraction_gt1,0.5664335664335666,0.060296985150742465,0.2369381530923454
z2.0_hnu2.0,2.0,2.0,mcgaugh2019,inner_born_fraction_lt6,-0.48251748251748267,0.11139443027848607,0.3942802859857007
z2.0_hnu2.0,2.0,2.0,mcgaugh2019,guide_history_distance_time_median,-0.2587412587412588,0.40997950102494873,0.8813559322033898
z2.0_hnu2.0,2.0,2.0,mcgaugh2019,age_median_gyr,0.02797202797202798,0.9302034898255087,1.0
z2.0_hnu2.5,2.0,2.5,mcmillan17,Rbirth_median_kpc,0.2237762237762239,0.46917654117294133,0.9226538673066347
z2.0_hnu2.5,2.0,2.5,mcmillan17,deltaR_guide_median_kpc,-0.12587412587412591,0.695615219239038,0.9953502324883756
z2.0_hnu2.5,2.0,2.5,mcmillan17,abs_deltaR_guide_median_kpc,-0.2937062937062938,0.34213289335533226,0.8142092895355232
z2.0_hnu2.5,2.0,2.5,mcmillan17,outward_guide_fraction_gt1,-0.07692307692307693,0.8144092795360232,0.999850007499625
z2.0_hnu2.5,2.0,2.5,mcmillan17,inward_guide_fraction_gt1,0.08391608391608392,0.7973601319934003,0.9996500174991251
z2.0_hnu2.5,2.0,2.5,mcmillan17,inner_born_fraction_lt6,-0.31468531468531474,0.31783410829458525,0.7781610919454027
z2.0_hnu2.5,2.0,2.5,mcmillan17,guide_history_distance_time_median,-0.2307692307692308,0.4625268736563172,0.92020398980051
z2.0_hnu2.5,2.0,2.5,mcmillan17,age_median_gyr,-0.3006993006993008,0.3385330733463327,0.8046097695115244
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,Rbirth_median_kpc,0.5804195804195805,0.05269736513174341,0.21878906054697264
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,deltaR_guide_median_kpc,-0.6433566433566434,0.028948552572371382,0.1302434878256087
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,abs_deltaR_guide_median_kpc,-0.5034965034965037,0.09584520773961303,0.36203189840507977
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,outward_guide_fraction_gt1,-0.5874125874125875,0.04754762261886906,0.20778961051947403
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,inward_guide_fraction_gt1,0.5314685314685316,0.08209589520523974,0.3077846107694615
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,inner_born_fraction_lt6,-0.4615384615384617,0.13399330033498325,0.44567771611419427
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,guide_history_distance_time_median,-0.26573426573426584,0.40222988850557473,0.8603069846507675
z2.0_hnu2.5,2.0,2.5,mcgaugh2019,age_median_gyr,0.020979020979020924,0.9563021848907555,1.0
z2.0_hnu3.0,2.0,3.0,mcmillan17,Rbirth_median_kpc,0.16783216783216792,0.5852707364631768,0.975501224938753
z2.0_hnu3.0,2.0,3.0,mcmillan17,deltaR_guide_median_kpc,-0.083916083916084,0.776361181940903,0.99930003499825
z2.0_hnu3.0,2.0,3.0,mcmillan17,abs_deltaR_guide_median_kpc,-0.21678321678321688,0.48992550372481375,0.9312034398280086
z2.0_hnu3.0,2.0,3.0,mcmillan17,outward_guide_fraction_gt1,-0.11188811188811192,0.7238638068096596,0.9971001449927503
z2.0_hnu3.0,2.0,3.0,mcmillan17,inward_guide_fraction_gt1,0.1328671328671329,0.6797160141992901,0.9931003449827509
z2.0_hnu3.0,2.0,3.0,mcmillan17,inner_born_fraction_lt6,-0.2797202797202798,0.36608169591520423,0.8386580670966451
z2.0_hnu3.0,2.0,3.0,mcmillan17,guide_history_distance_time_median,-0.08391608391608396,0.7884605769711515,0.9994000299985001
z2.0_hnu3.0,2.0,3.0,mcmillan17,age_median_gyr,-0.12587412587412594,0.6790660466976651,0.9939003049847508
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,Rbirth_median_kpc,0.5314685314685316,0.079946002699865,0.30118494075296237
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,deltaR_guide_median_kpc,-0.5594405594405595,0.06219689015549223,0.2527873606319684
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,abs_deltaR_guide_median_kpc,-0.4895104895104896,0.10994450277486126,0.38668066596670164
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,outward_guide_fraction_gt1,-0.5524475524475525,0.06844657767111645,0.26453677316134194
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,inward_guide_fraction_gt1,0.4965034965034966,0.10259487025648717,0.36893155342232886
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,inner_born_fraction_lt6,-0.48251748251748267,0.11384430778461077,0.3970301484925754
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,guide_history_distance_time_median,-0.1678321678321679,0.5950702464876756,0.9766011699415029
z2.0_hnu3.0,2.0,3.0,mcgaugh2019,age_median_gyr,0.05594405594405593,0.8657567121643918,1.0
z2.0_hnu3.5,2.0,3.5,mcmillan17,Rbirth_median_kpc,0.15384615384615397,0.6132693365331734,0.9850507474626269
z2.0_hnu3.5,2.0,3.5,mcmillan17,deltaR_guide_median_kpc,-0.07692307692307698,0.8031598420078996,0.999850007499625
z2.0_hnu3.5,2.0,3.5,mcmillan17,abs_deltaR_guide_median_kpc,-0.20979020979020988,0.5048247587620619,0.9457527123643817
z2.0_hnu3.5,2.0,3.5,mcmillan17,outward_guide_fraction_gt1,-0.12587412587412591,0.695815209239538,0.9958002099895005
z2.0_hnu3.5,2.0,3.5,mcmillan17,inward_guide_fraction_gt1,0.14685314685314688,0.6554672266386681,0.9905004749762512
z2.0_hnu3.5,2.0,3.5,mcmillan17,inner_born_fraction_lt6,-0.3006993006993008,0.3401829908504575,0.8040097995100245
z2.0_hnu3.5,2.0,3.5,mcmillan17,guide_history_distance_time_median,-0.048951048951048994,0.8732563371831409,1.0
z2.0_hnu3.5,2.0,3.5,mcmillan17,age_median_gyr,-0.10489510489510494,0.7447127643617819,0.9983500824958752
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,Rbirth_median_kpc,0.5314685314685316,0.08064596770161492,0.30468476576171194
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,deltaR_guide_median_kpc,-0.5594405594405595,0.060446977651117444,0.2544372781360932
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,abs_deltaR_guide_median_kpc,-0.4895104895104896,0.11149442527873607,0.3904304784760762
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,outward_guide_fraction_gt1,-0.5524475524475525,0.06539673016349183,0.2665866706664667
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,inward_guide_fraction_gt1,0.4965034965034966,0.10164491775411229,0.3743812809359532
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,inner_born_fraction_lt6,-0.48251748251748267,0.11314434278286085,0.4005299735013249
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,guide_history_distance_time_median,-0.1678321678321679,0.591570421478926,0.9778011099445028
z2.0_hnu3.5,2.0,3.5,mcgaugh2019,age_median_gyr,0.05594405594405593,0.8651067446627668,0.999950002499875
