R_kpc,n,mean_vphi,sigR,sigphi,sigz,age_med,FeH_med,aFe_med
8.0,61,233.12100098653588,5.294502311380546,9.580856481448224,8.251233166623916,4.410964392584274,-0.1853010315071586,0.0482326346895502
8.5,109,228.36201860783325,17.32651505731363,8.357857535310039,7.534301940746303,5.865541823333507,-0.2101531640728411,0.0607786865513326
9.0,34,225.90781397187789,16.2488890287857,17.95546165888902,10.500327705403137,4.4975592738130565,-0.22148840825529675,0.045183741375467754
10.0,35,222.87692625121156,27.661530102254254,15.937197799952312,14.259102011831963,4.219451361002804,-0.3930767927759268,0.0380846508872702
