R_kpc,n,mean_vphi,sigR,sigphi,sigz,age_med,FeH_med,aFe_med
8.0,61,233.12100098653588,5.294502311380546,9.580856481448224,8.251233166623916,4.410964392584274,-0.1853010315071586,0.0482326346895502
8.5,107,228.49593212083727,17.137925128299564,8.199719477642134,7.235192377318031,5.85928831163946,-0.21093298530953444,0.0600056211602938
9.0,33,226.27730751443707,15.094038476006672,18.102116869787675,9.923514607739687,4.468169228683859,-0.2327532060270959,0.0441591117432711
10.0,35,222.87692625121156,27.661530102254254,15.937197799952312,14.259102011831963,4.219451361002804,-0.3930767927759268,0.0380846508872702
