R_kpc,n,mean_vphi,sigR,sigphi,sigz,age_med,FeH_med,aFe_med
8.0,71,233.69418613885136,5.278245143900691,9.299000054194716,8.264221184004796,4.414012926142154,-0.1868382351913034,0.0579421585665732
8.5,123,227.79123218283019,18.010392608916327,8.633038182729512,7.685388518753461,5.654636840812277,-0.2153174712585656,0.0678213778733902
9.0,43,225.7962367973744,17.430290227522196,18.31123031371221,11.60144420019184,4.355552281290869,-0.2769978049180859,0.046993754571604
9.5,38,223.36270009179785,32.19965394158612,21.24306677072656,12.208532869863225,4.20736625986869,-0.44771805877329063,0.0290171109737207
10.0,78,227.0547642777962,28.874423023570262,16.309772818589344,14.217776696983195,4.246248014095869,-0.47837895362018723,0.0580110494490417
10.5,41,220.4100786814628,30.05900599485576,21.06922990595081,10.785455000460695,4.382455737248172,-0.5444935259476925,0.06196917735856385
