R_kpc,n,mean_vphi,sigR,sigphi,sigz,age_med,FeH_med,aFe_med
8.0,89,232.15878326033757,4.744182279173616,10.535997758501281,8.453052874582133,4.7058121960725305,-0.19064514831381746,0.057437740750648045
8.5,160,227.83050806798587,17.763134766949783,8.196535566450741,7.544510980953576,6.575391882130499,-0.2169838212965278,0.0664630240398252
9.0,46,225.8730867211062,18.707043219423497,18.099764984260982,11.689312347375584,4.445628491064867,-0.2576374638780037,0.0473779792833085
9.5,38,223.36270009179785,32.19965394158612,21.24306677072656,12.208532869863225,4.20736625986869,-0.44771805877329063,0.0290171109737207
10.0,78,227.0547642777962,28.874423023570262,16.309772818589344,14.217776696983195,4.246248014095869,-0.47837895362018723,0.0580110494490417
10.5,43,220.31567471605197,29.852419581985647,21.21773436619548,11.780171503095183,4.407295735979831,-0.5282602702737998,0.06642057690630465
