source_id,ra,dec,parallax,parallax_error,parallax_over_error,l,b,Teff,Teff_lerr,Teff_uerr,Teff_err,logg,logg_lerr,logg_uerr,logg_err,Age,Age_lerr,Age_uerr,Age_err,X_gal,X_gal_err,Y_gal,Y_gal_err,Z_gal,Z_gal_err,Vx_gal,Vx_gal_err,Vy_gal,Vy_gal_err,Vz_gal,Vz_gal_err,Lz,Lz_err,ecc_mw22,ecc_mw22_err,R_apo_mw22,R_apo_mw22_err,R_peri_mw22,R_peri_mw22_err,z_max_mw22,z_max_mw22_err,Sgr_l,Sgr_b,in_sgr_L,in_cluster,cluster
173359624690708224,67.44668956635635,35.17362975131692,1.899043819669888,0.060446754,31.416803,165.36733965140112,-9.141810092388281,4864.520799350103,32.37636304371881,37.795329110602324,35.08584607716057,3.9161147615763077,0.02368104536679505,0.024149778197066762,0.023915411781930906,13.872013578747938,0.19571842625744118,0.10034170221037719,0.1480300642339092,-8.76637847682165,0.013667255218682076,0.16817702823421457,0.003566884130330492,-0.08468104481239148,0.0022371584870431297,0.8142665553652066,4.118622990183807,231.72100134209794,1.1394291338049596,0.5355824326489574,0.7139150151338377,-2.031485869577542,0.008892311627920943,0.021912836328685945,0.00965447365169251,9.103775366539406,0.12897621383146576,8.712596136725566,0.05150354762782153,0.08663439382353857,0.0022098395415443566,152.26976723819666,-15.415836250643503,False,False,b'n/a'
173359929632829568,67.39782796509974,35.201517511455314,1.7967533512438156,0.05372468,33.443726,165.3191436228667,-9.152213183106964,4493.922219027673,11.837754867668082,12.255544667264985,12.046649767466533,3.5179186536004785,0.02780288495319061,0.026974509458223217,0.027388697205706913,13.857300761471775,0.22230163844934658,0.12289102639221028,0.17259633242077843,-8.694482451066799,0.016650385682694634,0.14992780268434344,0.004360377506780851,-0.0730436484454024,0.002729271866692359,21.34723401857449,8.407862962631143,227.67156062877993,2.267403828715933,3.0468746346462163,1.4050611379196436,-1.982679337612813,0.01796831398063836,0.05734862669038681,0.024786985304435617,9.203928804839837,0.15684861902528566,8.208193830007572,0.27021613266636196,0.08462857612062478,0.0081713553463406,152.24516671276103,-15.458381210803488,False,False,b'n/a'
173373299866573568,67.41539225347766,35.25404303957446,1.7856949377564062,0.06234773,28.640898,165.2899452663137,-9.106021155395561,4778.840586721458,14.890351024148913,16.772445825234172,15.831398424691542,4.492059395550994,0.011332341667586121,0.009481893593407342,0.010407117630496732,13.675795793643271,0.5225923373792245,0.2591640208413999,0.3908781791103122,-8.539531535753246,0.007345224161526901,0.10957705772376684,0.0019275591038142306,-0.04729720262845602,0.0011978911127130268,7.800142469834864,2.888475077405926,236.20906230519162,0.7825163639264272,3.670499411804456,0.48650385115348305,-2.017968022130712,0.006241902981762785,0.03928303840016383,0.0020145171468888925,9.199192103233058,0.031588302370479104,8.503788433255075,0.035656592278482356,0.0688497420936005,0.004267350994348882,152.2824013807824,-15.49933381337202,False,False,b'n/a'
173374910478889216,67.4027440303022,35.34695995245961,2.0594095358999303,0.04750195,43.35421,165.21376326592284,-9.050515305644739,4818.42001394601,12.993877498146503,12.952937070278495,12.973407284212499,3.6951620981524966,0.02321056712886227,0.02163799412923506,0.022424280629048665,13.742436020726178,0.38156196202105974,0.20984308269181895,0.29570252235643935,-8.585475141063796,0.009528778464989939,0.12229275434298213,0.0025141231954758894,-0.05434089297343382,0.0015447641452516112,1.9570445753177903,3.3654645699986823,237.7729119792261,0.9130441381726445,2.685146429933653,0.5646825025382924,-2.0416307097287527,0.007300502577673088,0.04363256688355545,0.005064784001599484,9.356827164352532,0.08332684996667901,8.574100012767442,0.017857961969902185,0.06723772483838297,0.0037997808036858687,152.31497929644343,-15.587396283864253,False,False,b'n/a'
260078450371832320,75.61923865615927,52.68524021447788,1.0159092283617053,0.047169402,21.537462,155.79328488163293,6.644484568123371,5637.9095103566715,56.80496141335334,58.81229732273641,57.808629368044876,4.449453928674776,0.046407682834206376,0.03837211863612211,0.04238990073516424,8.438594168718648,3.23354590161449,3.5476245344175883,3.390585218016039,-8.971431927331984,0.034447648958144506,0.38200840883908793,0.015491387304685795,0.13150475605096387,0.00448935210800602,5.420031271271446,5.652558399663027,242.087711499991,2.561160140777446,5.878421483053444,0.802476148249241,-2.173934348693229,0.021351919271817794,0.07053313202678925,0.014414232851383992,10.310170256822879,0.265900692012194,8.948488502430013,0.04931531420283954,0.1674976578895754,0.008811082848811531,166.1588952910564,-28.67223410059811,False,False,b'n/a'
260870201825575168,74.29956900798683,52.73315821069458,0.39170016828520754,0.018282257,21.425154,155.26335102255936,6.04104769976884,5313.442867141056,19.59149484999216,16.18670447747354,17.88909966373285,2.449142264899524,0.00888809288239134,0.005592228765745499,0.00724016082406842,13.82623469634079,0.30188275031162703,0.14751135984810304,0.22469705507986504,-10.56067391878175,0.03347249480072982,1.1239085979744918,0.01542625832498304,0.3112888182813398,0.003987117424494998,57.40428435980472,3.2352081147747773,228.33808582610263,1.5146322506317387,-1.0333025405336527,0.4308406400591718,-2.4759225174801807,0.015537368762892663,0.11695593010804427,0.00844939188338189,12.51352560321752,0.06999530400295241,9.893596379306732,0.13823012082461525,0.3270842730930307,0.00465467148730933,165.36064095453798,-29.06320146446945,False,False,b'n/a'
260916587472044672,74.76050455268438,53.219310370074204,0.4727150061958821,0.046306998,10.208284,155.04971924245626,6.559011447295251,6107.376791859809,94.87304022709941,94.94812422498308,94.91058222604124,3.9304350670573163,0.057838101357848615,0.05614231048750318,0.056990205922675896,5.075864876255026,0.6115996414775537,0.8597925177953485,0.7356960796364511,-9.865694791890673,0.12080311899989254,0.8115369570485246,0.056222395471529525,0.24646604529204516,0.015633897549848196,-29.105220818215315,11.4815441993075,227.2811284409154,5.788111952549537,3.1050221173126564,1.6132728041095097,-2.2183497259220175,0.0439033883512045,0.15733717755787927,0.03678474971144388,11.63600443390254,0.750265224459529,8.451635527041029,0.10587120183100639,0.25311775253368474,0.015980566856381547,165.89107112693114,-29.37795720283969,False,False,b'n/a'
260973521559386496,73.65129851724302,52.73555493239553,0.2831722955289764,0.04135772,6.8469033,155.01620506131792,5.735024282827178,6170.087210674951,76.72679514978608,78.52914056418922,77.62796785698765,3.6562704852634766,0.06075794009233926,0.05928555879681774,0.0600217494445785,4.077033717379604,0.060151870983737865,0.16218370172143093,0.1111677863525844,-9.777385470733712,0.08845478361060716,0.7715843538471951,0.04122860215296444,0.2085085115488202,0.010029959143984,34.05409906293539,7.294344526191351,228.98448297459203,3.436503560653027,5.778211661760211,0.8631984522942473,-2.2651136276383115,0.03350369424892405,0.06105440482849456,0.015693099943338867,10.679463190416229,0.10713994263219696,9.453815697546291,0.27877368354625953,0.2427681384930816,0.01408676557151894,164.95884637193717,-29.2391458044586,False,False,b'n/a'
261137932906731648,75.08570134184896,53.88098077380823,0.11004879653867773,0.06095862,1.8053033,154.64080229697765,7.1160498027659065,6137.109375684575,81.56032416626385,79.29057244046817,80.42544830336601,3.544610486082994,0.06626708319478247,0.07885583767081839,0.07256146043280043,6.15952342065035,1.074094661159668,1.4938800847542524,1.2839873729569602,-11.701144503704446,0.3504643178353155,1.6970019106068792,0.16616657720773564,0.5246166989467038,0.04933258817283463,-74.01018121379154,12.915032494922967,153.73106753482807,11.996243885986669,0.35828041800319876,2.152533532010856,-1.668649896730008,0.10304113262800323,0.48122960045727314,0.04983943154910392,13.734382871450235,0.7278034515306293,4.806587835849252,0.46464832393096295,0.4377369339245378,0.0566507958806923,166.42467001072998,-29.88787562128546,False,False,b'n/a'
265998770732707840,75.91148252507682,52.2143675280279,0.40611760516173423,0.019960145,20.346426,156.27947294788896,6.5024910794806,5289.3732018064175,17.94249609655617,18.110068161854542,18.026282129205356,3.032411623300567,0.03925647269932808,0.03679355396076156,0.03802501333004482,4.180188035026589,0.14839368472936876,0.275786307690816,0.2120899962100924,-10.084791810801374,0.07712158655856621,0.8627354624747128,0.03389795313383396,0.27027047678139465,0.009802006407165435,-26.260257557656043,3.4242319763326106,209.18223783236272,2.3490872663529756,0.5204692259404875,0.6195494042207499,-2.08674071162293,0.012630930396703852,0.1698402933638592,0.009884131173160364,11.025832637620857,0.16740963355892965,7.8234441188770365,0.06877498851277801,0.2521500583928212,0.007640361160035347,166.11290149091337,-28.17043047999155,False,False,b'n/a'
