CNAME,GaiaEDR3,Rbirth,rguidmean,b_Rbirth,B_Rbirth,s_Rbirth,migration_delta_r_kpc
 , ,kpc,kpc,kpc,kpc,kpc,
----------------,-------------------,-------------------,-------------------,-------------------,-------------------,-------------------,
03394563+0008017,3263845742444522496, 3.7201957124960998, 7.9842529684908001, 3.1265758773685945, 4.4331145150227709, 0.6178444894177655,4.2640572559947
03395219-5610077,4729897404044158976,13.5075801478788513, 8.9735408601888373,12.4420905749131272,15.0640203787673315, 1.4171215668777952,-4.534039287690014
03395345+0010538,3263846360919810048, 4.0122941230244304, 9.0841776523228202, 2.8111876832638920, 4.2669776652491782, 0.6560686175066269,5.071883529298388
03400212-3647233,4859960867876922368, 9.8959472902275394, 7.7674643446292002, 7.1304799542010846,14.6756643087927596, 4.1352153838662655,-2.128482945598339
03401039+0006307,3263657966474343680, 8.7570556847936150, 9.7852888500193700, 8.3283052088547045, 9.8844653420534634, 0.8050408993100983,1.028233165225755
03402705-4228118,4848748941649886592, 2.7272319723459351, 8.0850042675877667, 2.6557312957929891, 3.9415348619749433, 0.5725701313027994,5.357772295241832
03404542-3649314,4856956143115971328, 4.0335619506492346, 8.3144311109095455, 2.6725683563521483, 5.4783652178348463, 1.1392457906456028,4.280869160260311
03410008-4233506,4848744887200810368,10.6013611798121499, 7.8547325736787696, 9.7828343286675263,11.4806768043953245, 0.8459433634757807,-2.7466286061333784
03410986-4231473,4848750693996590464, 5.0133315997348298, 8.9746773765961336, 4.6472414992907423, 5.5846526051540559, 0.5535707825878248,3.961345776861304
03475106-3502594,4858679009117426304, 6.9789695040878401, 8.3267583321700904, 6.5462229883649243, 7.8138097322753257, 0.6546548803363924,1.3477888280822503
03480878-3509232,4858674198754055552, 4.2139949126141003, 7.9536914376145376, 2.6697152189314166, 6.6468074268643482, 1.7256314275263969,3.7396965250004373
03482286-3502193,4858769581387725312, 8.1021718802502960, 9.9716831129803261, 7.2191301019801601, 9.2884808021934315, 1.0825493918724092,1.86951123273003
03491685-6040157,4680537750093243904, 8.0875310072782955, 8.5648804693047680, 7.2463907841510311, 9.0246570242760846, 0.9150669900823702,0.4773494620264742
03492864-3003035,4887861628267342464, 3.0327649540744801, 8.2020790979246740, 2.6088677065270680, 4.2647076276616680, 0.9212432577233248,5.169314143850194
03494562-3000172,4887862006224458624, 3.6952472733604398, 9.0660126936459520, 2.7645426924704721, 5.7138060926785679, 1.8366003686540870,5.370765420285512
03494871-5004534,4829850432712560640, 3.9401788432656897, 8.0165255382698550, 3.8241368296719118, 4.1236128667703662, 0.2041716760453444,4.076346695004165
