CNAME,GaiaEDR3,Rbirth,rguidmean,b_Rbirth,B_Rbirth,s_Rbirth,migration_delta_r_kpc
 , ,kpc,kpc,kpc,kpc,kpc,
----------------,-------------------,-------------------,-------------------,-------------------,-------------------,-------------------,
05571126-6024420,4758813357264187264, 4.4951379107295901, 7.4335973589931372, 4.1012110853608297, 5.0620208782785880, 0.5138240630842568,2.938459448263547
05582924-6159025,4758242538930919040, 4.1063226648433098, 8.0880254793611108, 3.9046929694044361, 4.4286129080663228, 0.6951331427131056,3.981702814517801
05592412-4230549,4803794068719566592, 4.1946032486679750, 7.8179397592695627, 2.9909099970772890, 4.7624141863794307, 0.8057099881096734,3.623336510601587
05592618-6201114,4758238656280500480, 5.9493150973033204, 8.3701865487689915, 4.9714017137496818, 6.3093044565021721, 0.7919320404734072,2.4208714514656693
05593103-4234091,4803699888676317952,15.8617357596851996,10.3483693423516403,13.4225105007904233,18.3155400251658342, 2.3740253917585195,-5.513366417333559
05595720-6155515,4758615960567808768, 5.5283439378975157, 8.9824379528031688, 4.4445706389009443, 7.7195380782798946, 1.6508779772598807,3.454094014905653
05595732-6204216,4758238278323387008, 4.5710891834807956, 6.8626562154903388, 3.9657090333846572, 4.9937868848299551, 0.6116147159858014,2.291567032009543
06000909-5557558,5499266062692004480,16.8604487498030977, 7.3818897158528207,14.9266028692539443,18.5366185001631010, 1.8761927233360589,-9.47855903395028
06001813-4228158,5572361733145624192, 6.5371593858782502, 8.7825027196795240, 4.8788384235219180, 7.6321090405711232, 1.2878343796125713,2.2453433338012747
06002809-6200103,5481251801621859968,10.6132494900411007, 8.6269170742913861, 9.4949184853013406,11.8179319030461514, 1.2626099249224665,-1.9863324157497146
06003566-5603195,5499252280140103936, 4.6543869000564655, 8.1343734661348126, 4.1976570659166370, 5.3023162097580609, 0.5812415917257414,3.479986566078347
06392737-5204560,5501623896658426496, 2.6575231235638999, 8.7079076079081705, 2.5893615394347478, 2.9653076581472795, 0.3605581901689345,6.050384484344269
06393398-5005140,5502813052843859968, 6.8545612117486598, 7.0442608798813531, 6.6094668813227244, 7.1920289353417033, 0.3591799870618635,0.18969966813269323
06400672-5201579,5501625408486926080, 5.1137969454350802, 7.8218554972349761, 4.5843819627297240, 5.6006407318507359, 0.5323325871576622,2.708058551799896
06401899-4955547,5503193140269656576, 8.4750497084228158, 7.4183251323106729, 7.8940113218040864, 9.5664712475634488, 0.9473952340504658,-1.056724576112142
06402535-5155395,5501629325497277952, 7.6260403882408596, 8.7833744224855579, 7.0166988005979452, 8.4841833345819655, 0.7751056118647692,1.1573340342446983
06403783-5207067,5501611733311095552, 6.6285448797268298, 8.2921423411101802, 6.2673005558860604, 7.1609792780811565, 0.4979112357588084,1.6635974613833486
07000540-6503478,5285157819819453184,10.5275147022558500, 7.2320050064739840, 9.4607428653061802,12.1594018873760241, 1.3897181934488387,-3.295509695781866
07000728-6457055,5285171151397821312, 5.8921088148560354, 7.4253109648553917, 5.4714461441851610, 6.3249424162314520, 0.4227253558861422,1.5332021499993553
07005143-6508103,5285153146895085824, 5.5321355921009800, 7.6560647289415877, 3.9380547633689007, 6.3436226331952907, 1.1683259924924909,2.123929136840607
07033827-4358249,5559198517377932928, 8.3485753573689188, 9.0018493377746100, 7.8781304161785606, 8.8369217425779034, 0.4911924157752751,0.6532739804056913
07034382-4403464,5559194321191718528, 2.6497838460162848, 8.9229586078831531, 2.5698283277617682, 3.0296484797024084, 0.3639432168982734,6.273174761866868
07035226-4228018,5559649523303889152, 4.0681186324609353, 8.7492050625576212, 2.6563538215952054, 6.7886021552964086, 1.9481562106657320,4.681086430096686
07040713-4235207,5559644197545810048,12.7652821653756998, 8.9072724006068533, 8.9976988897536483,18.5698983092893357, 7.0232988695580794,-3.8580097647688465
07041264-4405339,5559182776319629056,11.2873192478340005, 8.3610367408948978,10.4780513721082649,12.8276692544974438, 1.2770075077501988,-2.926282506939101
07042865-4232068,5559650210498733184, 6.4489279895709544, 9.5213155552739792, 4.7626914018490067, 8.4001173881937081, 2.1759236309007739,3.0723875657030275
07043067-4237204,5559637806633220608, 3.9009211938502251, 8.0206624266398237, 2.8775818928288110, 5.2004001096550256, 1.3588694161395731,4.119741232789597
07182171-6459106,5282381862197140224, 4.2033793495212546, 7.1680745455265207, 2.8900641403279530, 6.0933829655029292, 1.7844301643247216,2.964695196005265
07185560-4359167,5511802556835610112,18.3393939080258015,11.3505968581609107,16.1704642713108839,20.3111410505913099, 2.5857257979224819,-6.988797049864891
07192208-4405459,5511788778580511616, 6.7714705768447097, 8.0787560307363080, 6.3263502165745811, 7.3455501148332836, 0.4877651861425220,1.3072854538915983
07194816-4355523,5511814342225811584,16.4094218646677987, 8.3823549641906485,14.4037890542194482,17.7666097971014274, 1.6633062516803350,-8.02706690047715
07200149-6450174,5282406635568458752, 4.8968783083018295, 7.5996416877802861, 3.0436305133516761, 8.0846019791265000, 3.1895477317308361,2.7027633794784567
07200343-4408121,5511761462588476032, 6.2260869294735546, 8.3204051154082634, 5.7688712500596759, 6.7185894062884381, 0.5423321727260850,2.094318185934707
07203700-0031573,3110209711390157184, 6.9376149651104599, 8.9547058578199454, 6.1393003459618214, 7.6091007321938626, 0.7806125600691926,2.0170908927094855
07204364-6501517,5282353893370231680, 9.1819941783132801, 8.5524504628495848, 7.1445979751213198,14.4292413941937117, 4.0145880239446265,-0.6295437154636954
07204837-0035137,3110206928252228096, 4.0804114298401402, 8.9849804155477475, 3.8592013314567937, 4.8280293056138781, 0.7014950233928225,4.904568985707607
07391404-0014181,3086248604240305920, 3.3270232467699601,10.1184751889842488, 2.7374326698599800, 4.4894103127201426, 1.1349418647349490,6.791451942214289
07392590-6505465,5287399242992138752,10.4289623080054472, 9.0543918727659953, 9.5080815310002649,11.1520557105694422, 0.9142187601773640,-1.37457043523945
07401807-0015077,3085517394648020736,13.7825086534717993,10.6640983519796197, 9.5474199626505243,19.1709414651093191, 5.7554198896456938,-3.1184103014921796
07403671-6506050,5287397215767614464, 9.8615258629648217, 7.8870821735979213, 9.3140252349459018,10.8162276026364079, 0.7918431787062370,-1.9744436893668986
07410003-6454529,5287425493832181760, 4.8299527959344299, 8.1476840624627194, 3.8559023383503201, 5.6125302300663327, 0.8476167633407914,3.3177312665282876
07445438-4232321,5535573757713237248, 8.9396840501238941, 8.7539808956163867, 7.3208023617633016,13.5269207837496221, 4.7019718109832844,-0.18570315450750918
07451859-4230325,5535573517195137408, 7.0668985107151094, 8.1843265881980827, 4.6420015428406618,13.0705001420615847, 5.0137189423425843,1.1174280774829723
07512580-6503410,5275716210393006464, 2.6532777539632901, 6.1819264731268504, 2.2031478532807891, 3.2350293301659123, 0.6288103289280578,3.5286487191635594
07512971-6456549,5275744076140732672, 6.5261211611987600, 8.3955267434799623, 5.3021284767273400, 7.9533168631999311, 1.9510432451865209,1.8694055822812023
07520979-6455057,5275743698183615616, 9.7701538487009607, 8.5135246250018763, 7.6075174536026076,12.7693064026411882, 3.0196855652319678,-1.2566292236990861
07531062-6500510,5275740605807254912, 4.8104111851513895, 6.8668246404148263, 2.8271615920865019, 6.8530005515892176, 1.8980287024785387,2.056413455263436
07555511-0859165,3039319180223713536, 4.5378994260133947, 8.1682072533009524, 3.9925628862315312, 4.9187305392068970, 0.6003549118682386,3.6303078272875577
07593273-1355206,5725666703831482752, 2.6983970430521000, 8.6051367054349654, 2.6115876772859670, 3.4839754470107591, 0.5322159168742351,5.906739662382865
07593696-0453559,3068295091186983168,16.8920227404610515, 8.7675662383330781,15.2149997313960554,19.2082783192640889, 2.1245206447718514,-8.124456502127973
07594852-0504438,3068241249477406080,12.9863172995864495,12.2857116607354016,11.4413968919253879,14.6349552783710486, 1.7062667200657085,-0.700605638851048
08000931-0034325,3083890701553406336,18.7575162010353012,10.7894388856686056,12.6232554575745084,30.0063614381949684, 9.0170066599250092,-7.968077315366697
08001750-0455535,3068250217369031680,13.7670115169464502, 9.2992333577011088,11.4620185580324208,15.2771830805913673, 1.9201580225817707,-4.467778159245343
08001824-0500462,3068243001825090688, 4.5524880467158750, 8.1690423227116735, 4.0365399934932977, 5.1860996923317000, 0.5200492053720750,3.6165542759957985
08002185-1353457,5725669044592514944, 7.0867169467518298, 8.2042177795585687, 6.3392625617494165, 7.9485858692351457, 1.0779966988611618,1.1175008328067388
08002956-1357426,5725480134752087680, 2.6785590701229558, 9.2120314721053695, 2.6373622331443332, 2.9114375232694529, 0.4270604264232420,6.5334724019824115
08003075-0029292,3083985259553379072,10.0092805074181204, 7.5727020143697006, 7.9886962974627211,12.4540388910510593, 2.8975008897870675,-2.4365784930484216
08094646-0229376,3070465046101832704, 7.8455954251219753, 9.0647096624011567, 7.0157488005426849, 8.5853820376359842, 0.9523047342679608,1.2191142372791806
08095724-0226229,3070559294863242752, 4.4319666425235855, 7.8626622386714677, 2.9191778872976450, 5.1715934760805196, 1.0492180205187245,3.4306955961478813
08103538-0229359,3070547853070343424, 7.4937172299910300, 8.3843205702267554, 7.1064877211659034, 8.2001464462322353, 0.6381246397926621,0.8906033402357254
08184756-2252591,5699943324362863104, 6.5446285808177898, 8.4058777212069788, 5.9756498475059319, 7.0421390784012043, 0.4947549996703740,1.861249140389189
08190710-2304024,5699515579980219904, 2.9024279475917698, 7.1905797467851418, 2.7303831648328227, 3.1393840120698102, 0.2068303604199655,4.288151799193372
08191506-2249378,5699942293570633984, 5.2469135331298800, 9.1949442122501779, 3.3569064293208450, 7.6489985101372238, 1.8154206036439069,3.948030679120298
08193772-0009099,3077404201422839424,15.6380445651420992, 9.5585795417147121,13.5811058749745204,17.6597664592695409, 2.0138126011659585,-6.079465023427387
08194078-0023198,3077208763230596480, 6.2133430221313546, 9.0051929733494926, 5.1912755663258521, 9.1975986693571716, 1.8633049019701269,2.7918499512181363
08194879-0019114,3077212577161547008, 6.9017332810915599, 8.9182128405861221, 6.2998195750867909, 7.7456194889811281, 0.9198792822952528,2.016479559494562
08194921-1404148,5723397174391491328,12.0550675291313496, 7.5885584248319011,10.6820786173889761,14.1748944481144719, 1.7626734435481552,-4.466509104299447
08195015-0017553,3077212714600498432, 6.1085196766246757, 8.9171073998019796, 5.4552868731150550, 6.6811143842377270, 0.6944719368322618,2.808587723177304
08195062-1405598,5723396869450144512, 7.2961149102170451, 9.0863735981484446, 6.7992237252314318, 7.7301349469766940, 0.5683908784490562,1.7902586879313995
08200788-1405389,5723396388413780992,14.1863963666904507, 9.1833912673273019,12.7075567228132442,15.9701744921056559, 1.6536174792304268,-5.0030050993631505
08225387-0532138,3065118563436254592,11.0214103145777997, 9.2437803562745202,10.3270687466194282,12.2963968907168955, 1.1384346062251476,-1.7776299583032795
08230341-0531447,3065118632155735296, 7.1545157925176701, 9.0466813208831915, 6.8796779578556597, 7.5971225543811887, 0.3890152183188766,1.8921655283655214
08233699-0531175,3065116677945552128, 7.6064745690444493,10.6821373457701405, 7.2160401491419472, 8.1241371938791715, 0.5356639914141017,3.075662776725691
08393608-0030520,3073618239290181888, 6.5962277739879047, 8.0998616672953538, 6.0587553665677660, 7.1226241476477528, 0.5412624043037867,1.5036338933074491
08394114-0501502,5761535732360697344, 5.8980686378335498, 9.9097923169674598, 5.0361367228343568, 6.8592463756245454, 1.0060115273363104,4.01172367913391
08394163-0505325,5761532468185557504, 7.7973945944483454, 8.7983423989191145, 7.2843477268062742, 8.5807152526559829, 0.7112469294169054,1.0009478044707674
08394725-0454440,5761543600740770176, 7.5560722861374607, 8.3571112113695172, 6.7686852134364903, 8.0136606649944433, 0.6343867623883127,0.8010389252320582
08395014-0027020,3075119828576299520, 7.9856963177212457, 9.3490976702490691, 7.4678145590492093, 8.5320655244122037, 0.5208096988314243,1.3634013525278244
08395149-0506397,5761531471753140992, 3.9617626485917903, 8.1687631499132394, 3.2586178968961219, 4.5811612755614384, 0.6603560541317862,4.207000501321447
08400344-0022536,3075122096319025024, 7.2231224413795907, 8.9191703859446871, 6.7495630145576913, 7.8943090631884658, 0.6335346254794095,1.6960479445650964
08400463-0448378,5761592902670272640, 3.8327032932524050, 7.9928286262216339, 2.7813489026244889, 5.0024706656693603, 1.0634723821034813,4.16012533296923
08400832-0502486,5761532154651881856,15.4782392694763509, 9.7917955329121398,12.9170202772538403,17.7517641809321560, 2.3274001325258307,-5.686443736564209
08400849-1404455,5734623158046868864, 7.0021960738324003, 8.9698695625204277, 6.4203732661269228, 7.7243978128429855, 0.7449558266999126,1.9676734886880274
08400956-0754151,5753626670344316928, 2.9568448551315849, 8.4230070852747136, 2.7399177870588041, 4.0713047346328466, 0.7248092622916575,5.466162230143128
08401147-0804588,5753615365990677376, 6.9964343130463300, 8.2223749382217850, 6.6166396483014474, 7.2864096344147500, 0.3851125849152725,1.225940625175455
08401553-0759016,5753622925132840960, 6.1048008927435546, 8.0420974137266725, 5.5027116374815828, 6.7872637255882484, 0.6875766829056639,1.9372965209831179
08401945-0033298,3075114331018156288, 9.9991475237167364, 9.7291887726832904, 9.0469707906380563,11.2302898392756916, 1.1259301999374070,-0.269958751033446
08402376-0456494,5761541264278544896,15.8229105139402506,10.0087811089678045,13.9631857788008436,17.3680092424275010, 1.8767872162464090,-5.814129404972446
08402581-0023514,3075121340404776448, 4.6584899778609898, 8.3477953624194168, 4.0680147757982441, 5.2882800533093004, 0.6093174980590308,3.689305384558427
08403011-1353373,5734723900799627008, 7.4836968183622705, 8.2238091803356461, 6.8910766075735062, 8.2835779782343533, 0.6416943917403457,0.7401123619733756
08583414-1355260,5735412809257293440, 3.4377217894143399, 9.0228519410765315, 3.1499432987535561, 3.6234716158368370, 0.2271801651941394,5.585130151662192
08584674-1402062,5735407831391431680, 8.1128547637274195, 8.6729192478833586, 7.4035580328404667, 8.7727739850190858, 0.6725483596933552,0.560064484155939
08590137-0023547,5764567635673693824, 5.9232050681789499, 7.8253998873361859, 5.1560776805035964, 6.7406100805986799, 0.7798477809298681,1.9021948191572378
08590829-1406150,5735359517304163200, 3.5519569472176453, 8.5747956778937660, 3.2573310148277081, 3.8383151046882569, 0.4400915989165740,5.022838730676121
08591278-0457234,5757843155701592832, 7.7621860053945557, 9.5685391331612433, 7.3997164171666032, 8.1604819801348452, 0.4420678419248814,1.8063531277666902
08591904-1355169,5735414978216978560, 2.6952410127163202, 8.6933362985494664, 2.6604642340605071, 3.0392265994619478, 0.3596320527154680,5.998095285833147
09193984-1804178,5681680092620799360, 3.7420170775433399, 8.2564561188044028, 3.1294320511885698, 3.9501152098875010, 0.4799273385710351,4.514439041261063
09195987-0758025,5744757253639862144, 3.3837604307659248, 8.2417839489587017, 2.6239546431023131, 4.9393417511689037, 1.3474364607429250,4.858023518192775
09201051-0755093,5744757975194328320, 8.5762430226454605, 9.4099167425332713, 6.9061072249700173,11.5742509124996875, 2.8222708738669469,0.8336737198878126
09202572-0801154,5744744196939277568, 5.2851059795279047, 9.5637100160400408, 3.9699863858962559, 7.1876086553748246, 2.2903433790827772,4.278604036512136
09202790-1758277,5681687651763190656, 9.4251346455717169, 8.7351969432092833, 8.5267621331423484,10.3444045785313286, 0.8970015826874154,-0.6899377023624336
09235497-2400286,5674579167354603136, 7.7582308788749748, 9.0436835579615540, 7.2853526945543425, 8.3024011759686047, 0.5016507050404458,1.2854526790865783
09241076-2358151,5674585180308992640, 4.0511202689713102, 8.4904706700363786, 3.7225024945110952, 4.8983404809724203, 0.7574838048342439,4.439350401065067
09242565-2355112,5674587211829814784, 4.8904148979280802, 8.8132070033961227, 4.3316913573168794, 5.4208309284460521, 0.5950784945553134,3.922792105468041
09272162-0026042,3840544332856241024, 5.4337447331469848, 8.2093992490899339, 2.7706555346882555, 8.3075852536828432, 2.6511782980478289,2.775654515942949
09274070-0030553,3840531138716752512, 8.8969021523653744, 8.7947950467565938, 7.0808770411289244,11.1396879542794327, 2.3503299837497931,-0.10210710560877878
09282260-0027217,3840553571330824576, 2.7551937341009101, 7.8913716490835846, 2.6558377915233020, 3.4201082512962921, 0.4408453424706747,5.136177914982674
09383433-1807038,5678668839509944320, 4.0698473440527394, 8.5194056421999740, 2.7252449726213710, 4.2298117606257764, 0.7067659132629424,4.449558298147235
09393097-1805429,5684670455010827648, 5.0063265731789599, 8.8586893895709338, 4.3052577557431677, 5.9399329442187216, 0.8168839597963653,3.852362816391974
09395375-0509049,3824234898924474496, 8.3115328101339347, 8.6938633483347125, 7.8158644169819240, 9.0432167561721020, 0.5807369005021374,0.3823305382007778
09401013-0457499,3824241873951349120, 4.4032180781664856, 8.2163681420949342, 3.9279382084334649, 5.5841836981926685, 0.8445503547796522,3.8131500639284486
09402260-0512205,3824186726571278208, 2.7988889423948402, 6.7904681470720076, 2.7008056771426530, 3.0015589183153284, 0.1525694993371180,3.9915792046771674
09474471-1019532,5692266323716268416,13.5603316835391503,10.3882605522463471,12.1173961384649633,15.4719037685146592, 1.7451016391089342,-3.172071131292803
09474686-1022410,5692261723806595200, 3.4845489931451699, 7.3981189505700762, 2.5772418460299544, 4.2964767891512219, 0.8209993837910090,3.9135699574249077
09480514-1028501,5692248392228109440, 2.6604171270399002, 8.1920225413975665, 2.5470746243043112, 3.5124653445838656, 0.4719768326295043,5.531605414357666
09481905-1015365,3770728329495147904, 4.3811567870139854, 8.3577231632736400, 2.6759310598345536, 6.5798448422351727, 1.7852654391571909,3.9765663762596546
09560686-0022037,3833098955508879232, 3.7654915708926753, 8.3405421146668246, 2.6355336327690604, 4.7097843530990540, 1.1501759216761034,4.575050543774149
09560808-0027107,3833096206729811712, 4.0954962927969643, 8.3635052712743025, 3.8438174612169460, 4.5178861128663996, 0.3970752689329848,4.268008978477338
09562701-0035440,3833043979927550592, 6.9763509992998944, 8.5759559665363643, 6.6558272691201914, 7.3973391021689476, 0.3576985443258134,1.5996049672364698
09583807-0949195,3770382223849662592, 3.5846351352937749, 9.1737849854889397, 3.0652820030189085, 4.9396970038247581, 0.9929857840446146,5.589149850195167
09584646-0955429,3770377349062419328, 3.2967394865147002, 8.3409539298943667, 2.7265970703355342, 4.2181981224725815, 0.6625356015821785,5.0442144433796665
09584814-2452581,5659645123687018112, 7.4338704896158845, 6.9213690332439644, 6.9869407327714050, 8.0145927796037935, 0.5147246843084522,-0.5125014563719192
09591850-2502357,5659624645282957568, 7.7143836885341948, 8.2417658576585140, 7.1977967008799437, 8.2316331519092820, 0.6501279936171572,0.5273821691243192
09592026-0956292,3770370782056788864, 4.2748187856281152, 7.9335104015312892, 3.1947048170722070, 6.8977262239207615, 2.0983186388004795,3.658691615903174
09592043-1948329,5670890035261423616,10.0979153707072999, 8.9552406592389158, 9.1138239752924886,11.2848887340402886, 1.0802024679908455,-1.1426747114683842
09592710-2801019,5466336445354254336, 6.6570983440934199, 8.3290063139950004, 6.0929582770320510, 7.0828870413350158, 0.6041130300799896,1.6719079699015804
09593419-0559037,3821502848751903616,21.5121020199266511, 9.6516072655655183,19.7964444694077599,23.6855797407694197, 2.1737663939291303,-11.86049475436113
09593612-2503098,5659627359702280960, 7.0883625132420551, 6.8556715387779139, 6.7034691460079641, 7.4867863899879277, 0.4341651856878101,-0.23269097446414122
09594063-0606020,3821498077043942912, 6.2029548289141907, 8.7350476411119384, 5.1410230997747632, 6.6506050476473488, 0.8019902686758130,2.532092812197747
09594627-1507473,5686447506319114752, 6.2130623436739150, 8.3144377262088991, 4.5281719776031926, 7.3323512571298579, 1.3256306075099005,2.101375382534984
09594893-1956179,5670697483287693952, 2.7479525928838848, 8.4973001282296039, 2.5828767388762173, 4.3721523908382416, 0.9802459321257782,5.749347535345721
09594916-4109483,5418903685534273536, 3.3166589011820200, 8.6654002681626618, 2.5878347824395243, 5.4049396499557876, 1.5689143436045081,5.348741366980642
10000069-2801014,5466333009380758656, 8.6613636441590494, 7.5024940579589394, 7.8957303899897360, 9.7560039602982247, 1.0311781656630712,-1.15886958620011
10000449-0604154,3821486738330277376,24.2417879820839488, 8.7072471877883029,22.4715488230835909,26.5626223158297456, 2.1782758686300294,-15.534540794295644
10001025-2759314,5466334418130031488, 5.0549952821227251, 8.0738108812369411, 3.9975703506925728, 6.7357455268759532, 1.3339157232370449,3.018815599114216
10001729-1455067,5686459704026228352, 5.8464125413022101, 8.0054616897295610, 4.7394313034962670, 6.2392993888430306, 0.7792714686407736,2.1590491484273517
10001850-1754448,5671978654852138752, 4.3921875506400649, 7.2044463589854884, 3.8600803930011969, 5.5475840866946724, 0.8181751039513619,2.8122588083454234
10002087-0559149,3821500684088390528, 5.9591312845873050, 7.4664183564145787, 5.4334470504531023, 6.3620020889583913, 0.6057493665361270,1.5072870718272728
10003307-1501006,5686455134181026176, 6.5884386309217646, 7.6135519631442676, 5.7860287400946495, 7.5979525011425428, 1.1897300191927795,1.025113332222503
10004192-2800550,5466322014264497152, 2.6819008353607101, 8.6416419984915347, 2.6488519620268938, 3.9765355514851031, 0.7012564276455341,5.959741163130825
10005199-1758162,5673428670171182208, 5.7294791852937550, 7.9573001944112010, 4.9484253100057725, 6.5054396647164561, 0.6989146412340123,2.227821009117447
10005459-1750596,5673433514894274944, 3.9678183015907900, 8.2083619045849314, 2.6794076368027802, 4.2808225128326880, 0.7791444879810662,4.240543602994141
10010886-1756368,5673428979408814592, 6.2937474512119200, 7.0108312132751633, 5.7079845481738074, 7.2815644334790797, 0.8615599006992649,0.7170837620632433
10081277-0751406,3772240192342432384,11.6567769822912499, 8.3653155968165276,10.6371363729172632,13.4590738558891196, 1.4291369949510069,-3.2914613854747223
10083397-4133003,5417089147751031040, 6.6601063546858601, 7.2129716648321436, 6.0450505840327118, 7.2898692814842976, 0.6577910527270594,0.5528653101462826
10093074-4126541,5417111103623876864, 4.7745848202007251, 7.8955711011678602, 4.1208750967198400, 5.6633673620499430, 0.8095873047717328,3.1209862809671343
10094475-4134206,5417097497167641856, 5.5839495229486102, 9.1858233492283343, 4.7655165226592491, 6.1738461880170510, 0.7211072500902100,3.601873826279725
10140017-4054309,5417187004285887488, 5.2918402855312205, 7.7475129605181632, 3.1910993259734481, 6.3148369941426763, 1.4500909411643801,2.4556726749869426
10141228-4059481,5417183327794092672, 2.6677559888235249, 6.2148237169923632, 2.6468124981563679, 2.6904232461333422, 0.0230745196035379,3.5470677281688383
10144572-4050005,5417191574131338880, 7.2574366646365549, 7.6806258457300336, 6.9085777980762542, 7.6507424547717937, 0.4136807390672230,0.4231891810934787
10193043-2802474,5462779216001096576, 2.6832828075597899, 6.0050670192070044, 2.6399015640190115, 3.9287200433921821, 0.5528510713842831,3.321784211647215
10193253-2755013,5462785125876106112,11.1121307123768993, 7.3652480000762406, 9.8733397670054686,12.2168091688846996, 1.2914530346659094,-3.7468827123006596
10195770-1801525,5669711908552132864, 2.9805242641027649, 7.6923620912165429, 2.8168491944294494, 3.3646400630915214, 0.3571143512681581,4.711837827113779
10195934-1755159,5669902742539197696, 2.6698166190614252, 9.2933812316811117, 2.5883051817986571, 2.7530008882363561, 0.3563422798905238,6.6235646126196865
10201665-1748481,5669927241032640512, 4.6324278481074348, 8.8216772405512760, 3.5300335227128343, 5.9875730675887118, 1.2753902207199579,4.189249392443841
10201768-1753158,5669738777867528448, 4.3523319428049900, 7.3343860109732271, 3.6546005908324433, 5.2979832699224589, 0.7904690113845393,2.982054068168237
10201780-1755288,5669738365550669184, 3.6303032914224849, 8.3146444611070258, 3.1522958347925498, 5.2728141062656206, 1.1523329602215673,4.684341169684543
10201895-2807130,5462764406953959808,26.8760530036756009, 8.8034310304692980,24.1057241807427545,30.1849631815149912, 3.3811105218159674,-18.072621973206303
10230126-3535321,5445758844724162176, 3.6612811576621200, 8.9802934436135775, 2.6574774041160043, 5.4392176897993405, 1.7231105138717386,5.319012285951457
10231974-3536457,5445746921894950400, 3.8643240634306251, 7.1359909586544203, 2.2536708876965705, 5.4293873988068944, 1.4720647463190506,3.2716668952237957
10240017-3546298,5445741080739481472, 5.0904281736716852, 8.9194659011309572, 4.5341689399552996, 5.8435131194101517, 0.6427576390378238,3.829037727459272
10242175-3547379,5445553957604079872, 7.0644463325857298, 6.4501060310158094, 6.1421836584748188, 8.1786312164128994, 1.0329137468222602,-0.6143403015699205
10244249-3534234,5445839383950433536, 6.5146971498593151, 8.5447342880539523, 5.3323054322510517, 7.0726365645784703, 0.8779893444580568,2.030037138194637
10245690-3542565,5445648584323149184, 5.1484016482960548, 7.4897149275443429, 4.4753065519985853, 5.8284847400559334, 0.5956390990332207,2.341313279248289
10281957-4059441,5440439437531197440, 2.9848029262854499, 8.6528581994657223, 2.7729683946182737, 4.4779600078668613, 0.7576243263701415,5.668055273180273
10284532-4103123,5440433016558418304, 7.1046544107757246, 8.5317128092059082, 6.6044388554321785, 7.4736169955055702, 0.4961292371865656,1.427058398430182
10380899-3204331,5448136023222703360, 6.0426694198968303, 8.5717558995541516, 5.2657396014811830, 6.6621329511481369, 0.6335356525585398,2.5290864796573196
10381081-1008091,3761773700639691904, 6.8806194765747151, 8.3982438820554819, 6.2000840102712722, 7.4248756977728911, 0.6566267996844222,1.5176244054807686
10381118-2001305,3554608156435794304, 2.9314752642440549, 8.6475554063336872, 2.7592110307917750, 3.2522181001185482, 0.3601228055278777,5.716080142089632
10381659-2001483,3554607950277364352, 6.7586171014515148, 8.3613800705011059, 5.6276139609087652, 7.6302969399788854, 1.0033274001191350,1.6027629690495928
10382773-3149109,5454148874357529472, 7.4435265374010857, 7.3883849719884971, 7.0764677289217364, 7.8800105002699734, 0.4541787712807320,-0.05514156541258686
10384208-1005238,3761774804446419584, 5.0237858150469457, 8.4409713557684398, 4.2934530207796779, 5.6243457614408392, 0.6524183831138486,3.4171855407214924
10385127-3203393,5453953298726335104, 7.2739981571265702, 8.2079197566544764, 7.0564894747250717, 7.5685666789564996, 0.2687514373162002,0.9339215995279071
10385508-2002154,3553858048987335936, 3.0169901392739802, 8.1535311230441589, 2.7800018302822012, 4.2391727876655816, 0.8140379519616839,5.13654098377018
10390871-1954171,3554615956096411136, 4.2087554684262303, 6.0995226013632156, 3.4155227205597778, 4.4420293399922244, 0.5496694138393925,1.8907671329369853
10391466-2801188,5456059104011225472, 4.0993665619419097, 7.5063358537806026, 2.6655227137909390, 5.9034175097867312, 1.5343980078786768,3.406969291838692
10391594-2501101,5470898216018716288, 4.5258106823422146, 8.9328535355022805, 3.7919117563999931, 5.0540215571336420, 0.7022348653204596,4.407042853160065
10393700-2803475,5456048349413173376, 8.2510891675699511, 8.5771946864603983, 7.6783307479331775, 8.9821963377128071, 0.6305864749804997,0.32610551889044714
10393886-0755342,3762692484338767360, 2.7432643472079699, 8.0094514785418589, 2.6657456913289739, 3.7451244220059041, 0.6030919379517682,5.26618713133389
10393946-2504361,5470146940338966400, 7.5358403927857003, 7.0535667334925645, 7.1159936718550076, 7.9897801243324018, 0.4665670118591494,-0.4822736592931349
10394520-0759204,3762689048364933504, 3.0668606717970950, 8.7405958599713180, 2.8066607363194844, 3.7539740159833910, 0.6188744664545426,5.6737351881742235
10394642-1807148,3555373347809400960, 4.4942407864057801, 8.1620087070078942, 4.0516994142251077, 5.9689541404958364, 0.9994818390174716,3.667767920602114
10394698-4105593,5392575913965661184, 5.2497445557868803, 8.3638512731064765, 4.0807201064423166, 5.8378539188427023, 0.7839203853669214,3.114106717319596
10394941-4059150,5392594433864467968, 3.2497134696039351, 8.4233517515479530, 2.7709519472917128, 3.8723213497366342, 0.5702342143309738,5.173638281944018
10395230-4100495,5392582609815476992, 8.8501485486009166, 8.4336523555973066, 8.3102635060245564, 9.4042720251771819, 0.5863258708043837,-0.41649619300360996
10395924-2801215,5456048211974224896, 2.9354723924800599, 7.6652508708896576, 2.7027988060438499, 3.3725132828471893, 0.5758611908547651,4.729778478409598
10400136-1508280,3749746937512625664, 6.4574944347513901, 8.1612951455102447, 5.8332564753671674, 6.7983849708885149, 0.6528515650550877,1.7038007107588529
