name,arm,ra_deg,dec_deg,plx_mas,e_plx_mas,x_kpc,y_kpc,z_kpc,R_kpc,phi_rad,U_kms,V_kms,W_kms,e_U_kms,e_V_kms,e_W_kms
G092.67+03.07,Loc,317.34055,52.37696666666667,0.613,0.02,-8.225852696098261,1.6272085013409359,0.09295280639135489,8.38525253553781,2.946297595796013,-16.825685309886357,-6.832993190808111,-1.3662436671167735,11.183101011700495,10.517467008502292,10.550894631476458
G094.60-01.79,Per,324.9927920833333,50.239165,0.221,0.013,-8.51300099297599,4.508080219926993,-0.13607301862778837,9.632962845132704,2.6545835702421563,3.583410000739671,-8.161215779442614,16.06763378006969,4.487931817514997,4.870554281428703,5.3313896573146
G095.29-00.93,Per,324.9187870833333,51.34244666666667,0.206,0.015,-8.598085768889954,4.832997350300211,-0.07356845710673104,9.86331294632776,2.629505923819542,-7.340199286650375,-4.329586574530339,0.8375203942307569,7.233800048888421,7.453014334954228,7.3112272921075565
G097.53+03.18,Out,323.05180958333335,55.89713583333333,0.133,0.017,-9.13357068660555,7.442443159189736,0.4237500330475132,11.781853575095486,2.45786528329688,9.937240336064084,7.672353008611367,9.25935477254031,8.411504026062952,18.0424906087056,10.261877975941488
G100.37-03.57,Per,334.0431879166666,52.359475833333335,0.289,0.016,-8.772249462570388,3.396966370859867,-0.21004464340757562,9.407004898389248,2.772134392364182,13.008252256379341,-2.162458023880504,3.1394828228931013,10.791634077636045,9.70316012461247,9.633568201105843
G105.41+09.87,Loc,325.77700416666664,66.11537222222222,1.129,0.063,-8.38184679057515,0.8412154781332571,0.15760966549776137,8.423953887654294,3.0415660031915848,7.933527854937046,-1.9378441449421473,-12.841030651546657,5.235440430007454,5.038964638941478,5.016380539067088
G107.29+05.63,Loc,335.3613666666667,63.860533333333336,1.288,0.107,-8.37968581593073,0.7376932550392208,0.08195480383513667,8.412094014705318,3.0537854970294145,4.502991512348198,-8.161344061677994,11.030092350108154,5.346972544425556,4.946311507818315,5.221029131647121
G108.18+05.51,Loc,337.2142154166666,64.22811138888889,1.092,0.018,-8.434397610719435,0.8659830323151406,0.09376137812318575,8.478737504367466,3.0392783926655866,-1.8898364482410308,-7.4574467847625385,-3.5404549713949622,4.59073304122968,3.5858028660293018,4.840427517431622
G108.20+00.58,Per,342.38115625,59.928335,0.227,0.037,-9.52636976318132,4.184497083845093,0.05168539697483159,10.404890038321568,2.7277108575821254,-10.932159043270746,-12.661494323512528,9.511448105330812,11.26413965440824,11.470552869717718,10.172779163097504
G108.42+00.89,Per,342.49531666666667,60.29906944444444,0.4,0.05,-8.940050372386175,2.371551035934077,0.04503682654365287,9.24925699593444,2.8822921617174155,12.499173635924157,-24.506206972023534,0.13263525874238274,7.075818472570171,6.877745496310988,6.3935228478809645
G108.47-02.81,Per,345.63366666666667,56.96427777777778,0.309,0.01,-9.174206392753346,3.0658092248798465,-0.15292707925926036,9.672913167200186,2.8190829468392202,20.352982996608045,-11.788369393583594,-8.749739118601243,7.014453523618863,6.755240622833812,6.771097155534133
G108.59+00.49,Per,343.15964583333334,60.01441333333333,0.405,0.033,-8.937288194071733,2.3401568272627356,0.02722584126577948,9.238585077817836,2.885500066659695,45.94957918788124,-4.065288383530373,-0.025665961734597762,4.82926432396255,6.194934137076493,4.661466230759822
G109.87+02.11,Loc,344.07523291666666,62.030433888888886,1.228,0.024,-8.42658514750735,0.7653252928661649,0.035729705527709925,8.46126822953227,3.0510184406636705,2.9924948966149336,-1.7290462742548414,-0.5059668990244812,5.346430785718811,5.009619382261241,5.131793941439146
G111.25-00.76,Per,349.04309166666667,59.924609999999994,0.28,0.015,-9.444660334768944,3.3281726402849006,-0.04160339173526501,10.013907427308222,2.8027931869442826,1.2649319126523215,-0.3559263467087135,-3.0468257043082976,4.175014340435955,4.4099131513194845,5.542371488557119
G111.54+00.77,Per,348.43899999999996,61.46959722222223,0.378,0.017,-9.121272101165818,2.4604830232261548,0.042029990995250115,9.447305512742245,2.8781118160481953,18.101615296194968,-23.141035940433085,-10.502512829060601,5.19492796022348,5.6672269098156285,5.105741317132415
G115.05-00.04,Per,356.0136733333333,61.789496388888885,0.356,0.04,-9.339711043979069,2.544601879433364,0.003961251625141433,9.680144684344361,2.875598938184715,16.34253757532707,7.910535969504991,-5.431855443366094,8.415590707587123,9.29658236061678,11.267978354019707
G121.29+00.65,Loc,9.197304166666667,63.48393333333333,1.077,0.039,-8.63230303199116,0.7933364552528577,0.016499875687929263,8.668681466483639,3.0499468733693758,9.747033196441329,-10.632849348020812,-2.614872832568262,5.819252660848855,5.273687854441579,5.557215409418585
G122.01-07.08,Per,11.243320833333334,55.77988888888889,0.46,0.02,-9.29390547218999,1.8292034580935526,-0.2616865535712087,9.472204823434957,2.947259031746163,30.15806732428111,-5.381654156631782,2.7001497645605887,4.847965355374965,5.328247241248552,5.397827655663475
G123.06-06.30,Per,13.102920000000001,56.564035277777776,0.355,0.03,-9.67785137690305,2.3463718864474337,-0.3029428871811482,9.958226162471664,2.9037346606092354,6.197273697054262,9.431233418904696,-16.99002157803554,6.668455691661337,7.659979749822869,9.130123413853948
G123.06-06.30,Per,13.100816666666667,56.561994444444444,0.421,0.022,-9.438285419278307,1.9785503457588332,-0.254672724923328,9.643437827168478,2.9349545967459303,7.48068725488034,5.044333012656608,-8.47288293446646,3.309289316424567,3.3586650473233504,3.4364864274617593
G133.94+01.06,Per,36.7659125,61.873675,0.512,0.01,-9.505199520405156,1.405966935018228,0.04269506842367848,9.60861909667955,2.9947418962594843,20.714451581657478,-11.232710341841596,1.321636267341339,3.129784205790229,3.053771764397781,2.6325280585648234
G134.62-02.19,Per,35.71546083333334,58.586512222222225,0.413,0.017,-9.849561562176936,1.722157210275991,-0.08609022951293838,9.998984369625694,2.9684963391414794,3.1987817020954714,-12.454970295863632,-5.548739791170728,5.466914353396642,5.751378300536001,5.426663068460603
G135.27+02.79,Out,40.869033333333334,62.95233,0.167,0.011,-12.399346108257976,4.208605888614018,0.30064268635899744,13.094126448070098,2.814372704035995,14.87412315986635,8.836123875128862,1.2166101139195438,4.9143044372709275,8.46872951666464,9.833479557063763
G160.14+03.15,Out,75.41768208333333,47.12195166666667,0.244,0.006,-11.998753182046551,1.3897976200802933,0.23377023053803642,12.078974101655035,3.0262780147323856,-11.45213189969958,-16.23346858904344,4.516236067537788,5.262321432910517,6.086670015360532,6.135162746333846
G168.06+00.82,Out,79.307265,39.37219861111111,0.187,0.022,-13.381352845363544,1.1060060784664438,0.08572264302309701,13.42698229006517,3.059127314656415,5.425448296365508,-5.833377546559859,4.999571870763508,5.23504191150605,9.094831121516844,8.362824767374725
G170.65-00.24,Per,80.09195833333334,36.632397222222224,0.532,0.075,-10.004764715045631,0.30506259385162326,-0.001358920076262764,10.009414577765753,3.1111103672289366,11.126246757892634,-11.351707962969215,-6.662566949240111,5.23315426504566,7.9911583663139885,9.38440251801107
G173.48+02.44,Per,84.80444083333335,35.76424472222222,0.594,0.014,-9.821044031245208,0.19093909841243228,0.07847823199232423,9.822899958920464,3.122153269559339,8.631215064727407,-5.107689394918026,1.6584122850545535,5.278641312718448,4.997392204968554,4.843080877250127
G174.20-00.07,Per,82.70007208333334,33.79849111111111,0.467,0.02,-10.280366161688601,0.21636694095053155,0.004297349528034007,10.282642805793087,3.120549142227807,-1.5758621289917185,11.405247335532692,9.08306994718136,10.236133666471778,6.674119336997256,6.346646664794385
G176.51+00.20,Loc,84.46723041666667,32.00109111111111,1.038,0.021,-9.111599827721646,0.058553320668649655,0.009524089971556845,9.111787964603788,3.1351665027733646,15.175516221764806,-15.149880642682774,0.33448055854738873,4.7645097215040675,4.809013538880081,4.4190458729472155
G183.72-03.66,Per,85.10094833333333,23.848535555555554,0.629,0.012,-9.73329827347127,-0.10293708587489281,-0.095041367942302,9.733842577523392,-3.131017281756783,-0.7613933578669247,2.510360464618117,3.8538713797805833,5.306187304096551,9.395484617354226,9.013735367729492
G188.94+00.88,Per,92.22226708333334,21.64141638888889,0.476,0.006,-10.225011483775898,-0.3266523705466987,0.03938195994682341,10.230227837860346,-3.109657108590267,-0.093606281660978,-4.010146359158966,-4.2188483092744296,5.335685879305633,5.2419683141280835,4.459187764678266
G192.16-03.81,Per,89.556375,16.533027777777775,0.66,0.04,-9.627932299818566,-0.3184697898466378,-0.09435859198370666,9.633197982857748,-3.108527016378726,2.893964657306371,-4.10638378590113,4.310225720412986,5.503220902668055,6.238114248733334,5.833734960558906
G192.60-00.04,Per,93.22504166666667,17.98977777777778,0.601,0.039,-9.773818323091641,-0.3629732093878436,0.005198119288970622,9.78055592303092,-3.1044724138833297,0.10952661434137918,6.9279047580127155,4.72322628059585,5.0300561022370385,4.807320027439145,5.0855764185906285
G196.45-01.67,Out,93.6568375,13.826859166666667,0.242,0.011,-12.111371423056157,-1.1700011389320588,-0.11263324834108995,12.167753301753107,-3.0452879689074526,4.295899938265772,-5.379204569490184,3.265360124084306,5.11658552293074,5.684528259048961,5.52987152267861
G209.00-19.38,Loc,83.81583333333333,-5.387250000000001,2.421,0.019,-8.490849897025445,-0.18894075692582132,-0.13137149348735233,8.492951818033864,-3.1193440468035,-0.6289535300448206,-3.1742157586192263,4.86043432749903,5.536794391468424,6.450006200086328,6.42198673773187
G211.59+01.05,Out,103.1888375,1.6730755555555554,0.239,0.01,-11.713325452959985,-2.1915919079011514,0.08499661001561343,11.916587945286103,-2.9566287780489016,-4.866845372732863,-3.9063809530161393,-4.719216323186794,6.630282302912374,12.078336282293671,11.460345299433884
G213.70-12.59,Loc,91.94941,-6.382384999999999,1.148,0.03,-8.85734007833522,-0.47173942753216425,-0.18399910262327834,8.86989353660864,-3.0883832096683617,-6.143799843670688,5.474570099230647,0.47919566676538483,3.3469317461652897,4.578769503224769,5.129036564193461
G217.79+01.05,Out,106.02009041666666,-3.8473988888888893,0.163,0.016,-12.996856827883935,-3.7593049268022716,0.12141370934904774,13.529621611013113,-2.8600297381274307,13.409288816233149,-9.706368429638701,-4.031521357566176,6.1567033166261185,5.591705274602104,6.546078853747374
G229.57+00.15,Per,110.7573825,-14.692871944444445,0.218,0.012,-11.124774630330283,-3.4917768962258893,0.019599505108570166,11.659893501600141,-2.837456567738708,8.449404716574563,-11.839194442105764,-9.756977587388008,12.176383372982365,13.958338790050547,14.283852991352536
G232.62+00.99,Loc,113.04074999999999,-16.97022222222222,0.596,0.035,-9.168436088044789,-1.3330724899338067,0.03533950541251606,9.264842284895105,-2.9972064261121867,1.8153206285444101,-2.7262820511257075,1.2049492001826532,3.662409369180513,3.896182134246598,3.486291376766819
G236.81+01.98,Per,116.11765291666667,-20.141835,0.326,0.026,-9.827853798369674,-2.5656871605153833,0.11279377048632089,10.157236872681601,-2.886229336655381,-15.167044308425057,-6.2794342797566856,-1.8973503845815247,8.962710045651253,8.556247095718383,6.213490221971257
G239.35-05.06,Loc,110.74302499999999,-25.767516666666666,0.855,0.057,-8.743943428890116,-1.0022921045676978,-0.0973679187985507,8.801200835710397,-3.0274637624353424,-0.42082224596690687,-9.478631292986847,-2.821930207250504,3.347123610489241,2.8747141671487553,3.4895091127891034
G240.31+00.07,Per,116.21653166666667,-24.12815888888889,0.187,0.014,-10.798244534477867,-4.645802095017443,0.013930771193916999,11.755235520075708,-2.7352947705409925,-7.5396877947894625,1.116287104523309,6.344141669649234,6.8428725017014544,9.85892193391835,11.576364531608304
