vxbin,vybin,vzbin,n_quality
16,-2,-15,1
16,-2,-14,2
16,-2,-13,3
16,-2,-12,1
16,-2,-10,2
16,-2,-9,1
16,-2,-8,1
16,-2,8,3
16,-2,9,2
16,-2,13,1
16,-2,16,2
16,-2,17,2
16,-2,18,2
16,-2,19,1
16,-2,20,2
16,-2,23,2
16,-2,25,1
16,-1,-40,1
16,-1,-36,1
16,-1,-35,1
16,-1,-33,1
16,-1,-30,1
16,-1,-26,1
16,-1,-23,3
16,-1,-22,2
16,-1,-21,3
16,-1,-17,2
16,-1,-16,2
16,-1,-15,2
16,-1,-14,1
16,-1,-11,1
16,-1,-10,3
16,-1,-9,1
16,-1,-8,11
16,-1,-7,5
16,-1,-6,1
16,-1,-3,1
16,-1,3,1
16,-1,9,1
16,-1,17,1
16,-1,27,1
16,-1,28,1
16,0,-43,2
16,0,-37,1
16,0,-29,1
16,0,-28,1
16,0,-27,2
16,0,-25,1
16,0,-24,2
16,0,-23,1
16,0,-21,3
16,0,-20,1
16,0,-13,2
16,0,-12,3
16,0,-10,1
16,0,-9,9
16,0,-8,6
16,0,-6,1
16,0,-3,1
16,0,8,2
16,0,9,4
16,0,11,6
16,0,12,2
16,0,14,1
16,1,-38,1
16,1,-37,1
16,1,-36,1
16,1,-28,2
16,1,-27,1
16,1,-24,1
16,1,-11,2
16,1,-10,2
16,1,-9,3
16,1,-8,4
16,1,10,1
16,1,16,1
16,2,-31,1
16,2,-30,1
16,2,-29,1
16,2,-27,1
16,2,-23,1
16,2,-15,3
16,2,-14,15
16,2,-13,1
16,2,-11,3
16,2,-10,1
16,2,-9,1
16,2,-8,21
16,2,-7,4
16,2,10,1
16,2,12,1
16,2,17,1
16,2,18,1
16,2,19,1
16,2,20,1
16,2,25,1
16,2,26,1
16,3,-32,1
16,3,-28,1
16,3,-15,1
16,3,-14,1
16,3,-12,1
16,3,-9,1
16,3,-8,7
16,4,-47,2
16,4,-46,1
16,4,-39,1
16,4,-30,1
16,4,-28,1
16,4,-13,2
16,4,-9,1
16,4,-8,1
16,4,18,1
16,4,19,1
16,4,20,2
16,4,22,1
16,5,-30,1
16,5,-29,1
16,5,-23,1
16,5,-10,1
16,6,-47,1
16,6,-32,1
16,6,-11,1
16,6,-8,1
16,6,-6,1
16,6,30,1
16,6,31,1
16,7,-30,3
16,7,-29,1
16,7,-9,1
16,7,-4,2
16,7,-3,1
16,7,10,1
16,7,16,1
16,8,-48,1
16,8,-9,1
16,8,-6,1
16,8,-5,1
16,8,6,1
16,8,16,3
16,8,18,2
16,9,-53,2
16,9,-51,1
16,9,-43,1
16,9,-3,1
16,9,14,1
16,10,-49,1
16,10,9,1
16,10,10,6
16,10,12,1
16,10,14,3
16,10,15,1
16,10,16,1
16,10,17,1
16,11,-48,1
16,11,-6,1
16,11,10,1
16,11,14,1
16,12,-41,1
16,12,-19,1
16,12,-18,1
16,12,-8,2
16,12,-7,2
16,12,-6,3
16,12,-4,1
16,13,-40,1
16,13,-37,1
16,13,-7,1
16,13,-6,1
16,14,-18,1
16,14,-16,1
16,14,-12,1
16,14,-7,1
16,15,-8,1
16,15,-7,2
16,16,-37,1
16,16,-5,1
16,19,-50,1
16,21,-73,1
16,21,-72,1
17,-37,20,1
17,-29,-7,1
17,-27,-69,1
17,-26,-79,1
17,-26,22,3
17,-26,30,1
17,-24,-9,1
17,-24,50,1
17,-23,-20,2
17,-23,14,1
17,-23,25,1
17,-23,26,1
17,-23,29,1
17,-22,-19,1
17,-22,-14,1
17,-22,13,1
17,-22,17,1
17,-22,24,1
17,-22,29,1
17,-22,36,1
17,-21,-47,1
17,-21,-12,1
17,-21,19,2
17,-21,22,1
17,-21,27,1
17,-21,45,1
17,-20,-46,1
17,-20,-19,1
17,-20,-17,1
17,-20,-16,1
17,-20,-14,1
17,-20,17,1
17,-20,18,1
17,-20,19,1
17,-20,28,1
17,-20,41,1
17,-19,-21,1
17,-19,-17,1
17,-19,-13,1
17,-19,12,1
17,-19,41,1
17,-18,-76,1
17,-18,-53,1
17,-18,-16,1
17,-18,-13,1
17,-18,12,1
17,-18,14,1
17,-18,15,2
17,-18,16,1
17,-18,21,1
17,-18,26,1
17,-18,30,1
17,-18,63,1
17,-17,-44,1
17,-17,-43,1
17,-17,-36,1
17,-17,-19,1
17,-17,-18,1
17,-17,-17,1
17,-17,-16,1
17,-17,-13,2
17,-17,14,2
17,-17,15,1
17,-17,18,2
17,-17,20,1
17,-17,22,1
17,-17,25,2
17,-16,-36,1
17,-16,-34,1
17,-16,-18,1
17,-16,-16,1
17,-16,-15,1
17,-16,-7,1
17,-16,13,1
17,-16,14,2
17,-16,16,2
17,-16,18,1
17,-16,26,1
17,-15,-77,1
17,-15,-67,1
17,-15,-17,1
17,-15,-13,1
17,-15,-11,1
17,-15,-8,1
17,-15,-7,2
17,-15,3,1
17,-15,13,1
17,-15,14,2
17,-15,15,1
17,-15,16,1
17,-15,21,2
17,-15,23,1
17,-15,25,1
17,-15,30,1
17,-15,36,1
17,-15,45,2
17,-14,-62,1
17,-14,-54,1
17,-14,-17,1
17,-14,-16,1
17,-14,-15,1
17,-14,-14,2
17,-14,-11,2
17,-14,-10,1
17,-14,-8,2
17,-14,-7,1
17,-14,10,2
17,-14,12,1
17,-14,13,2
17,-14,14,2
17,-14,20,1
17,-14,25,1
17,-14,37,1
17,-13,-77,1
17,-13,-33,2
17,-13,-26,1
17,-13,-20,1
17,-13,-16,1
17,-13,-15,1
17,-13,-13,3
17,-13,-12,3
17,-13,-11,3
17,-13,-9,2
17,-13,-8,1
17,-13,7,1
17,-13,8,1
17,-13,13,2
17,-13,14,1
17,-13,24,1
17,-13,54,1
17,-12,-65,1
17,-12,-38,1
17,-12,-31,1
17,-12,-16,2
17,-12,-13,2
17,-12,-11,1
17,-12,-10,1
17,-12,-9,1
17,-12,-8,1
17,-12,-7,2
17,-12,-6,1
17,-12,-5,1
17,-12,5,1
17,-12,6,1
17,-12,8,1
17,-12,9,2
17,-12,12,1
17,-12,15,3
17,-12,16,1
17,-12,18,2
17,-12,19,1
17,-12,23,1
17,-11,-22,2
17,-11,-21,1
17,-11,-18,3
17,-11,-17,1
17,-11,-16,1
17,-11,-15,1
17,-11,-14,1
17,-11,-13,5
17,-11,-12,6
17,-11,-11,2
17,-11,-10,1
17,-11,-6,1
17,-11,3,1
17,-11,5,1
17,-11,7,1
17,-11,11,2
17,-11,12,2
17,-11,13,1
17,-11,15,2
17,-11,17,2
17,-11,21,3
17,-11,23,1
17,-11,29,1
17,-11,64,1
17,-10,-88,1
17,-10,-35,1
17,-10,-34,1
17,-10,-21,1
17,-10,-20,1
17,-10,-17,1
17,-10,-16,2
17,-10,-15,1
17,-10,-14,1
17,-10,-13,2
17,-10,-12,2
17,-10,-10,2
17,-10,-9,4
17,-10,-8,2
17,-10,-7,3
17,-10,-6,1
17,-10,-5,1
17,-10,4,1
17,-10,6,2
17,-10,10,2
17,-10,11,3
17,-10,14,1
17,-10,21,2
17,-10,25,3
17,-10,26,2
17,-10,29,1
17,-10,31,1
17,-10,45,2
17,-9,-44,1
17,-9,-41,1
17,-9,-36,1
17,-9,-32,1
17,-9,-20,3
17,-9,-19,2
17,-9,-15,2
17,-9,-14,5
17,-9,-13,1
17,-9,-11,10
17,-9,-10,6
17,-9,-9,2
17,-9,-8,3
17,-9,-6,1
17,-9,-5,4
17,-9,-4,3
17,-9,3,1
17,-9,5,2
17,-9,6,1
17,-9,7,2
17,-9,9,1
17,-9,10,15
17,-9,11,3
17,-9,12,1
17,-9,13,1
17,-9,14,1
17,-9,15,4
17,-9,17,1
17,-8,-40,3
17,-8,-37,3
17,-8,-35,1
17,-8,-33,1
17,-8,-28,1
17,-8,-22,1
17,-8,-20,1
17,-8,-19,1
17,-8,-18,1
17,-8,-17,1
17,-8,-16,1
17,-8,-15,1
17,-8,-14,4
17,-8,-13,3
17,-8,-12,2
17,-8,-11,4
17,-8,-10,5
17,-8,-9,9
17,-8,-8,1
17,-8,-7,2
17,-8,-6,2
17,-8,-5,1
17,-8,-4,1
17,-8,-2,1
17,-8,8,1
17,-8,9,1
17,-8,10,7
17,-8,11,4
17,-8,12,3
17,-8,13,2
17,-8,14,1
17,-8,19,1
17,-8,22,2
17,-8,25,1
17,-7,-37,1
17,-7,-29,1
17,-7,-22,1
17,-7,-21,6
17,-7,-17,2
17,-7,-16,3
17,-7,-14,2
17,-7,-13,1
17,-7,-12,2
17,-7,-11,1
17,-7,-10,1
17,-7,-9,1
17,-7,-8,6
17,-7,-7,1
17,-7,-6,3
17,-7,6,2
17,-7,9,3
17,-7,10,5
17,-7,11,1
17,-7,12,2
17,-7,19,3
17,-7,20,1
17,-7,21,1
17,-7,22,2
17,-7,25,1
17,-7,28,1
17,-7,30,1
17,-6,-48,1
17,-6,-43,1
17,-6,-42,1
17,-6,-41,1
17,-6,-29,1
17,-6,-28,3
17,-6,-26,3
17,-6,-19,3
17,-6,-18,3
17,-6,-17,5
17,-6,-16,1
17,-6,-15,3
17,-6,-14,7
17,-6,-13,2
17,-6,-12,2
17,-6,-11,1
17,-6,-9,4
17,-6,-8,13
17,-6,-7,1
17,-6,-6,2
17,-6,-5,2
17,-6,8,1
17,-6,10,1
17,-6,14,1
17,-6,15,4
17,-6,16,1
17,-6,29,2
17,-6,30,1
17,-5,-43,1
17,-5,-40,1
17,-5,-34,1
17,-5,-33,1
17,-5,-30,2
17,-5,-29,2
17,-5,-27,2
17,-5,-26,3
17,-5,-18,2
17,-5,-17,1
17,-5,-15,3
17,-5,-14,3
17,-5,-13,12
17,-5,-12,5
17,-5,-10,3
17,-5,-8,4
17,-5,-7,3
17,-5,-6,4
17,-5,-5,4
17,-5,-4,1
17,-5,-3,1
17,-5,8,1
17,-5,9,3
17,-5,10,4
17,-5,11,4
17,-5,12,4
17,-5,13,1
17,-5,14,1
17,-5,15,6
17,-5,16,5
17,-5,19,3
17,-5,20,3
17,-5,21,5
17,-5,25,1
17,-5,26,1
17,-5,27,1
17,-4,-42,2
17,-4,-40,1
17,-4,-35,1
17,-4,-25,2
17,-4,-22,1
17,-4,-18,1
17,-4,-16,3
17,-4,-14,3
17,-4,-13,1
17,-4,-12,5
17,-4,-11,4
17,-4,-10,7
17,-4,-7,2
17,-4,-6,3
17,-4,-5,3
17,-4,-4,2
17,-4,7,1
17,-4,8,3
17,-4,10,2
17,-4,12,2
17,-4,13,1
17,-4,14,5
17,-4,15,1
17,-4,16,3
17,-4,18,1
17,-4,19,2
17,-4,20,3
17,-4,21,3
17,-4,22,2
17,-4,26,1
17,-4,27,1
17,-4,31,1
17,-3,-42,2
17,-3,-41,1
17,-3,-38,2
17,-3,-36,1
17,-3,-32,1
17,-3,-31,1
17,-3,-24,2
17,-3,-23,2
17,-3,-21,1
17,-3,-20,3
17,-3,-18,1
17,-3,-17,1
17,-3,-16,1
17,-3,-15,3
17,-3,-14,5
17,-3,-13,6
17,-3,-12,7
17,-3,-11,8
17,-3,-10,24
17,-3,-9,1
17,-3,-8,3
17,-3,-7,4
17,-3,-4,1
17,-3,-3,1
17,-3,4,1
17,-3,5,1
17,-3,6,3
17,-3,7,3
17,-3,8,1
17,-3,9,1
17,-3,10,2
17,-3,11,2
17,-3,12,5
17,-3,13,7
17,-3,14,5
17,-3,15,8
17,-3,16,7
17,-3,17,7
17,-3,18,2
17,-3,19,5
17,-3,20,5
17,-3,21,3
17,-3,22,3
17,-3,23,2
17,-3,24,2
17,-3,25,1
17,-3,26,2
17,-2,-33,1
17,-2,-32,1
17,-2,-24,2
17,-2,-23,1
17,-2,-22,1
17,-2,-21,1
17,-2,-20,3
17,-2,-19,1
17,-2,-18,1
17,-2,-17,1
17,-2,-16,1
17,-2,-14,1
17,-2,-13,2
17,-2,-12,3
17,-2,-11,1
17,-2,-10,1
17,-2,-9,2
17,-2,-8,1
17,-2,-3,1
17,-2,7,2
17,-2,9,2
17,-2,12,1
17,-2,13,1
17,-2,14,1
17,-2,15,1
17,-2,16,1
17,-2,18,2
17,-2,19,1
17,-2,20,1
17,-2,21,1
17,-2,22,2
17,-2,23,4
17,-2,31,1
17,-2,32,1
17,-1,-38,1
17,-1,-35,1
17,-1,-34,1
17,-1,-31,1
17,-1,-30,1
17,-1,-26,1
17,-1,-24,1
17,-1,-23,1
17,-1,-22,3
17,-1,-21,2
17,-1,-20,1
17,-1,-16,2
17,-1,-15,1
17,-1,-14,2
17,-1,-10,2
17,-1,-9,6
17,-1,-8,7
17,-1,-7,10
17,-1,9,1
17,-1,17,1
17,0,-41,2
17,0,-36,2
17,0,-35,2
17,0,-33,1
17,0,-27,2
17,0,-26,2
17,0,-25,2
17,0,-24,1
17,0,-23,4
17,0,-22,1
17,0,-20,1
17,0,-19,1
17,0,-13,1
17,0,-12,2
17,0,-11,3
17,0,-9,3
17,0,-8,6
17,0,-7,7
17,0,-6,5
17,0,5,1
17,0,8,2
17,0,9,3
17,0,10,1
17,0,11,3
17,0,12,3
17,0,13,2
17,1,-43,1
17,1,-36,1
17,1,-26,3
17,1,-25,3
17,1,-24,4
17,1,-23,2
17,1,-22,2
17,1,-21,3
17,1,-11,3
17,1,-10,3
17,1,-9,5
17,1,-8,6
17,1,-7,1
17,1,-6,1
17,1,3,1
17,1,9,2
17,1,11,1
17,1,13,1
17,1,15,1
17,1,21,1
17,2,-37,1
17,2,-32,2
17,2,-31,1
17,2,-27,1
17,2,-25,1
17,2,-24,2
17,2,-22,1
17,2,-21,2
17,2,-14,12
17,2,-13,21
17,2,-12,2
17,2,-11,4
17,2,-10,2
17,2,-8,27
17,2,-7,27
17,2,-6,1
17,2,-5,3
17,2,8,1
17,2,9,2
17,2,18,1
17,2,24,1
17,3,-43,1
17,3,-31,1
17,3,-30,1
17,3,-22,1
17,3,-16,1
17,3,-12,2
17,3,-8,5
17,3,-7,3
17,3,12,2
17,3,17,1
17,4,-45,2
17,4,-38,2
17,4,-30,1
17,4,-28,2
17,4,-27,1
17,4,-26,1
17,4,-21,2
17,4,-12,1
17,4,-8,2
17,4,-7,1
17,4,15,1
17,4,17,1
17,4,18,1
17,4,21,1
17,4,22,2
17,5,-44,1
17,5,-43,1
17,5,-39,1
17,5,-29,1
17,5,-27,2
17,5,-22,1
17,5,-21,1
17,5,-10,1
17,5,-8,5
17,5,-7,3
17,5,-6,2
17,5,26,1
17,6,-45,1
17,6,-42,1
17,6,-30,1
17,6,-8,1
17,6,-7,1
17,6,-3,1
17,6,24,1
17,7,-8,2
17,7,-6,2
17,7,-5,2
17,7,-4,2
17,7,-3,1
17,7,10,1
17,7,15,3
17,7,25,1
17,8,-44,1
17,8,-6,1
17,8,16,1
17,8,17,2
17,9,-40,1
17,9,-29,1
17,9,9,3
17,9,10,4
17,9,13,2
17,9,14,1
17,9,15,1
17,10,-41,3
17,10,-39,1
17,10,-16,1
17,10,-6,1
17,10,9,5
17,10,13,4
17,10,14,1
17,10,15,1
17,11,-41,1
17,11,-37,2
17,11,-30,1
17,11,-29,1
17,11,-28,1
17,11,-27,1
17,11,-17,2
17,11,-7,3
17,11,-6,5
17,11,-5,1
17,12,-42,1
17,12,-38,1
17,12,-6,1
17,13,-16,2
17,13,-12,1
17,13,-9,1
17,13,-8,1
17,13,-7,1
17,14,-7,1
17,14,-6,2
17,15,-60,1
17,16,-17,1
17,17,-67,1
17,21,-60,1
17,23,-46,1
17,24,-62,1
17,24,-32,1
18,-75,-134,1
18,-72,-125,1
18,-46,36,1
18,-38,9,1
18,-37,73,1
18,-32,32,1
18,-31,5,1
18,-26,12,1
18,-26,17,1
18,-26,36,1
18,-25,-18,1
18,-25,-10,1
18,-25,-6,1
18,-24,22,1
18,-24,28,1
18,-23,-60,1
18,-23,-58,1
18,-23,-15,1
18,-23,-14,1
18,-23,20,1
18,-23,46,1
18,-23,49,1
18,-22,-14,1
18,-22,16,1
18,-22,18,1
18,-22,20,1
18,-21,-63,1
18,-21,-18,1
18,-21,17,1
18,-21,23,1
18,-21,34,1
18,-20,-85,1
18,-20,-8,2
18,-20,13,1
18,-20,15,1
18,-20,16,1
18,-20,24,1
18,-20,27,1
18,-20,28,1
18,-20,32,1
18,-19,-45,1
18,-19,11,1
18,-19,20,1
18,-19,24,2
18,-19,26,1
18,-19,27,1
18,-19,31,1
18,-18,-16,1
18,-18,-12,1
18,-18,-8,3
18,-18,6,1
18,-18,15,2
18,-18,16,1
18,-18,23,1
18,-18,33,1
18,-17,-18,1
18,-17,-12,1
18,-17,11,1
18,-17,14,1
18,-17,19,1
18,-17,28,1
18,-16,-38,1
18,-16,-34,1
18,-16,-21,2
18,-16,-20,2
18,-16,-19,2
18,-16,-17,3
18,-16,-11,1
18,-16,13,3
18,-16,15,3
18,-16,16,1
18,-16,17,1
18,-16,21,1
18,-16,60,1
18,-15,-59,1
18,-15,-57,1
18,-15,-37,1
18,-15,-20,1
18,-15,-19,1
18,-15,-17,1
18,-15,-16,2
18,-15,-15,2
18,-15,-9,1
18,-15,8,2
18,-15,9,1
18,-15,13,3
18,-15,14,1
18,-15,15,1
18,-15,20,1
18,-15,23,1
18,-15,24,1
18,-14,-39,1
18,-14,-17,1
18,-14,-15,1
18,-14,-10,3
18,-14,-9,1
18,-14,-8,1
18,-14,-7,2
18,-14,12,1
18,-14,13,5
18,-14,14,1
18,-14,18,1
18,-14,22,3
18,-14,23,1
18,-14,25,2
18,-13,-56,1
18,-13,-43,1
18,-13,-42,1
18,-13,-35,1
18,-13,-32,1
18,-13,-26,1
18,-13,-18,1
18,-13,-16,1
18,-13,-14,3
18,-13,-13,3
18,-13,-12,2
18,-13,-11,1
18,-13,-10,1
18,-13,-7,1
18,-13,-6,1
18,-13,8,1
18,-13,10,1
18,-13,11,3
18,-13,12,3
18,-13,13,1
18,-13,16,1
18,-13,18,2
18,-13,22,1
18,-13,33,1
18,-13,35,1
18,-13,66,1
18,-12,-33,1
18,-12,-32,1
18,-12,-31,2
18,-12,-25,1
18,-12,-24,1
18,-12,-23,1
18,-12,-18,2
18,-12,-15,1
18,-12,-14,2
18,-12,-10,4
18,-12,-9,1
18,-12,-8,1
18,-12,-7,1
18,-12,-6,1
18,-12,-4,1
18,-12,6,1
18,-12,10,1
18,-12,11,3
18,-12,12,2
18,-12,13,2
18,-12,15,1
18,-12,16,1
18,-12,18,1
18,-11,-61,1
18,-11,-40,1
18,-11,-24,1
18,-11,-20,1
18,-11,-18,2
18,-11,-15,3
18,-11,-14,2
18,-11,-13,4
18,-11,-12,5
18,-11,-11,3
18,-11,-10,4
18,-11,-9,3
18,-11,-7,3
18,-11,-6,2
18,-11,-5,3
18,-11,-4,1
18,-11,4,1
18,-11,5,1
18,-11,6,1
18,-11,7,3
18,-11,9,1
18,-11,10,1
18,-11,11,1
18,-11,12,3
18,-11,13,1
18,-11,14,4
18,-11,17,2
18,-11,21,2
18,-11,22,1
18,-11,23,2
18,-11,24,1
18,-11,26,1
18,-11,28,2
18,-11,29,2
18,-11,34,1
18,-11,41,1
18,-10,-44,1
18,-10,-42,1
18,-10,-29,1
18,-10,-19,1
18,-10,-18,2
18,-10,-17,2
18,-10,-16,2
18,-10,-14,1
18,-10,-12,7
18,-10,-11,2
18,-10,-10,1
18,-10,-9,2
18,-10,-8,1
18,-10,-7,1
18,-10,-6,7
18,-10,-5,2
18,-10,-4,4
18,-10,3,1
18,-10,5,2
18,-10,6,1
18,-10,7,1
18,-10,8,1
18,-10,10,1
18,-10,11,1
18,-10,12,3
18,-10,13,1
18,-10,14,3
18,-10,15,3
18,-10,16,2
18,-10,20,4
18,-10,21,1
18,-10,23,2
18,-10,24,2
18,-10,28,1
18,-10,44,1
18,-10,61,1
18,-9,-37,1
18,-9,-32,1
18,-9,-30,1
18,-9,-19,2
18,-9,-15,1
18,-9,-14,7
18,-9,-13,6
18,-9,-12,2
18,-9,-11,3
18,-9,-10,2
18,-9,-9,6
18,-9,-8,4
18,-9,-7,2
18,-9,-6,1
18,-9,-5,1
18,-9,5,2
18,-9,6,2
18,-9,7,1
18,-9,8,3
18,-9,9,8
18,-9,10,2
18,-9,12,2
18,-9,13,4
18,-9,14,3
18,-9,15,1
18,-9,17,1
18,-9,20,2
18,-9,22,1
18,-9,30,1
18,-9,40,1
18,-9,49,1
18,-8,-45,1
18,-8,-43,1
18,-8,-42,1
18,-8,-41,1
18,-8,-40,1
18,-8,-36,1
18,-8,-35,2
18,-8,-34,3
18,-8,-33,1
18,-8,-29,1
18,-8,-20,2
18,-8,-18,1
18,-8,-16,2
18,-8,-15,1
18,-8,-14,1
18,-8,-13,6
18,-8,-12,6
18,-8,-11,2
18,-8,-10,11
18,-8,-9,15
18,-8,-8,5
18,-8,-7,1
18,-8,-6,8
18,-8,-5,5
18,-8,-4,2
18,-8,-3,1
18,-8,4,1
18,-8,5,4
18,-8,6,1
18,-8,7,2
18,-8,9,5
18,-8,10,14
18,-8,11,4
18,-8,12,2
18,-8,13,2
18,-8,16,1
18,-8,17,3
18,-8,21,1
18,-8,47,1
18,-7,-40,2
18,-7,-35,1
18,-7,-33,2
18,-7,-32,1
18,-7,-31,1
18,-7,-30,2
18,-7,-28,1
18,-7,-26,2
18,-7,-24,4
18,-7,-21,1
18,-7,-20,2
18,-7,-19,3
18,-7,-18,1
18,-7,-15,2
18,-7,-13,2
18,-7,-12,8
18,-7,-11,1
18,-7,-10,7
18,-7,-9,4
18,-7,-8,4
18,-7,-7,3
18,-7,-6,1
18,-7,-5,2
18,-7,-4,2
18,-7,-3,1
18,-7,8,4
18,-7,9,9
18,-7,11,1
18,-7,12,4
18,-7,13,2
18,-7,18,1
18,-7,20,2
18,-7,22,1
18,-6,-47,1
18,-6,-37,1
18,-6,-35,1
18,-6,-33,1
18,-6,-25,2
18,-6,-24,1
18,-6,-18,1
18,-6,-17,2
18,-6,-16,2
18,-6,-15,7
18,-6,-14,1
18,-6,-13,10
18,-6,-12,3
18,-6,-11,1
18,-6,-9,5
18,-6,-8,14
18,-6,-7,3
18,-6,-6,3
18,-6,-5,2
18,-6,-3,1
18,-6,7,1
18,-6,9,3
18,-6,14,1
18,-6,15,2
18,-6,16,1
18,-6,17,4
18,-6,18,2
18,-6,19,1
18,-6,21,2
18,-6,29,1
18,-6,30,1
18,-5,-40,1
18,-5,-35,1
18,-5,-30,1
18,-5,-25,2
18,-5,-24,2
18,-5,-18,1
18,-5,-17,4
18,-5,-16,6
18,-5,-15,2
18,-5,-14,7
18,-5,-13,7
18,-5,-12,11
18,-5,-11,5
18,-5,-9,2
18,-5,-8,3
18,-5,-7,11
18,-5,-6,5
18,-5,-5,4
18,-5,-4,3
18,-5,9,4
18,-5,10,1
18,-5,11,3
18,-5,12,2
18,-5,13,1
18,-5,14,2
18,-5,15,4
18,-5,16,5
18,-5,17,1
18,-5,19,4
18,-5,20,4
18,-5,21,4
18,-5,22,2
18,-5,29,1
18,-4,-36,1
18,-4,-34,1
18,-4,-33,1
18,-4,-32,1
18,-4,-27,1
18,-4,-25,3
18,-4,-24,3
18,-4,-23,4
18,-4,-21,2
18,-4,-20,1
18,-4,-19,1
18,-4,-18,1
18,-4,-17,2
18,-4,-14,6
18,-4,-13,3
18,-4,-12,7
18,-4,-11,6
18,-4,-10,4
18,-4,-9,4
18,-4,-8,1
18,-4,-7,4
18,-4,-6,3
18,-4,-5,4
18,-4,-4,3
18,-4,-3,1
18,-4,4,1
18,-4,6,1
18,-4,7,1
18,-4,8,3
18,-4,9,4
18,-4,10,4
18,-4,11,1
18,-4,12,4
18,-4,13,6
18,-4,14,2
18,-4,15,5
18,-4,16,1
18,-4,17,2
18,-4,18,2
18,-4,19,4
18,-4,20,1
18,-4,21,1
18,-4,22,1
18,-4,23,3
18,-4,24,1
18,-4,29,3
18,-3,-37,1
18,-3,-34,1
18,-3,-32,3
18,-3,-27,1
18,-3,-25,1
18,-3,-24,2
18,-3,-23,4
18,-3,-22,3
18,-3,-21,1
18,-3,-19,1
18,-3,-16,1
18,-3,-15,2
18,-3,-14,6
18,-3,-13,3
18,-3,-12,13
18,-3,-11,10
18,-3,-10,11
18,-3,-9,7
18,-3,-8,3
18,-3,-7,6
18,-3,-5,4
18,-3,-4,2
18,-3,4,1
18,-3,6,2
18,-3,7,4
18,-3,8,4
18,-3,9,8
18,-3,10,3
18,-3,11,2
18,-3,12,15
18,-3,13,11
18,-3,14,6
18,-3,15,12
18,-3,16,3
18,-3,17,3
18,-3,18,7
18,-3,19,6
18,-3,20,3
18,-3,21,2
18,-3,22,4
18,-3,23,1
18,-3,24,1
18,-3,25,3
18,-3,26,1
18,-2,-33,1
18,-2,-31,1
18,-2,-28,3
18,-2,-26,1
18,-2,-24,3
18,-2,-22,1
18,-2,-20,5
18,-2,-19,3
18,-2,-18,7
18,-2,-17,8
18,-2,-16,2
18,-2,-15,2
18,-2,-14,1
18,-2,-13,3
18,-2,-12,8
18,-2,-11,7
18,-2,-10,8
18,-2,-9,4
18,-2,-8,3
18,-2,6,2
18,-2,8,2
18,-2,12,2
18,-2,13,3
18,-2,14,4
18,-2,15,2
18,-2,16,2
18,-2,17,3
18,-2,18,5
18,-2,19,2
18,-2,20,3
18,-2,21,6
18,-2,22,6
18,-2,23,2
18,-2,29,1
18,-2,66,1
18,-1,-31,1
18,-1,-29,1
18,-1,-25,1
18,-1,-24,2
18,-1,-23,1
18,-1,-22,2
18,-1,-20,9
18,-1,-19,5
18,-1,-16,2
18,-1,-15,4
18,-1,-14,1
18,-1,-13,3
18,-1,-9,9
18,-1,-8,6
18,-1,-7,12
18,-1,-6,2
18,-1,7,3
18,-1,8,4
18,-1,14,1
18,-1,16,2
18,-1,24,1
18,-1,25,2
18,0,-42,1
18,0,-35,1
18,0,-34,1
18,0,-33,2
18,0,-32,1
18,0,-31,1
18,0,-30,1
18,0,-29,2
18,0,-28,1
18,0,-27,2
18,0,-26,2
18,0,-25,2
18,0,-24,2
18,0,-23,1
18,0,-22,1
18,0,-21,4
18,0,-20,1
18,0,-18,2
18,0,-12,1
18,0,-11,3
18,0,-10,4
18,0,-8,8
18,0,-7,6
18,0,-6,5
18,0,-5,4
18,0,7,4
18,0,8,9
18,0,9,1
18,0,10,5
18,0,11,2
18,0,12,1
18,0,13,1
18,1,-34,1
18,1,-32,1
18,1,-31,1
18,1,-25,1
18,1,-24,2
18,1,-23,4
18,1,-22,2
18,1,-21,2
18,1,-20,3
18,1,-10,3
18,1,-9,3
18,1,-8,5
18,1,-7,6
18,1,-6,5
18,1,-5,2
18,1,7,1
18,1,10,1
18,1,15,2
18,1,38,1
18,2,-35,1
18,2,-34,2
18,2,-33,1
18,2,-32,1
18,2,-29,2
18,2,-27,4
18,2,-26,1
18,2,-25,1
18,2,-23,1
18,2,-14,1
18,2,-13,11
18,2,-12,12
18,2,-10,8
18,2,-9,1
18,2,-8,4
18,2,-7,39
18,2,-6,2
18,2,-5,2
18,2,5,1
18,2,8,1
18,2,10,1
18,2,15,2
18,2,17,2
18,2,21,2
18,2,30,2
18,2,31,1
18,3,-33,2
18,3,-28,1
18,3,-21,1
18,3,-20,1
18,3,-12,2
18,3,-11,5
18,3,-8,3
18,3,-7,15
18,3,-4,1
18,3,11,1
18,3,17,2
18,4,-41,1
18,4,-37,1
18,4,-35,1
18,4,-20,2
18,4,-19,1
18,4,-11,1
18,4,-8,1
18,4,-4,1
18,4,-2,2
18,4,13,1
18,4,16,1
18,4,17,2
18,4,21,1
18,4,23,1
18,5,-25,1
18,5,-19,1
18,5,-12,1
18,5,-10,1
18,5,-9,1
18,5,-7,9
18,5,-6,1
18,5,24,1
18,5,26,1
18,5,27,1
18,6,-41,1
18,6,-26,1
18,6,-5,1
18,6,-4,1
18,6,-3,1
18,6,-2,1
18,6,9,1
18,6,10,1
18,6,24,1
18,7,-39,1
18,7,-8,2
18,7,-7,5
