NAME,canon,accel_source,present_in_moran_discovery_catalog,aGal_1e10_m_s2,aGal_err_1e10_m_s2,a_baryon_pred_1e10,resid_baryon_1e10,zresid_baryon,R_gal_kpc,phi_mwm_deg,Z_mwm_kpc,deltaR_mean_kpc,Rbirth_mean_kpc,Age_mean_gyr,FeH_mean,source_neff,nearest_source_kpc
J1455-3330,J1455-3330,binary_orbital,1,1.6812996381220369,1.0018715475828326,-0.08680929197538749,1.7681089300974244,1.7648060116721112,7.598512202974024,182.619649681869,0.2950521823842038,-1.3354938698074847,9.102049550721102,9.269500799719564,-0.8563636977201745,1462.1519926888166,0.39882410945986946
J1518+4904,J1518+4904,binary_orbital,0,0.5393127912135269,0.884373051816361,-0.42549924209055406,0.964812033304081,1.0909559391509174,8.14808495307091,176.73197100313337,0.6543915305251231,-1.5008998868569579,9.820603230443641,8.730241127369503,-0.8649373738533029,1403.9658847504095,0.37202134074124404
J1600-3053,J1600-3053,binary_orbital,1,0.5442043232058205,0.2419119639009303,0.09429231562040122,0.44991200758541927,1.859817101768769,6.50386229269483,184.335169628472,0.5295751127078999,-4.842527545331339,11.398322622225102,9.002675650119707,-1.0863145317213045,1300.3113096929321,0.2191287837350097
J1603-7202,J1603-7202,binary_orbital,1,-0.1384976089119578,0.610495714503004,-0.2951508733370609,0.1566532644251031,0.2566001049698315,6.5601372380138105,195.8806888914095,-0.6758435177688298,-5.423486825590221,11.944720659597692,9.275427218361724,-1.2133328493905169,2010.384451360675,0.1779846139508462
J1614-2230,J1614-2230,binary_orbital,1,0.3479717488021903,0.4637036444469795,-0.0034688670205260514,0.35144061582271635,0.7578991884824415,7.606311452207084,180.58809706529337,0.2240134850792916,-1.3432188064583037,9.123022455428485,9.23950725685471,-0.8542000259035698,1469.1575506695658,0.295880103975889
J1640+2224,J1640+2224,binary_orbital,1,0.8323031133546277,0.4630542835957106,-0.35947428581164687,1.1917773991662746,2.5737315070533002,7.591030330342515,175.79329007948525,0.6689322807211006,-2.5647625622085677,10.319044537933214,8.8377930273459,-0.9378046506035005,1536.1440396955386,0.6012287785872933
J1713+0747,J1713+0747,binary_orbital,1,-0.192625020217,0.0375096347947879,-0.15009473649962993,-0.04253028371737008,-1.133849581582165,7.325702881873712,176.13086360433988,0.484097855130616,-2.8369660064507234,10.289261030083368,8.949217359633858,-0.9483735012333969,1539.3774869241356,0.4008132714540403
J1721-2457,J1721-2457,spin_inferred,0,-0.0745624314269779,1.4373880022561918,-4.777510637294817,4.702948205867839,3.2718710595092424,1.721744576950356,2.232683414018936,1.1755472975420636,,,,,0.0,3.0608691541028255
J1738+0333,J1738+0333,binary_orbital,1,0.3593416688848328,1.307371673384541,-0.03699518291881404,0.39633685180364686,0.3031554529383406,7.000971286722524,174.6622849243895,0.4479550352797139,-3.8256797762451686,10.881934681912082,8.876947931907367,-1.0068222046556687,1417.03132468767,0.3164694360349314
J1741+1351,J1741+1351,binary_orbital,1,1.1142839331888357,0.8923492106497325,-0.20999970718856115,1.3242836403773968,1.4840419250364625,7.051558658579898,172.2450451217178,0.6147725840592682,-4.180653448498981,11.267239662695463,8.653149857265129,-1.0208825848500704,1347.7686837461729,0.31113173707268627
J1744-1134,J1744-1134,spin_inferred,0,-0.1088704594772733,0.1757394059434177,0.05492237756097046,-0.16379283703824377,-0.9320211147804817,7.840276972366285,179.28523648263308,0.0619002017306126,-0.8853488461350175,8.883255668493076,9.215529406600425,-0.8229120841917025,1397.0959097391483,0.1905166272274818
J1751-2857,J1751-2857,spin_inferred,0,0.9872644073060054,0.2699372138248789,0.21569212912592514,0.7715722781800802,2.8583397866758595,7.301239862255754,179.91959053872552,-0.017831164459231,-2.125461684759119,9.593176111794984,9.39834617041429,-0.9337781349784314,1602.485171491351,0.2793431044491347
J1801-1417,J1801-1417,spin_inferred,0,-0.6399638204426192,0.520557319948285,0.3384502001540769,-0.9784140205966961,-1.879550979503846,6.613883939377946,176.38015954532352,0.1209854206772964,-4.3618517285938365,11.057547296020923,9.078371017616641,-1.058188828082976,1406.0312540682842,0.2812784335029009
J1832-0836,J1832-0836,spin_inferred,0,0.8034145815904884,2.332272189583492,0.352720517203562,0.4506940643869264,0.19324248104481037,6.347030842804311,172.59944181916717,0.0093432572073689,-5.103212755352941,11.520500450827337,8.924115435710277,-1.092560463811256,1249.9586834044185,0.3220489959408881
J1853+1303,J1853+1303,spin_inferred,0,0.1806990051841711,0.1827884813167034,-0.053103940999757196,0.23380294618392827,1.279090151084718,7.005201753268776,169.09243904827304,0.1765003472664594,-4.0258769029211185,11.089533735566969,8.600455365702613,-0.9957536082500249,1216.1068894956595,0.5387767066046677
J1909-3744,J1909-3744,binary_orbital,1,-0.0087961325195832,0.9996823662128932,0.03475006649485308,-0.04354619901443628,-0.04356003515336855,7.117200084879662,180.04130358237734,-0.389047529062162,-2.712528945948946,9.976470695905595,9.656866990803087,-1.0229482599121718,1714.1359445682951,0.331993059184202
J1910+1256,J1910+1256,spin_inferred,0,-0.6293552225137525,0.2302998147514386,-0.14466786400729464,-0.4846873585064579,-2.1045929152378107,6.615667145351216,162.2558728194574,0.0870167817766997,-5.256003112614532,11.807828530564715,8.272351724925478,-1.038898628262566,787.7013681534688,0.44611057732488935
J1911-1114,J1911-1114,spin_inferred,0,0.3406034993155373,2.196818435812609,0.19350609237411084,0.14709740694142645,0.06695929192118907,5.906630667425328,168.94916260876084,-0.4497990646178906,-6.075004566287096,12.15257168921795,8.99130718463277,-1.1901627527906309,1169.0255892797109,0.16769307497911404
J1923+2515,J1923+2515,spin_inferred,0,0.0397876964344563,0.8794274805435139,-0.12011997021968367,0.15990766665413997,0.18183155540615126,7.642284032211034,171.9729314630467,0.103488517687953,-2.487623334699215,10.3287815560001,8.718872679090511,-0.9212801503216115,1457.2541636448116,0.3606016644574052
J1933-6211,J1933-6211,binary_orbital,1,0.2855472094836109,0.5330049027809466,-0.21907072790105,0.5046179373846609,0.9467416429976965,7.099237302578193,184.3732268590624,-0.6847293891475371,-3.140923231409182,10.324342911716828,9.816165674014146,-1.093809345065955,1831.0566688758759,0.1448556855315746
J1944+0907,J1944+0907,spin_inferred,0,-0.8251632706542955,4.288790167820112,-0.08601535261659629,-0.7391479180376992,-0.17234415513813542,7.1888013437446805,170.29161376758918,-0.2134615496403368,-3.3642914540835807,10.662854209963434,9.01165612802457,-1.0106000403721982,1396.0084265695662,0.479719577532399
J1946+3417,J1946+3417,spin_inferred,0,-2.834526203196694,4.132215371257637,-0.331302768209403,-2.503223434987291,-0.6057824217970121,7.714896529334915,164.76970325039895,0.1786259194662478,-3.89878512156022,11.874512434454628,7.678216289494528,-0.9524914365349066,842.8101931842833,0.17721248201389234
J2010-1323,J2010-1323,spin_inferred,0,-1.1818854583365022,0.3445123941617866,-0.37227753745099845,-0.8096079208855037,-2.350011014423195,5.886136467560384,166.15615581351608,-1.24809125128118,-6.261496561575634,12.417275861223573,9.467916481300852,-1.3228032365164997,901.1608584966331,0.18400456999970682
J2017+0603,J2017+0603,spin_inferred,0,1.7929489102466598,0.2361124141886582,-0.35790594305194606,2.150854853298606,9.109452633778218,6.862708245057675,164.76839967628143,-0.6901838353574258,-4.614175613436887,11.47888972343252,9.172861930993562,-1.1531792157380383,902.6063905938125,0.23156386729698722
J2033+1734,J2033+1734,spin_inferred,0,-0.982169705554288,0.5777457049965776,-0.1614872003351668,-0.8206825052191211,-1.4204908805405703,7.782398730250195,173.725965909671,-0.227569157360895,-1.8559383107918963,9.795810705096569,9.115606606156653,-0.9187622557397775,1478.7858981921813,0.3669480374982074
J2124-3358,J2124-3358,spin_inferred,0,-0.8728282584860699,0.4780376213653762,-0.24906665104264059,-0.6237616074434293,-1.3048379030542299,7.882307564181513,179.5398659872551,-0.3391459896515131,-1.0359965904789603,9.028204413123852,9.469606374719787,-0.8796871115583932,1443.2276457547807,0.32815772467102533
J2129-5721,J2129-5721,binary_orbital,1,3.2081035915278724,1.885860424747129,-0.8350995720004192,4.0432031635282915,2.1439567374507242,5.873333895711024,189.57421411515784,-2.48126498539729,-6.219001596038422,12.25413379531383,9.381051584277786,-1.3019303395537123,1762.268113670503,0.11798564378837237
J2145-0750,J2145-0750,binary_orbital,1,-0.1269395191649555,0.1033210448513194,-0.3025569652753693,0.1756174461104138,1.6997258047780106,7.905749111953939,177.50976000033495,-0.4188871212990897,-1.2492056866526253,9.259482909771117,9.457413874605201,-0.9064689298879923,1455.810707548016,0.3476820862885362
J2222-0137,J2222-0137,binary_orbital,1,-0.2353437122277993,0.1063324016401754,-0.20627874108911698,-0.02906497113868231,-0.2733406815829949,8.124428420763639,178.84206700079324,-0.193026595179295,-0.6119086695046114,8.813221412314721,9.233226786730707,-0.8181024209304558,1339.3068595196073,0.36857949068113827
J2229+2643,J2229+2643,spin_inferred,0,1.6203744530636044,2.014023948906127,-0.5792017198376113,2.1995761729012155,1.0921300981032858,9.194492245672302,150.8442847668536,-2.2141041365653864,-3.646513436269768,12.194653086796068,9.183562345686234,-1.2814736194831113,235.98615574585665,0.20277262248073022
J2234+0611,J2234+0611,binary_orbital,1,-1.8355781482115243,2.7165748596217707,-0.4114514179633072,-1.4241267302482172,-0.5242361443507206,8.031043950618162,175.14991723048524,-0.6622947701418241,-1.7715642956371047,9.850135442824318,9.503058944800372,-0.9869439533844505,1417.3109401266245,0.1547340309642207
J2302+4442,J2302+4442,spin_inferred,0,0.1930633598245747,1.3943378235353767,-0.27826620140827457,0.4713295612328493,0.33803110930303965,9.083784467597631,164.94356064268368,-0.6050164223852442,-3.5883023067057116,12.553597727940476,7.513676038920281,-1.002284879488152,789.4498660140642,0.4111386858584191
J2317+1439,J2317+1439,spin_inferred,0,-0.130560382887165,0.1658514841749689,-0.46060966589751295,0.33004928301034797,1.9900291194388997,8.330774681964574,171.4994777944263,-1.123202402593558,-3.033368210341921,11.239661851281161,9.580471681965093,-1.1758551545538813,1130.8964359142674,0.3350591727431169
J2322-2650,J2322-2650,spin_inferred,0,0.532131581615839,0.6558285151595812,-0.49008118227832254,1.0222127638941614,1.5586586131367417,7.982659240966312,179.10512385591085,-0.7236645240882748,-1.505398183273887,9.524234397992869,9.700103884906483,-0.9766642037487232,1496.4390121236852,0.18050023410928537
