NAME,canon,accel_source,present_in_moran_discovery_catalog,aGal_1e10_m_s2,aGal_err_1e10_m_s2,a_baryon_pred_1e10,resid_baryon_1e10,zresid_baryon,R_gal_kpc,phi_mwm_deg,Z_mwm_kpc,deltaR_mean_kpc,Rbirth_mean_kpc,Age_mean_gyr,FeH_mean,source_neff,nearest_source_kpc
J1400-1431,J1400-1431,spin_inferred,0,1.4929581539787562,2.520480387291809,-0.1883311768294254,1.6812893308081815,0.66705114599788,8.046125105236838,180.76153543141203,0.1968739461233071,-2.8233711995505386,10.82103754288233,9.025107846962426,-1.0315826120205698,3524.5561296965943,0.19513627483058738
J1455-3330,J1455-3330,binary_orbital,1,1.6812996381220369,1.0018715475828326,-0.08680929197538749,1.7681089300974244,1.7648060116721112,7.598512202974024,182.619649681869,0.2950521823842038,-3.32119687722813,10.962750232135656,9.10933886329385,-1.061903937542297,3786.187253495076,0.39882410945986946
J1518+4904,J1518+4904,binary_orbital,0,0.5393127912135269,0.884373051816361,-0.42549924209055406,0.964812033304081,1.0909559391509174,8.14808495307091,176.73197100313337,0.6543915305251231,-3.1098870801914558,11.276488280670348,8.739513510291482,-1.042620950695437,3370.6563845500523,0.37202134074124404
J1600-3053,J1600-3053,binary_orbital,1,0.5442043232058205,0.2419119639009303,0.09429231562040122,0.44991200758541927,1.859817101768769,6.50386229269483,184.335169628472,0.5295751127078999,-5.055902649792226,11.79231571145711,9.024641977235065,-1.1497341700635484,3820.9542895537197,0.2191287837350097
J1603-7202,J1603-7202,binary_orbital,1,-0.1384976089119578,0.610495714503004,-0.2951508733370609,0.1566532644251031,0.2566001049698315,6.5601372380138105,195.8806888914095,-0.6758435177688298,-5.730055227264056,12.436401454061917,9.027183660754721,-1.2339356074517258,4597.529702616115,0.1779846139508462
J1614-2230,J1614-2230,binary_orbital,1,0.3479717488021903,0.4637036444469795,-0.0034688670205260514,0.35144061582271635,0.7578991884824415,7.606311452207084,180.58809706529337,0.2240134850792916,-3.305252795318909,10.9658694634154,9.089335099297505,-1.0596584589456703,3782.463021144236,0.295880103975889
J1640+2224,J1640+2224,binary_orbital,1,0.8323031133546277,0.4630542835957106,-0.35947428581164687,1.1917773991662746,2.5737315070533002,7.591030330342515,175.79329007948525,0.6689322807211006,-3.699430806998973,11.417503840831678,8.822258767323675,-1.0731210205612027,3616.0702309689887,0.6012287785872933
J1713+0747,J1713+0747,binary_orbital,1,-0.192625020217,0.0375096347947879,-0.15009473649962993,-0.04253028371737008,-1.133849581582165,7.325702881873712,176.13086360433988,0.484097855130616,-3.8987784560904566,11.373828042612228,8.919206635597382,-1.0831683962284182,3761.1334567985946,0.4008132714540403
J1721-2457,J1721-2457,spin_inferred,0,-0.0745624314269779,1.4373880022561918,-4.777510637294817,4.702948205867839,3.2718710595092424,1.721744576950356,2.232683414018936,1.1755472975420636,-10.302780564721475,14.61817147238584,8.963682505075967,-1.4759754142059254,19.09515882505471,3.0608691541028255
J1738+0333,J1738+0333,binary_orbital,1,0.3593416688848328,1.307371673384541,-0.03699518291881404,0.39633685180364686,0.3031554529383406,7.000971286722524,174.6622849243895,0.4479550352797139,-4.393578965709584,11.590005194568358,8.903931306794732,-1.1075515078795535,3752.245060548555,0.3164694360349314
J1741+1351,J1741+1351,binary_orbital,1,1.1142839331888357,0.8923492106497325,-0.20999970718856115,1.3242836403773968,1.4840419250364625,7.051558658579898,172.2450451217178,0.6147725840592682,-4.566096305249454,11.821995313502892,8.765728209569314,-1.1141082174212844,3606.9834756764267,0.31113173707268627
J1744-1134,J1744-1134,spin_inferred,0,-0.1088704594772733,0.1757394059434177,0.05492237756097046,-0.16379283703824377,-0.9320211147804817,7.840276972366285,179.28523648263308,0.0619002017306126,-3.053169146856944,10.895857388802542,9.068128605724041,-1.048039184925391,3689.359374194705,0.1905166272274818
J1751-2857,J1751-2857,spin_inferred,0,0.9872644073060054,0.2699372138248789,0.21569212912592514,0.7715722781800802,2.8583397866758595,7.301239862255754,179.91959053872552,-0.017831164459231,-3.6847192935476643,11.089524820251475,9.170295705536912,-1.0884822568542047,3991.01986183979,0.2793431044491347
J1801-1417,J1801-1417,spin_inferred,0,-0.6399638204426192,0.520557319948285,0.3384502001540769,-0.9784140205966961,-1.879550979503846,6.613883939377946,176.38015954532352,0.1209854206772964,-4.7708643017620975,11.630598382756798,9.044640804001663,-1.1357317337936947,3903.212399912161,0.2812784335029009
J1832-0836,J1832-0836,spin_inferred,0,0.8034145815904884,2.332272189583492,0.352720517203562,0.4506940643869264,0.19324248104481037,6.347030842804311,172.59944181916717,0.0093432572073689,-5.288231917927664,11.933887138329903,8.968273603120641,-1.162116311344035,3730.226365938857,0.3220489959408881
J1853+1303,J1853+1303,spin_inferred,0,0.1806990051841711,0.1827884813167034,-0.053103940999757196,0.23380294618392827,1.279090151084718,7.005201753268776,169.09243904827304,0.1765003472664594,-4.667774852465889,11.874697223506688,8.78063198311074,-1.12430024893719,3694.8806199784904,0.5387767066046677
J1909-3744,J1909-3744,binary_orbital,1,-0.0087961325195832,0.9996823662128932,0.03475006649485308,-0.04354619901443628,-0.04356003515336855,7.117200084879662,180.04130358237734,-0.389047529062162,-3.9581996275786024,11.194130647500023,9.285884097500356,-1.12159860168528,4127.010307297171,0.331993059184202
J1910+1256,J1910+1256,spin_inferred,0,-0.6293552225137525,0.2302998147514386,-0.14466786400729464,-0.4846873585064579,-2.1045929152378107,6.615667145351216,162.2558728194574,0.0870167817766997,-5.666004819512681,12.49903895130654,8.60846212262901,-1.1767523323457896,3037.2722855519555,0.44611057732488935
J1911-1114,J1911-1114,spin_inferred,0,0.3406034993155373,2.196818435812609,0.19350609237411084,0.14709740694142645,0.06695929192118907,5.906630667425328,168.94916260876084,-0.4497990646178906,-5.994520340860777,12.311930440545645,8.994750895631084,-1.2173709194256146,3467.4260819482224,0.16769307497911404
J1923+2515,J1923+2515,spin_inferred,0,0.0397876964344563,0.8794274805435139,-0.12011997021968367,0.15990766665413997,0.18183155540615126,7.642284032211034,171.9729314630467,0.103488517687953,-3.719748775168366,11.470605703294819,8.814995731414976,-1.0791029904410068,3758.295918849612,0.3606016644574052
J1933-6211,J1933-6211,binary_orbital,1,0.2855472094836109,0.5330049027809466,-0.21907072790105,0.5046179373846609,0.9467416429976965,7.099237302578193,184.3732268590624,-0.6847293891475371,-4.1650194164426475,11.341407917459055,9.360158704140618,-1.1525227926370278,4263.068661501555,0.1448556855315746
J1944+0907,J1944+0907,spin_inferred,0,-0.8251632706542955,4.288790167820112,-0.08601535261659629,-0.7391479180376992,-0.17234415513813542,7.1888013437446805,170.29161376758918,-0.2134615496403368,-4.261782271072464,11.600303054089478,8.961895935189567,-1.1211474571515267,3853.8128554790464,0.479719577532399
J1946+3417,J1946+3417,spin_inferred,0,-2.834526203196694,4.132215371257637,-0.331302768209403,-2.503223434987291,-0.6057824217970121,7.714896529334915,164.76970325039895,0.1786259194662478,-4.3989412871529865,12.274910882145289,8.403423928124342,-1.112216208925822,3232.2987874824166,0.17721248201389234
J2010-1323,J2010-1323,spin_inferred,0,-1.1818854583365022,0.3445123941617866,-0.37227753745099845,-0.8096079208855037,-2.350011014423195,5.886136467560384,166.15615581351608,-1.24809125128118,-6.090293166553165,12.408089965017918,9.220249441084365,-1.2763469771189266,2929.278803230746,0.18400456999970682
J2017+0603,J2017+0603,spin_inferred,0,1.7929489102466598,0.2361124141886582,-0.35790594305194606,2.150854853298606,9.109452633778218,6.862708245057675,164.76839967628143,-0.6901838353574258,-5.036910182869837,12.04821361232054,9.01788954933269,-1.193124836020235,3214.876834131362,0.23156386729698722
J2033+1734,J2033+1734,spin_inferred,0,-0.982169705554288,0.5777457049965776,-0.1614872003351668,-0.8206825052191211,-1.4204908805405703,7.782398730250195,173.725965909671,-0.227569157360895,-3.392125615882676,11.204932992086542,8.992740401627065,-1.0756922299905525,3761.2916079961874,0.3669480374982074
J2124-3358,J2124-3358,spin_inferred,0,-0.8728282584860699,0.4780376213653762,-0.24906665104264059,-0.6237616074434293,-1.3048379030542299,7.882307564181513,179.5398659872551,-0.3391459896515131,-3.037349854635315,10.868123613166762,9.197009855184634,-1.0659183421979481,3724.9539981850057,0.32815772467102533
J2129-5721,J2129-5721,binary_orbital,1,3.2081035915278724,1.885860424747129,-0.8350995720004192,4.0432031635282915,2.1439567374507242,5.873333895711024,189.57421411515784,-2.48126498539729,-6.170571332031474,12.446576513631534,9.241132614704089,-1.293107598456593,3553.5035992450657,0.11798564378837237
J2145-0750,J2145-0750,binary_orbital,1,-0.1269395191649555,0.1033210448513194,-0.3025569652753693,0.1756174461104138,1.6997258047780106,7.905749111953939,177.50976000033495,-0.4188871212990897,-3.082347140661723,10.938287020511888,9.173205332779004,-1.0715051569759624,3702.5109981437554,0.3476820862885362
J2222-0137,J2222-0137,binary_orbital,1,-0.2353437122277993,0.1063324016401754,-0.20627874108911698,-0.02906497113868231,-0.2733406815829949,8.124428420763639,178.84206700079324,-0.193026595179295,-2.8049500016869593,10.836265418014944,9.076240689165104,-1.0423330248100353,3547.789489401673,0.36857949068113827
J2229+2643,J2229+2643,spin_inferred,0,1.6203744530636044,2.014023948906127,-0.5792017198376113,2.1995761729012155,1.0921300981032858,9.194492245672302,150.8442847668536,-2.2141041365653864,-4.574505820062437,12.799983936837762,9.048065776447233,-1.3255874636734504,711.5856590922086,0.20277262248073022
J2234+0611,J2234+0611,binary_orbital,1,-1.8355781482115243,2.7165748596217707,-0.4114514179633072,-1.4241267302482172,-0.5242361443507206,8.031043950618162,175.14991723048524,-0.6622947701418241,-3.143930161061365,11.078052701959626,9.173330196327868,-1.0902456137457008,3579.5932769424494,0.1547340309642207
J2302+4442,J2302+4442,spin_inferred,0,0.1930633598245747,1.3943378235353767,-0.27826620140827457,0.4713295612328493,0.33803110930303965,9.083784467597631,164.94356064268368,-0.6050164223852442,-3.6580432755553445,12.387699975969316,8.242377705025653,-1.100490240776216,2542.9304415263,0.4111386858584191
J2317+1439,J2317+1439,spin_inferred,0,-0.130560382887165,0.1658514841749689,-0.46060966589751295,0.33004928301034797,1.9900291194388997,8.330774681964574,171.4994777944263,-1.123202402593558,-3.3482976039477133,11.43954186478641,9.183244926363212,-1.140372228404343,3104.3538311513976,0.3350591727431169
J2322-2650,J2322-2650,spin_inferred,0,0.532131581615839,0.6558285151595812,-0.49008118227832254,1.0222127638941614,1.5586586131367417,7.982659240966312,179.10512385591085,-0.7236645240882748,-3.0692278298890465,10.933118017050386,9.304287014478573,-1.0924659045673837,3662.6893064063365,0.18050023410928537
