R_bin_kpc,absZ_bin_kpc,n,age_median_gyr,age_q25_gyr,age_q75_gyr,old_fraction_age_gt_8gyr,FeH_median,aFe_median,Vphi_median_kms,Vr_sigma_kms,Vz_sigma_kms,ecc_median,zmax_median_kpc,radial_excursion_median_kpc,present_minus_orbit_mid_median_kpc
6.0,1.5,95,9.013544573038004,7.405667921637436,10.973570758346135,0.6842105263157895,-1.4836566675435032,0.37652352188482563,-76.75770225809931,116.1080642826809,87.41090475118654,0.45260494648637706,1.8080790269548255,4.594374937046804,0.9053916380709746
6.0,1.75,123,9.50332679351868,7.773546027332793,10.679108995736389,0.7317073170731707,-1.3028102018082783,0.35533776838673936,-91.28082523860888,122.92472349512133,81.15753256798666,0.46853724710211764,2.013097953691725,4.712199608296086,0.7171661365802517
6.0,2.0,134,9.517573489516561,8.035860227370598,10.647865034831803,0.7686567164179104,-1.3310140335286067,0.3537806906890292,-92.39025604097395,128.90272003492865,71.99057312988458,0.5346385677674339,2.188623718193439,5.282569235902752,1.1138731353954396
6.0,2.25,146,9.701447009296004,8.469108890255928,10.27431874627811,0.821917808219178,-1.4156309317096467,0.3504471920406499,-81.88937420220863,125.88769466418114,79.61314214046413,0.5301499302984292,2.5142859598474674,5.058981660145316,1.104824026622588
6.0,2.5,112,9.955850593473006,9.129619664256406,10.675989885037287,0.9017857142857143,-1.53068302054503,0.34037041674893087,-44.68927612712308,130.69134960782912,92.63506425572533,0.5628281828677049,2.7200433470831076,5.519033343417277,0.7849702928831448
6.0,2.75,105,10.039074569819542,9.427986176643916,10.424751799067893,0.9619047619047619,-1.4995523465635947,0.34821842629126204,-70.29390500712185,136.01102676948895,84.27261682284377,0.5590779362044265,2.9972119738841867,5.095429699492858,1.0523342237670352
6.0,3.0,96,10.07732935658268,9.521457116999725,10.510348107067815,0.9479166666666666,-1.4787074254226513,0.31529404578069453,-52.10383347627311,147.90464462176521,83.1830358581961,0.6357847164214993,3.2291202183977603,5.737302494834008,1.0150657343010399
6.0,3.25,98,9.979127812654909,9.337109883518163,10.570318974738749,0.9591836734693877,-1.4983467186481643,0.3564781403295072,-43.07150795999781,125.22646374175936,93.26727301149317,0.6024794461692179,3.3901854989124267,5.001639111946288,1.4234838862228196
6.0,3.5,81,10.219125701632192,9.701303005208493,10.561235465276555,0.9753086419753086,-1.4897232173131838,0.31508018870364746,-46.7616650462645,163.8796078063447,130.56628519529562,0.6070331559324162,4.041229692321904,5.5467136946610225,0.8795951517840805
6.0,3.75,77,10.281454066058174,9.858756165602152,10.590388608188773,1.0,-1.5899406555289541,0.3492715768622469,-37.19790705834096,140.4760906985047,122.96386613407662,0.5988114630405769,4.507699517369589,5.42041434298117,0.6816699931024974
6.0,4.0,54,10.158024187530824,9.555720756328407,10.654796182817144,1.0,-1.6917885472567027,0.28513068701904803,-31.913716575572817,158.60773477440608,126.83116070444918,0.5921726739418245,4.54997873099652,5.693823269476266,0.8307303610336882
6.0,4.25,52,10.445150333445431,10.023199779598976,10.756724122367054,0.9807692307692307,-1.4421849906888746,0.314569431965251,-38.01560136641905,168.46158081441664,126.5661000976697,0.6765042418894427,4.7533819963139115,6.172414448162829,0.9859106627992675
6.0,4.5,60,10.030093347559953,9.574791212560777,10.434210539022011,0.9833333333333333,-1.306007208866728,0.3125636244601355,-60.67804965400944,162.41833586705428,120.25461763840505,0.655373266077069,6.002224081015896,6.916385487377823,-0.17258184907854268
6.0,4.75,50,9.957919379267716,9.43622574548143,10.421386733936156,1.0,-1.346960054660275,0.3004540872221529,-44.93251119105952,198.54014949624008,118.14044483174447,0.7392131312930899,6.748871441783395,8.609111713682479,-0.8038457336725293
6.0,5.0,57,10.190698679602926,9.51613937748405,10.612960300840196,1.0,-1.3238946711755646,0.2703694146135728,-59.8228243122268,194.70801082026833,162.6644732113592,0.6922839938794187,6.573731467964271,8.135945031795808,-0.7194196422950068
6.0,5.25,31,9.777290139694196,9.361254555088312,10.35103455217072,1.0,-1.3026417853440857,0.2939342468175038,-99.19438441064425,178.86729175703582,152.07513076623303,0.8137384520209301,10.947025641647892,17.11754927338573,-3.7871569424409994
