pulsar,R_kpc,phi_mwm_deg,z_kpc,resid_baryon_1e10,zresid_baryon,deltaR_mean_kpc,migration_direction_mean,Rbirth_mean_kpc,Age_mean_gyr,FeH_mean,aFe_mean,log_source_weight,source_neff,nearest_source_kpc
B1259-63,7.0000166071231575,162.10861353185794,-0.027899999999999998,391.2518968748054,1.996183147320436,-5.207266537331454,-0.5999114877192896,12.382010106511437,8.588297897243919,-1.159928382871075,0.3198829348250732,6.87340333098995,3131.056378045554,0.2918683779836302
B1534+12,7.535485562324435,181.6129073464129,0.7216,0.483403262860535,1.5444193701614537,-3.5217350714673437,-0.4185794253672038,11.139348186099088,9.00291300127705,-1.0672887610613593,0.30463990533399193,7.326539458714599,3606.2176395713745,0.23816147127395365
B1913+16,6.319793260067927,209.76163648695334,0.1659,-4.249480221903369,-28.32986814602246,-8.25860792852891,-0.7813871489246007,14.708229565263176,8.250324982951952,-1.359328901853732,0.36097056302351616,7.079374147927906,3454.9219891668117,0.6322339815949972
J0348+0432,9.40419589172833,179.54548905300814,-0.9338,-5.41160975889842,-0.2973411955438692,-2.3244413461321893,-0.35005288958901926,11.05634716588074,8.943562861766345,-1.0483923707967333,0.2730373857647776,7.0960843391822435,2761.663599671869,0.16026705120671314
J0437-4715,8.156157533152484,179.21909354821616,-0.0834,-0.0334299517453938,-0.2038411691792304,-2.758131822930729,-0.35645393844074036,10.82153732087206,9.04151349867489,-1.0347019789781238,0.287105508306911,7.387249943840881,3511.3882079569553,0.28002667520384505
J0613-0200,9.084039446193527,176.5004255353168,-0.15630000000000002,-0.2287946024565201,-0.430065042211504,-2.4410482381120966,-0.36050787237721355,11.13670300332129,8.630084769820366,-1.0074068807427388,0.26058686459779595,7.188932998088803,2957.2572815122962,0.3414073405617116
J0737-3039A/B,8.455314949781586,175.4870603887752,-0.0361,-1.4661377844984147,-0.12974670659278,-2.7801738194775187,-0.38029035306075143,11.104658751751485,8.787980996195406,-1.0291366439455327,0.27554222943371354,7.275808319009595,3332.0680662416526,0.21228145633418438
J0740+6620,8.998225870136846,183.2108766420479,0.591,0.2164200168317994,0.1133089093360206,-2.2486033574353854,-0.32265459999004636,10.913707314269795,8.714322914258133,-0.993350037111951,0.26432989051944067,7.214608140709394,2835.428358957229,0.19390350384194419
J0751+1807,9.339147302618157,176.90215040126648,0.5276000000000001,-0.8672211000970453,-0.2990417586541535,-2.607256312469935,-0.396882613772407,11.538097678140941,8.34677810186859,-1.011341594541471,0.2553239288402165,7.142177209892102,2701.314922671717,0.07312350254826669
J1012+5307,8.624466077387051,181.1919119587332,0.6774,0.5005511140818223,0.7307315534041201,-2.5106698181761073,-0.3459161034393748,10.967234740942995,8.76934028913955,-1.0095376594207057,0.27130749524941894,7.268093124108496,3045.265752892419,0.32127260994320905
J1017-7156,7.7258482492215705,170.53182562330133,-0.2848,1.3293195066817716,0.7773798284688723,-3.704885273778448,-0.4672144717474633,11.483719628400797,8.891455226486721,-1.0948648377551837,0.30132164000418804,7.171052686378259,3703.5313775879113,0.5795778521616715
J1022+1001,8.460801174829722,177.15869677084956,0.6832,-0.2935080431272982,-0.9172126347728068,-2.892203427124323,-0.3969823660745784,11.288884971443274,8.65943066362879,-1.0314693537513862,0.274573101222685,7.2666295325530745,3180.870829475806,0.3867992405882967
J1125-6014,7.674026437926832,169.59778871066263,0.0427,-0.2497513310874508,-0.1427150463356861,-3.8986654374726863,-0.4883935170601979,11.685522577878444,8.714264562803542,-1.0898132459079235,0.29948022264275914,7.148759404787876,3661.899767900652,0.5002998234407117
J1455-3330,7.516938808451217,177.38314356623036,0.3108,1.788605698937814,1.770896731621598,-3.5320008201475868,-0.4262761065890483,11.151835609084198,8.988129284999735,-1.0668440973738116,0.3027418524107594,7.34922680763549,3793.686898741276,0.23070330649743395
J1600-3053,6.848654639416416,176.94161490646897,0.4112,0.6225880934375304,2.572678072055911,-4.49261589347516,-0.508371027958319,11.547234857471855,8.983239365545224,-1.114751545122886,0.32327694386737266,7.3162418296618,3787.525211663713,0.156272989628373
J1603-7202,7.757308569987402,177.39626395794397,-0.1128,0.8140652619436032,3.2304177061254093,-3.20136964136198,-0.3971800063467503,10.979041861974544,9.0871600544691,-1.0619938016410526,0.29904110726657546,7.378808419296432,3773.604863515161,0.19476728830721227
