source_id,ra_deg,dec_deg,GLON_deg,GLAT_deg,Dist_kpc,e_mu_mag,ruwe,pmra,pmra_error,pmdec,pmdec_error,R_kpc,phi_rad,s_phase_kpc,d_perp_kpc,gaia_source_rv,gaia_source_rv_error,gaia_source_rv_transits,gaia_vari_rv,gaia_vari_rv_error,gaia_vari_rv_epochs,melnik_name,eU_1,eV_1,eU_2,eV_2,eU_5,eV_5,best_min_neff_sigmaRV_1,best_h_sigmaRV_1,best_neffU_sigmaRV_1,best_neffV_sigmaRV_1,passes_single_sigmaRV_1,passing_h_sigmaRV_1,best_min_neff_sigmaRV_2,best_h_sigmaRV_2,best_neffU_sigmaRV_2,best_neffV_sigmaRV_2,passes_single_sigmaRV_2,passing_h_sigmaRV_2,best_min_neff_sigmaRV_5,best_h_sigmaRV_5,best_neffU_sigmaRV_5,best_neffV_sigmaRV_5,passes_single_sigmaRV_5,passing_h_sigmaRV_5
5887186031454577536,229.56772103984585,-53.79820026529684,323.6365,3.06446,15.65,0.113,0.9904648,-1.0466204416313416,0.091137506,0.0796500374801875,0.11200852,10.272445564734555,-1.124374359583054,-31.24861887569381,1.1836522050862919,,,,,,,,5.1138137753012884,6.854177153861683,4.9011392437146375,6.857465447565366,6.678419567191038,7.253088216964696,2.6312712688271938,7.0,2.697950917573114,2.6312712688271938,False,,2.631271127900136,7.0,2.69795511448726,2.631271127900136,False,,2.631254645688695,7.0,2.697922555638891,2.631254645688695,False,
5836081345120598656,238.899634001764,-56.286233259794464,326.49763,-2.08583,14.86,0.112,1.3192041,-3.408707574522804,0.054283027,-3.3658478571926667,0.047988035,9.225171608600522,-1.094138386819571,-30.966457965194127,0.10134469394715835,,,,,,,,2.465557524802619,14.642425546002212,3.0633420717241897,15.363706757091734,4.9876774899668215,14.46045391279407,2.631233358650429,7.0,2.6982777321691205,2.631233358650429,False,,2.631213447996758,7.0,2.698251087809436,2.631213447996758,False,,2.631238739167206,7.0,2.698157968709966,2.631238739167206,False,
5903264739714238336,227.3318344705873,-48.42450347650981,325.24471,8.38236,15.39,0.108,1.0256397,2.6808879254715268,0.050510626,-0.8437233817051861,0.048076548,9.713576513683732,-1.1052233625510015,-31.070133099615347,0.5999259231173805,,,,,,,,7.429076113557963,15.46200167379448,7.4199116321293355,15.56166358765636,8.919361237118112,15.831961761834036,2.631159653589063,7.0,2.6980026861819066,2.631159653589063,False,,2.6311576516031145,7.0,2.6980029420537774,2.6311576516031145,False,,2.631152369445911,7.0,2.6979656061327164,2.631152369445911,False,
5886466366696738688,229.9508068409358,-55.41152266540692,322.96058,1.5826,14.82,0.153,1.0647594,-3.609448833840169,0.12923443,-1.9507345821916071,0.14837192,9.6509047287694,-1.1800980759350816,-31.763457865251965,0.6919385817413551,,,,,,,,5.534107155496256,16.896850165971024,5.461462608351255,16.382404157231786,6.643860803564104,16.915148711570186,2.63106921026993,7.0,2.697961698147179,2.63106921026993,False,,2.6310745014529893,7.0,2.69796326538172,2.6310745014529893,False,,2.63106902917437,7.0,2.6979392565336777,2.63106902917437,False,
5879347372530785536,221.3671009459843,-58.341965351905415,317.44257,1.28021,12.8,0.126,1.031789,-4.198992700523518,0.06419063,-2.2996661385038104,0.07568522,8.748458302313368,-1.424384275874249,-33.943303291693255,0.2941847075938916,,,,,,,,2.824035961034296,11.595111051059673,3.177904302432908,11.74294206387166,4.886496147085889,11.630515601018844,2.631021580490263,7.0,2.6978680134329314,2.631021580490263,False,,2.631020648985474,7.0,2.697865821821482,2.631020648985474,False,,2.631021355309666,7.0,2.6978547062528526,2.631021355309666,False,
5876688031868273664,229.77219238962164,-59.7840154308749,320.53689,-2.05823,15.11,0.141,1.0060376,-3.855470024628788,0.040106546,-2.343304920496601,0.045573253,10.218305413826643,-1.2204110426421753,-32.1317748653798,1.3258802684243496,,,,,,,,2.404997717265483,16.79782027424265,2.7552273020011366,16.508309096867556,4.866892251954304,16.92422294648797,2.6310122270276137,7.0,2.6979003007618885,2.6310122270276137,False,,2.631013459846458,7.0,2.697897322154245,2.631013459846458,False,,2.6310117046401422,7.0,2.6978773284426487,2.6310117046401422,False,
5853234722943657600,218.0289990457088,-63.18399253463168,314.00411,-2.49719,13.43,0.111,1.0401465,-4.637769270633923,0.045166977,-1.9493945139447173,0.08435041,9.72164271110095,-1.4500820698382444,-34.165492016303354,1.2910917446535148,,,,,,,,2.233177579405785,12.355124064285082,2.571109507672876,12.428600267938986,4.450088155017694,12.711411002043338,2.6309889690443087,7.0,2.6978320547107524,2.6309889690443087,False,,2.630988809290887,7.0,2.69783132411805,2.630988809290887,False,,2.6309882120115313,7.0,2.6978266657773537,2.6309882120115313,False,
5877599934975498240,219.4594545889232,-61.554676265850986,315.24934,-1.254,13.82,0.132,0.9756931,-4.1544579492062175,0.09675058,-2.0321893429613733,0.083543174,9.868251429130657,-1.4015618997961874,-33.7448589578402,1.3410291340134528,,,,,,,,4.017322449308197,14.517341482855707,4.120128369331081,15.034697654279432,5.41254441007052,14.403941821501164,2.6309884858909944,7.0,2.6978330235873544,2.6309884858909944,False,,2.630987520511201,7.0,2.6978326939809514,2.630987520511201,False,,2.6309887079697503,7.0,2.6978286555823305,2.6309887079697503,False,
5853544377279654656,217.53744016776545,-62.19659107325188,314.16573,-1.49733,10.01,0.118,0.9494197,-5.135540522405859,0.057789393,-2.168138292871322,0.062319662,7.274060001871972,-1.7334906866567485,-36.529764867454375,-0.5708748413733589,,,,,,,,2.2711620842973406,7.012342509715918,2.569607282541946,6.918016719817199,3.670828581920826,8.113558591839485,2.630984142767099,7.0,2.6978158908400665,2.630984142767099,False,,2.6309843194472973,7.0,2.6978156606021866,2.6309843194472973,False,,2.6309822535837832,7.0,2.697814711210787,2.6309822535837832,False,
5890995564340234368,214.95533812510712,-59.499464428624535,313.94191,1.46968,9.84,0.128,0.9397741,-4.882495948385184,0.053054098,-1.7784841431939842,0.07015529,7.205557692095504,-1.7555684924233954,-36.70748043104877,-0.5983632140691881,,,,,,,,2.0716657584369855,5.455801776714441,2.349244174349202,6.065248690998336,3.4719895270411123,6.9305642339266855,2.6309851062664285,7.0,2.697814789214158,2.6309851062664285,False,,2.6309839614484014,7.0,2.6978146145552078,2.6309839614484014,False,,2.6309824730953513,7.0,2.697813802601908,2.6309824730953513,False,
5854237585002133888,215.6935648082221,-62.2953272607682,313.32857,-1.28157,13.54,0.151,0.99770486,-4.224546222722825,0.06296749,-1.7399906536557554,0.09612128,9.91253677301035,-1.4557023495328016,-34.21390935663812,1.4877062428167553,,,,,,,,2.770028111093273,14.203514182886938,3.2505733946629745,14.626060334920496,4.704603037069479,15.059968605464979,2.6309816799386296,7.0,2.6978245675532597,2.6309816799386296,False,,2.6309811906255147,7.0,2.6978237157241653,2.6309811906255147,False,,2.630980720244882,7.0,2.697821002377257,2.630980720244882,False,
5878331144574194304,217.9168067082768,-61.686484884936334,314.52225,-1.09112,11.69,0.19,0.97736686,-5.171129549351541,0.091928996,-2.682930375937072,0.10353222,8.333333638159115,-1.565369549700022,-35.146102347057436,0.15538467262069514,,,,,,,,3.662697356957446,20.243321093802876,3.8937580771113893,19.847197641406424,5.240062485004719,20.412473480962195,,,,,False,,2.6309803540624186,7.0,2.697830957922123,2.6309803540624186,False,,,,,,False,
5868726773064635904,202.2060503661304,-60.84333946212676,307.47214,1.69841,11.07,0.12,1.0790974,-5.642503923479569,0.07169029,-1.0296965223457002,0.08790186,8.895593765929501,-1.7308871421513397,-36.50874735653909,1.0038203979101072,,,,,,,,2.894600064538544,11.53397487350946,3.312344322820453,11.383203629621793,4.391330094035864,11.534797871928738,2.630976192904925,7.0,2.6978130714306623,2.630976192904925,False,,2.6309762910781767,7.0,2.697812810207065,2.6309762910781767,False,,2.630976192375787,7.0,2.6978121065339007,2.630976192375787,False,
5882784926903517952,234.4781447164444,-56.48137175973247,324.44969,-0.7306,10.9,0.199,1.0404216,-4.389761454555742,0.15793735,-3.180381284641604,0.14328302,6.377431491370023,-1.4580550486492334,-34.234158491623674,-1.9509312874971207,,,,,,,,6.298788174943474,14.813068771170473,6.614611000079208,15.249376147434115,6.754241849926608,14.433815581878008,2.6309755050486623,7.0,2.697812013014062,2.6309755050486623,False,,2.630975300713991,7.0,2.697811793892812,2.630975300713991,False,,2.6309756941003606,7.0,2.6978116999001625,2.6309756941003606,False,
5859151474291292416,199.60546318152527,-64.00411201012602,305.88395,-1.28714,11.35,0.116,0.9652111,-5.200072480858224,0.048163705,-0.8646960158197811,0.052778065,9.31494226376853,-1.7324349444820846,-36.52124376223585,1.415014374846883,,,,,,,,1.9271984481327928,10.10756366747726,2.302908749331901,9.245615240048432,3.9877869616788577,10.176688630963854,2.6309748005110225,7.0,2.6978109921123146,2.6309748005110225,False,,2.630975257172342,7.0,2.6978108761410122,2.630975257172342,False,,2.630974766676355,7.0,2.6978102479684067,2.630974766676355,False,
5864121301183823488,204.4870572571177,-64.58131398510083,307.89837,-2.15899,11.78,0.115,0.99803084,-6.067516516471889,0.05812691,-1.3830435535555643,0.07015552,9.3344143012891,-1.66945495703246,-36.00911360584487,1.3209254407069884,,,,,,,,2.4617846365364,12.990791252987368,2.735557718046352,14.275426359607179,4.3085933234739136,14.812280012944012,2.630975365200903,7.0,2.6978133329030465,2.630975365200903,False,,2.6309747768366267,7.0,2.697813174113608,2.6309747768366267,False,,2.6309745640236653,7.0,2.697812166391314,2.6309745640236653,False,
5865152299549771264,201.47794905705572,-63.433844383589,306.77512,-0.81963,11.63,0.112,1.0376242,-5.800724045885706,0.023900475,-0.8919847919244738,0.027569294,9.390066056022693,-1.6976778639884529,-36.23954028109426,1.4259962752353914,,,,,,,,1.2084799244052644,12.261291440451053,1.7748116305274726,12.410654784014415,3.6094982256619277,11.878712135793764,2.6309745069541006,7.0,2.6978120530941747,2.6309745069541006,False,,2.6309744454600117,7.0,2.697811890344447,2.6309744454600117,False,,2.6309746715435747,7.0,2.6978111162294773,2.6309746715435747,False,
5865159545033841280,202.23265729632968,-63.23160040524651,307.13872,-0.6665,12.25,0.116,1.1301616,-6.09658903812721,0.14732389,-1.3640695012658497,0.19557981,9.793874325964559,-1.6479317321413203,-35.832366713952766,1.7294110690497695,,,,,,,,5.56353062341454,16.53981302996068,6.020492761288499,15.704370513931632,7.017704692624355,16.081945580858694,2.63097286911897,7.0,2.6978096797648825,2.63097286911897,False,,2.630973028591062,7.0,2.697809515198699,2.630973028591062,False,,2.6309729540920017,7.0,2.6978091862595477,2.6309729540920017,False,
5862045113940303232,197.96338604394168,-64.16049438594203,305.15472,-1.37689,11.51,0.137,1.272438,-5.682718839097254,0.030256055,-0.7067092766603394,0.037196063,9.530632943017178,-1.7314767919171956,-36.513508509841834,1.6233843331987705,42.02008,5.198974,16.0,,,,,1.3945193343384543,13.052160975684641,1.9152404528872722,13.579617434740795,3.6842244969667632,14.17112933794977,2.6309729782774056,7.0,2.6978100344513924,2.6309729782774056,False,,2.6309728663818213,7.0,2.6978099361227814,2.6309728663818213,False,,2.6309727515688826,7.0,2.697809476017648,2.6309727515688826,False,
