source_id,ra_deg,dec_deg,GLON_deg,GLAT_deg,Dist_kpc,e_mu_mag,ruwe,pmra,pmra_error,pmdec,pmdec_error,R_kpc,phi_rad,s_phase_kpc,d_perp_kpc,gaia_source_rv,gaia_source_rv_error,gaia_source_rv_transits,gaia_vari_rv,gaia_vari_rv_error,gaia_vari_rv_epochs,melnik_name,eU_1,eV_1,eU_2,eV_2,eU_5,eV_5,best_min_neff_sigmaRV_1,best_h_sigmaRV_1,best_neffU_sigmaRV_1,best_neffV_sigmaRV_1,passes_single_sigmaRV_1,passing_h_sigmaRV_1,best_min_neff_sigmaRV_2,best_h_sigmaRV_2,best_neffU_sigmaRV_2,best_neffV_sigmaRV_2,passes_single_sigmaRV_2,passing_h_sigmaRV_2,best_min_neff_sigmaRV_5,best_h_sigmaRV_5,best_neffU_sigmaRV_5,best_neffV_sigmaRV_5,passes_single_sigmaRV_5,passing_h_sigmaRV_5
2072235820984829312,299.7147335166733,37.64724721832573,73.47959,4.2546,16.91,0.114,1.0837891,-1.9229118564544283,0.01653112,-2.96508599027361,0.016536169,16.511470371965622,1.7753462552515937,7.258123211473825,-1.240163575126199,-121.079636,5.3372207,19.0,,,,,1.3769466659167915,10.842603016785148,2.0413216402301146,10.733995886051412,4.192820814631903,10.94021711985037,3.630966795850104,7.0,3.663539491546846,3.630966795850104,True,7.0;10.0,3.6307697243812225,7.0,3.6767147030105853,3.6307697243812225,True,7.0;10.0,3.630895435208741,7.0,3.6952128192318843,3.630895435208741,True,7.0;10.0
2025179884408158464,294.69744707148163,27.413495229237085,62.49374,2.7435,17.54,0.114,0.9728106,-1.742121747340693,0.036938988,-3.038325375839461,0.045174636,15.539553750452777,1.574524634332116,3.675491706021214,-1.3959106176520455,,,,,,,,1.9834828826839754,11.34760068726904,2.5282112308797733,12.244376490396066,4.493958594579287,11.88641501045101,3.5891903542235415,7.0,3.5891903542235415,3.617702351521153,True,7.0;10.0,3.6154260409711636,7.0,3.6154260409711636,3.630698689949712,True,7.0;10.0,3.6279494544729904,7.0,3.6908917746065066,3.6279494544729904,True,7.0;10.0
2031745858613175040,296.8870314589,29.343694166972423,65.12776,2.02921,17.64,0.137,1.0191141,-1.8496164885041624,0.07648652,-3.367752286574803,0.09550535,16.01068463147008,1.6167129950662167,4.414297908739168,-1.1001340933875956,,,,,,,,3.6113114185531408,16.336786127105942,4.089959640480686,16.52847296486567,5.336078515198467,17.578896388815934,3.4772175481138636,7.0,3.4772175481138636,3.6186075938634255,True,7.0;10.0,3.5250172013969197,7.0,3.5250172013969197,3.6148966431125356,True,7.0;10.0,3.588154494791063,7.0,3.629446366848597,3.588154494791063,True,5.0;7.0;10.0
2162679246615275264,315.6675454469324,45.0927948398114,86.53015,-1.0014,16.6,0.119,1.0075232,-1.488018091644408,0.038191304,-1.917111084075193,0.040658776,18.04236702476445,1.9780054530634763,11.047321291401156,-0.5855835917497793,,,,,,,,2.114646876566358,7.188975337906586,2.8482822897699984,7.226193337426988,5.14260334742697,7.211793674677992,3.5028732986981437,7.0,3.696052643193629,3.5028732986981437,True,7.0;10.0,3.506395060927186,7.0,3.6975889007542566,3.506395060927186,True,7.0;10.0,3.5050383663285545,7.0,3.6434143483597476,3.5050383663285545,True,7.0;10.0
1873298884367855872,314.1788623628072,40.2584860241259,82.1601,-3.34632,19.24,0.128,1.0146376,-1.7667998855014964,0.02965532,-1.8055578597270887,0.038597908,19.815184004940043,1.8536716371641289,8.701455980597105,1.6589541736160305,,,,,,,,2.0681346693325793,9.314829677155808,2.5420004795055653,9.398287620031315,4.946573374554456,9.055006313291793,3.431205637424164,7.0,3.4756666563570704,3.431205637424164,True,7.0,3.425605286306008,7.0,3.455698305099197,3.425605286306008,True,7.0,3.3168060251626144,7.0,3.3168060251626144,3.448576962739959,True,7.0
2059995546465811968,301.52544946210986,36.77628798685051,73.50189,2.57013,16.45,0.121,0.93651533,-2.000705622304138,0.060838383,-2.612283239940382,0.070613615,16.13715576256739,1.7883238522449525,7.495451905728237,-1.6571280126558965,,,,,,,,2.9052235107066178,11.669116758315772,3.1434870205587653,10.951174479297453,5.154491143924632,11.281486880450707,3.3777262153134497,7.0,3.537267534205967,3.3777262153134497,True,7.0,3.423271819718629,7.0,3.5255282283028926,3.423271819718629,True,7.0,3.4022499002979845,7.0,3.4022499002979845,3.4022510688108363,True,7.0
2165006259882192128,320.2242961708655,48.78968776823098,91.35326,-0.73407,17.89,0.156,1.041204,-0.9910186818504058,0.124273665,-0.607921236556584,0.1221622,19.83206098777977,2.0177936547250184,11.812473605287641,0.9886257045825322,,,,,,,,5.413506494160251,10.302308532844082,5.5631684405929835,10.120866930921755,6.939765342378565,10.43561146657193,3.4013654848366683,7.0,3.4013654848366683,3.480280509762919,True,7.0;10.0,3.3910249834243147,7.0,3.3910249834243147,3.491388111553443,True,7.0;10.0,3.296204234718628,7.0,3.296204234718628,3.47204374649965,True,7.0;10.0
4513281175196176512,288.1168720035091,16.49916890738218,49.98188,2.94104,18.11,0.125,0.9765941,-1.9417373965777864,0.066801004,-3.680446790458331,0.07866355,14.281717229866853,1.324609097694655,-0.5553821435353719,-1.6870353759672503,,,,,,,,3.0127578578098078,18.66086586930849,3.313337442798876,16.589905120779537,5.2977285592680365,18.13777537726029,3.257510828500842,7.0,3.696454789483132,3.257510828500842,True,7.0,3.357710859199569,7.0,3.693774658134362,3.357710859199569,True,7.0,3.2816231293039175,7.0,3.6328008857063656,3.2816231293039175,True,7.0
4160906424545920128,276.38951956695223,-6.458712953963847,24.22707,2.77174,20.53,0.116,1.0250738,-1.5375015713188798,0.08000197,-3.348793699460562,0.0685053,13.49528116645473,0.6732479721290663,-10.492719760197533,-0.25930884207024496,,,,,,,,2.5543719068723374,19.51946730420932,2.956091755219913,19.64653047095978,5.017712366127091,18.310202019836687,3.3510923634910172,7.0,3.6388257926977485,3.3510923634910172,True,7.0,3.3453427005468073,7.0,3.6551121286977515,3.3453427005468073,True,7.0,3.4071889318703716,7.0,3.697544290091659,3.4071889318703716,True,7.0;10.0
2195158098523149312,310.87508586105747,61.75625438793755,97.6715,11.76336,15.7,0.115,1.0724902,-1.3697143880719516,0.018894644,-0.075099086403034,0.016699126,18.3321582808896,2.1608197508362754,14.622208144751117,-1.092500607167409,-101.186005,5.520222,25.0,,,,,1.8916089274082075,1.231360744020418,2.504239845474932,1.383389800310753,4.599244929425143,2.4377508135146466,3.3073836858998917,10.0,4.454749141637461,3.3073836858998917,True,7.0;10.0,3.3090089278805697,10.0,4.43989954817639,3.3090089278805697,True,7.0;10.0,3.319836102565525,10.0,4.344531700320643,3.319836102565525,True,7.0;10.0
2022722274099045376,291.4078153745641,23.882815060219805,57.96622,3.6493,18.16,0.112,1.0100534,-1.9171463629831087,0.021782262,-3.094161755093133,0.03678339,15.433214865931413,1.4758144929566603,1.9749487268872292,-1.1240822964573338,,,,,,,,1.5279317163236226,11.73042983665835,2.295180672562629,11.825257929111668,4.597077447099298,11.80726823192073,3.3076037103872182,10.0,3.8312756702017734,3.3076037103872182,True,7.0;10.0,3.305280782270784,10.0,3.915622753947203,3.305280782270784,True,7.0;10.0,3.4119105065539994,7.0,3.4685467940681995,3.4119105065539994,True,7.0;10.0
4513399883752121216,288.4015524665938,16.887476036176945,50.45281,2.87829,17.9,0.125,1.025218,-1.876836830269684,0.06308159,-3.427955394024148,0.0614163,14.159404293403899,1.3404057724356842,-0.2951798599172809,-1.8636056521330797,,,,,,,,2.4779494918226277,16.061311329955515,3.1254527026665104,15.764176158143773,5.11416147330832,15.868690296198512,3.2320078730865744,7.0,3.6410303063570115,3.2320078730865744,True,7.0,3.246882372896024,7.0,3.617868825329738,3.246882372896024,True,7.0,3.24160927237496,7.0,3.5086407375166586,3.24160927237496,True,7.0
1861245556872133504,305.2023380839003,29.776749178965986,69.35795,-3.85349,17.76,0.116,0.9897131,-1.7655382630178005,0.036155086,-2.5475769958169137,0.04728774,16.69120551391688,1.6851195457839858,5.627762113582395,-0.7051988829486632,,,,,,,,2.1100656415882835,9.726899198804444,2.5803138072491505,9.933493521257516,4.693950924382107,10.113267609219786,3.2246872871825385,10.0,3.494686253821786,3.2246872871825385,True,7.0;10.0,3.23967719051618,10.0,3.563888709100178,3.23967719051618,True,7.0;10.0,3.251625929031349,10.0,3.9520876401729894,3.251625929031349,True,7.0;10.0
2062016551910446592,301.971634553472,39.1584105261668,75.70288,3.55389,18.32,0.126,1.0700777,-1.6644240257625436,0.05684603,-2.210597517861716,0.057449155,18.087231685215286,1.7730766456083806,7.216691153427344,0.30373632220741587,,,,,,,,2.510808439306244,10.306839437198116,3.0057621028114414,10.557184303272974,5.0553370578159385,10.475870615799217,3.2115800695273977,10.0,3.3796603550904156,3.2115800695273977,True,7.0;10.0,3.2304274672870066,10.0,3.463247225496213,3.2304274672870066,True,7.0;10.0,3.2245151276959887,10.0,3.8749581824967585,3.2245151276959887,True,5.0;7.0;10.0
4310507179195737984,284.007464766534,9.5430325254315,41.95445,3.32576,20.15,0.133,1.1080166,-1.853122098316688,0.09245803,-3.1375700306460272,0.096029885,15.074599151155262,1.1020189755528063,-4.121974879050933,-0.12745165611497894,,,,,,,,3.601822003764161,19.441974301526486,3.9664003568891553,19.274973928664195,6.187601547910304,20.37693834358399,3.2061731131825604,10.0,3.2061731131825604,3.223360049126334,True,10.0,3.2295630867149945,10.0,3.282014926896878,3.2295630867149945,True,10.0,,,,,False,
4320461195449352064,287.1801308992297,14.612945262012124,47.88927,2.87505,18.78,0.111,1.0892081,-1.8976980732451216,0.036559455,-3.9008443182844506,0.035308983,14.601980512656118,1.2626974321340463,-1.5660179682254343,-1.1520058195077745,,,,,,,,1.6845488859954365,16.273425627892724,2.357241566139798,16.99379717731823,4.741514453517594,17.191220923882096,3.158566984661363,7.0,3.158566984661363,3.630848442202211,True,7.0;10.0,3.2210355860557294,7.0,3.2210355860557294,3.625751730607567,True,7.0;10.0,3.4996341732201843,7.0,3.4996341732201843,3.6231745982754013,True,7.0;10.0
4314164395446976128,287.52832862367643,13.751125089074757,47.27843,2.17914,18.02,0.114,1.089902,-1.6906348906647384,0.059762836,-3.692445965541251,0.059476037,13.840038904013582,1.272532246710601,-1.4064472565490531,-1.9293443363651779,,,,,,,,2.462583166451298,16.14533398699599,2.82391080386662,14.960155579602471,4.744137567284084,16.455230943084356,3.1622058993979283,7.0,3.585666167268891,3.1622058993979283,True,7.0,3.219788303350642,7.0,3.5707597011421157,3.219788303350642,True,7.0,3.148197544615348,7.0,3.462272302021718,3.148197544615348,True,7.0
2033842562903693184,298.61331861041657,31.98443477224332,68.15844,2.0961,16.59,0.115,1.0215515,-2.1051442638093647,0.026784834,-3.399321655915708,0.03331765,15.515849664854585,1.698857013959742,5.873788935685492,-1.9042783738873392,,,,,,,,1.5623917470271178,12.80542583363354,2.1571533590827636,12.594453116489548,4.386593086398299,12.924166959991933,3.202966252836034,7.0,3.4848295029305154,3.202966252836034,True,7.0,3.2147623004605967,7.0,3.4639764912619855,3.2147623004605967,True,7.0,3.19643176831925,7.0,3.344498616443946,3.19643176831925,True,7.0
1978690990909022336,323.6657258926437,49.05387013682727,93.17083,-2.10559,15.43,0.118,1.0405674,-2.0949902373351463,0.024920953,-1.9075451558783425,0.024002282,17.835218913740142,2.099950146015323,13.41499047438571,-1.3100107744358716,,,,,,,,2.1419916295868346,8.317551658347865,2.574107005063328,8.392776010189568,4.680726624787733,8.128392573247362,3.2117807641692804,7.0,3.2117807641692804,3.230829177591288,True,7.0;10.0,3.195882791332671,7.0,3.195882791332671,3.2258448174080927,True,7.0;10.0,3.101125237526427,7.0,3.101125237526427,3.243487125464989,True,7.0;10.0
1871915630021420672,316.34203913487227,38.02263657027089,81.57429,-6.0798,17.41,0.113,0.9654541,-1.6434166649771464,0.023409443,-2.2379762072270384,0.023110775,18.02210501615291,1.887605803513233,9.334988515462278,-0.2273158299341439,,,,,,,,1.5433115242749986,8.504022764210566,2.2077104563425665,8.331478278049676,4.79773001016749,8.313015744772692,3.214340049003296,7.0,3.4046952202927945,3.214340049003296,True,7.0;10.0,3.186693448299789,7.0,3.450136079570941,3.186693448299789,True,7.0;10.0,3.1836934384586786,7.0,3.6466939048339997,3.1836934384586786,True,7.0;10.0
4512885247948565376,287.4700590360718,16.183932067339214,49.4157,3.34727,18.71,0.111,0.95336115,-1.847325443752489,0.03152914,-3.5183764565338405,0.02918802,14.738800014462026,1.2958107050142373,-1.027293880191791,-1.1376718318471017,,,,,,,,1.5076903910968047,13.320696334051902,2.1029836055631903,14.805958769521075,4.875440998409296,15.077399393866632,3.252469207396808,10.0,3.8311901698862623,3.252469207396808,True,7.0;10.0,3.1824290350200717,10.0,3.8939281163999064,3.1824290350200717,True,7.0;10.0,3.488832568873404,7.0,3.488832568873404,3.61485633537838,True,7.0;10.0
2031982665929461504,296.05399031447047,29.68729545258683,65.0624,2.82878,16.76,0.115,1.0614809,-2.070516441916848,0.032901507,-3.4608791272557715,0.04418807,15.218091593025418,1.642582119431146,4.870920701590028,-1.9729014824462623,,,,,,,,1.8174384751402088,13.803233271989383,2.4178077854610613,13.035513862743988,4.736589187353577,14.054216216943761,3.1404683760792467,7.0,3.465174741692812,3.1404683760792467,True,7.0,3.1799448359271274,7.0,3.4415078036451976,3.1799448359271274,True,7.0,3.1282512543683287,7.0,3.3112915825403286,3.1282512543683287,True,7.0
4320165285017783168,288.05334573408885,13.963392583145598,47.70217,1.82481,18.12,0.14,1.0149734,-1.7641710582019745,0.09785497,-3.3631780391768,0.100809254,13.991343268638353,1.2779729012198757,-1.3180151471644346,-1.8014991684102388,,,,,,,,3.7770646900228004,17.927426173180127,4.101604921806582,18.214348701436332,5.95574414365895,18.898811034804723,3.1898874617850663,7.0,3.62664177620961,3.1898874617850663,True,7.0,3.177430768148063,7.0,3.611469856144798,3.177430768148063,True,7.0,3.148976661146961,7.0,3.4989628875126204,3.148976661146961,True,7.0
2021540814501736320,293.71911711786413,25.617968013135847,60.49699,2.6342,17.11,0.137,1.0079433,-2.035926193584176,0.054059472,-3.223407691129324,0.06701237,14.87801037063037,1.5527965328798257,3.2978077202738225,-1.9568631258050333,,,,,,,,2.767513960444155,15.027635688566509,2.802345496206278,14.83371754525274,5.23393863137323,14.714599164345994,3.1513188743655505,7.0,3.505856962335556,3.1513188743655505,True,7.0,3.160620228439517,7.0,3.5041946431769584,3.160620228439517,True,7.0,3.1664257209863864,7.0,3.3575759521979087,3.1664257209863864,True,7.0
1979638838645769216,327.16408791205106,49.39734159183344,95.1221,-3.34584,15.32,0.114,1.0453172,-1.7787571652190832,0.02238867,-1.7239811864711707,0.019729203,17.960873188825794,2.129182804978169,13.992623423361778,-1.315140694185721,-122.536804,7.21208,23.0,,,,,2.0625810357795524,6.301463536042676,2.5117990986481797,6.567684946148817,4.682753098521727,6.899847392084552,3.145304482222681,7.0,3.145304482222681,3.2879817893460164,True,7.0;10.0,3.130740241824286,7.0,3.130740241824286,3.2694866106826304,True,7.0;10.0,3.1011262886619213,10.0,4.253234854048193,3.1011262886619213,True,7.0;10.0
4314393025132914944,286.6086918877812,13.89080092201919,46.99246,3.03667,19.02,0.11,0.9778973,-1.9833012274690167,0.046539225,-3.8116205404015,0.04907785,14.697069067960221,1.2376712611949898,-1.9704265331367863,-0.9701174777145564,,,,,,,,2.0474922176897596,16.981998887915736,2.6573852079052203,17.58867228603862,4.985829013567208,17.09496106321625,3.151275627591979,10.0,3.6274910817252097,3.151275627591979,True,10.0,3.1222090968087532,10.0,3.7144818225922007,3.1222090968087532,True,7.0;10.0,3.3616837911410182,7.0,3.3616837911410182,3.62597644500952,True,7.0;10.0
4280510268611908480,280.6046605213631,3.902137573249485,35.38266,3.78228,20.97,0.121,1.0823079,-1.789674189764643,0.066828,-3.4954935852498403,0.06449132,15.039737229798773,0.9366737985272175,-6.654270217860955,0.3976052768515683,,,,,,,,2.551775557222614,19.495213376438862,2.954671817547441,19.787057474809156,5.485537439748211,21.548314305068892,3.1268243973878653,10.0,3.3755778335161515,3.1268243973878653,True,7.0;10.0,3.113939208027736,10.0,3.4436155320605164,3.113939208027736,True,7.0;10.0,,,,,False,
4311113353708708864,283.02625047455984,8.909659913223521,40.94929,3.90269,19.46,0.118,1.0112082,-1.841608336838728,0.05391124,-3.706346085095438,0.05217666,14.295114740742637,1.0976004359293696,-4.1909205037905375,-0.8714307903020972,,,,,,,,2.274026222609564,17.993059486570335,2.7944309794628523,18.706532026099776,5.2804113529577155,18.497458271879687,3.113934982275573,10.0,3.620401399263109,3.113934982275573,True,7.0;10.0,3.1106129729591543,7.0,3.1106129729591543,3.620588366111526,True,7.0;10.0,3.449685018354483,7.0,3.449685018354483,3.623563744127395,True,7.0;10.0
4505886787660255616,284.4408089915993,12.366625225265622,44.67068,4.22459,20.12,0.125,0.9809943,-1.6923847996921744,0.061146352,-3.0136224310348845,0.05916045,15.377150223109387,1.1614214744542712,-3.1881593335627447,-0.03891669753762136,,,,,,,,2.463142856709849,16.51686880234175,3.0678273511515997,16.05795384686312,4.965706524053933,16.156027674143566,2.933049048874121,10.0,2.933049048874121,3.3162095696487865,False,,3.0326292977055354,10.0,3.0326292977055354,3.320726508676544,True,10.0,3.3199980812224252,10.0,3.4346000454610093,3.3199980812224252,True,10.0
4505886718970731648,284.4161485042622,12.352228057471631,44.64688,4.23958,20.27,0.128,1.0778232,-1.604236231197019,0.06265406,-3.0046358643721462,0.06129574,15.512614590520496,1.157335315881019,-3.2528085686505253,0.10729384857834014,,,,,,,,2.645558499808271,16.133443487997052,2.98591477841652,17.116230059715893,5.665703809454024,15.98313732817504,2.9731183847309026,10.0,2.9731183847309026,3.319616088096905,False,,3.0301672462563776,10.0,3.0301672462563776,3.305037166257421,True,10.0,3.320775212641476,10.0,3.6114578667505577,3.320775212641476,True,10.0
2004103831357741696,332.3273351119659,51.40539088771709,98.96118,-3.75972,18.05,0.12,1.0821587,-1.527639843362767,0.028938683,-1.0061693727063314,0.023898073,20.894286466671712,2.122768831537908,13.865547560825528,1.5699857090626277,-157.05675,6.748313,24.0,,,,,2.352274660200924,5.771431847507091,2.6405654562591363,6.036279169842565,5.017354565879937,6.122880593752417,3.0231486469808004,7.0,3.0231486469808004,3.167593017316675,True,7.0;10.0,3.0154334141085424,7.0,3.0154334141085424,3.1512369028496994,True,7.0,2.9820609983383783,10.0,4.060739660909169,2.9820609983383783,False,
4046851570796262656,277.5440459285689,-31.37054898845966,2.50233,-9.61208,20.59,0.106,0.8710874,-1.1932772001594385,0.031306177,-1.522370408140233,0.02549778,12.161598650608331,0.072943743441076,-18.40876332224839,0.18920622131503445,,,,,,,,1.1082385848641785,10.983498335296007,1.993787866606834,10.840763289978089,4.866992944474062,10.76961725465698,2.890339957174708,10.0,4.45453971079764,2.890339957174708,False,,2.898889845225929,10.0,4.438594397836846,2.898889845225929,False,,2.903195395040514,10.0,4.305809664043511,2.903195395040514,False,
2025217890612425344,293.1459051484419,26.80478894528116,61.29026,3.65676,18.96,0.116,1.2045449,-1.576470279538812,0.026954252,-2.8502965385292205,0.036432214,16.62188659975713,1.5142052008144458,2.631692265250517,-0.11132265271244042,,,,,,,,1.5599583712470744,12.224326265984935,2.2781562125204853,11.809127095460083,4.5388500191497405,12.15770353199927,2.803022886432783,10.0,2.803022886432783,3.199251095616131,False,,2.8884508254452186,10.0,2.8884508254452186,3.164854271321338,False,,3.1940433549864884,10.0,3.3173504842101718,3.1940433549864884,True,10.0
2169133616066947584,316.50460316476574,50.5917391935503,91.00045,2.25084,15.32,0.206,0.9753403,-2.1028953327726816,0.15456371,-2.315154668430505,0.14278771,17.46747070314401,2.07357182322319,12.897120727574887,-1.5538674314660017,,,,,,,,6.002504483982961,18.366457058887836,6.01118699588378,19.62952214105828,7.208061372774974,19.097475921288765,2.800606981522683,7.0,2.9797036122657032,2.800606981522683,False,,2.7824185691829713,7.0,2.9793808427224397,2.7824185691829713,False,,2.7897284739788635,7.0,2.937647241870036,2.7897284739788635,False,
6027712069996094336,254.10549004289663,-31.264152392130377,352.02094,7.42966,19.92,0.107,1.0177547,1.8853133256856067,0.052597437,-4.101253179995759,0.03684368,11.738000071873358,-0.23577220743508628,-22.068937731197753,0.5846255977484631,,,,,,,,3.8937408005542555,11.421350243866547,4.371808924349655,11.961028809319135,6.083605813761332,11.469425477575161,2.6709483421468794,7.0,2.739756311648313,2.6709483421468794,False,,2.668337921033935,7.0,2.737338734959837,2.668337921033935,False,,2.6707062657590024,7.0,2.729155482141949,2.6707062657590024,False,
5932569301703870848,243.22975341635947,-54.28313460159736,329.67282,-2.2255,15.3,0.131,1.0182884,-3.3231123735810177,0.16031384,-3.436828760919358,0.11921295,9.222548169952171,-0.9918662773046971,-29.99720902440187,-0.11517501233395713,,,,,,,,5.345519251157729,21.197504484426236,5.25409878294716,19.233176038701092,6.571318001294745,19.39997976307142,,,,,False,,2.6312719991960147,7.0,2.6984245753532408,2.6312719991960147,False,,2.631267441097617,7.0,2.698320232812033,2.631267441097617,False,
